intellectual_value,classification_key,year,city,language,primary_classes,evidence
novelty_invention_modernity,bib-218,1634,London,ENGLISH,Arithmetic,"content_description: WITH Helpfull Observations, making the Entrance easie, and the Practice pleasant ; action_verbs: making ; enriched_with: WITH Helpfull Observations | With new and notable Abridgements | with extraordinarie Helps | some excellent Observations ; bound_with_minimal: The five ordinary parts of ARITHME- TICK | Rules of PRACTICE | The doctrine of FRACTIONS | Recreations extraordinary"
novelty_invention_modernity,bib-190,1701,London,ENGLISH,Arithmetic | Commercial Mathematics,"content_description: WHEREIN THE  Whole Nature of NUMBERS, with their Simple and Comparative  Elements in all the Parts of ARITHMETICK, are plainly Declared,  and fully Handled ; action_verbs: added | Explain’d | Declared | Handled | Illustrated | digested | delivered ; enriched_with: Excellent RULES of PRACTICE | Many Large and Exact TABLES of all Sorts of Coins, Weights,  Measures, &c. Ancient and Modern, in most Countries, reduced to our own | divers Etymologies, Symbols, Characters,  and Abbreviat"
novelty_invention_modernity,bib-150,1598,London,ENGLISH,Military Engineering,content_description: VVHEREIN IS DECLARED THE NEGLECT OF Martiall discipline: the inconuenience thereof: the imperfections of manie training Captaines: a redresse by due regard had: the fittest weapons for our Moderne VVarre: the vse of the  ; action_verbs: Discoursed | VVritten | Comprehended ; enriched_with: with figures and Tables to the same | with sundrie other martiall points
novelty_invention_modernity,bib-154,1590,London,ENGLISH,Arithmetic | Military Engineering,"content_description: Compendiously teaching the Science of Numbers as well in Fractions as Integers, and so much of the Rules and Æquations Algebraicall, and Art of Num- bers Cossicall, as are requisite for the profession of a Souldier ; edition_details: reuiwed and corrected by the author him selfe | augmented with sundry additions | First published by Thomas Digges Esquire Anno Salutis 1579 ; action_verbs: augmented | reuiwed | corrected | published ; enriched_with: sundry additions ; bound_with_minimal: Moderne Militare Discipline"
novelty_invention_modernity,YB32U5,1604,Leiden,FRENCH,Perspective,"content_description: C'est a dire, le tresrenommé art du poinct oculaire d'vne veuë dedans où travers regardante, estant sur vne muraille vnie, sur vn tableau, ou sur dela toile, en laquelle il y ayt quelques edifi- ces, soyt d'Eglises, Temp ; action_verbs: Inuenté"
novelty_invention_modernity,Rome_1679,1679,Rome,LATIN,Theoretical Mathematics,"content_description: Breuiùs, & faciliùs contexta | In quibus praecipuè PROPORTIONVM THEORIAE nova, firmiorique Methodo promuntur | Brevius, & luculentiùs contexta ; edition_details: RESTITUTUS | Editio tertia ; action_verbs: RESTITUTUS | RESTITUTUS | contexta ; enriched_with: Breuiùs, & faciliùs contexta | PROPORTIONVM THEORIAE nova, firmiorique Methodo ; bound_with_minimal: Elementa conica | Archimedis opera ; elements_designation: PRISCA GEOMETRIAE ELEMENTA | EVCLIDES RESTITUTUS Denuo PRISCAE GEOMETRIAE ELEMENTA ; references_to_euclid: EVCLIDES"
translation_vernacularization,Basel_1537,1537,Basel,LATIN,Theoretical Mathematics,"content_description: Cum expositione THEONIS in priores XIII à Batholomæo Veneto latinitate donata, CAMPANI in omnes, & HYPSICLIS Alexandrini in duos postremos ; edition_details: Cum expositione Theonis in priores XIII à Bartholomæo Veneto ; action_verbs: donata | adiecta | adiecta sunt | donata ; enriched_with: Phænomena, Catoptrica & Optica | Protheoria Marini & Data | Opusculum de Leui & Ponderoso | Phænomena, Catoptrica & Optica | Protheoria Marini | Data | Opusculum de Leui & Ponderoso ; bound_with_minimal: Phænomena | Catoptrica | Optica | Protheoria Marini | Data | Opusculum de Leui & Ponderoso ; educational_authorities_references: THEONIS | CAMPANI | HYPSICLIS Alexandrini | Marini | Leui | Theonis | Bartholomæo Veneto | Hypsiclis Alexandrini | Marini | Theonis ; origin_language: Latinitate | latinitate ; destination_language: latinitate ; elements_designation: EVCLIDIS MEGARENSIS MATHEMATICI CLARISSIMI EL- EMENtorum Geometricorum. Lib. XV | Elementorum geo- metricorum libri xv | Elementorum geometricorum libri xv ; references_to_euclid: EVCLIDIS | Euclidis Megarensis"
translation_vernacularization,MorisS-16-1,1623,Paris,FRENCH,Arithmetic | Construction | Military Engineering | Practical Geometry | Trigonometry,"content_description: Construction des tables des Sinus, Tou‑chantes & Couppantes ; Doctrine des triangles Rectilignes ; Pratique de diuers Problemes Geometriques ; Dimenſion des lignes droictes, Su‑perficies & Corps ; Pratique du Compas de p ; edition_details: SECONDE EDITION, reueuë, corrigée & augmentée en diuers en‑droicts, & meſme d’vn traicté entier, co[n]tenant vne brieue inſtru‑ ction pour conſtruire les fortifications pratiquées aux pays bas ; action_verbs: reueuë | corrigée | augmentée ; enriched_with: d’explication & augmentation | vne brieue instruction ; bound_with_minimal: Fortifications de Monſieur Errard ; educational_authorities_references: Monſieur Errard ; destination_language: Françoiſe"
translation_vernacularization,bib-215,1653,London,ENGLISH,Gnomonics & Horology | Instrument Use,"content_description: A Collection of many Problemes, extracted out of the Ancient and Modern Philo­- sophers, as Secrets and Experiments in Arithmetick, Geometry, Cosmographie, Horologiographie, Astronomie, Navigation, Musick, Opticks, Archi ; edition_details: Written first in Greeke and Latin, lately compil’d in French, by Henry Van Etten, and now in English, with the Examinations and Augmentations of divers Modern Mathematicians ; action_verbs: extracted | compil’d | added | Invented | written ; enriched_with: the Examinations and Augmentations of divers Modern Mathematicians | the Description and Use of the Generall Horologicall Ring | The Double Horizontall Diall ; bound_with_minimal: Description and Use of the Generall Horologicall Ring | Double Horizontall Diall ; origin_language: Greeke | Latin | French ; destination_language: now in English"
translation_vernacularization,Rotterdam_1647,1647,Rotterdam,DUTCH,,"content_description: Van de beginselen ende fonda-menten der Geometrie ; edition_details: Waer bygevoeght zijn eenige nuttigheden | Van nieus oversien ende verbetert ; action_verbs: bygevoeght | Overgeset | verklaert | uytgeleyt | oversien | verbetert | vermeerdert | breeder verklaert | bygevoeght | Overgeset | verklaert | uytgeleyt | oversien | verbetert | vermeerdert ; enriched_with: eenige nuttigheden, uyt de selve Boecken getrocken | de Specien in Geometrische figuren, als ’tmaken, veranderen, t’samenvoegen, aftrecken, ver-menigvuldigen ende deelen | de bygevoegde nuttigheden, met de specien in Geo ; elements_designation: De ses eerste Boecken EUCLIDIS ; references_to_euclid: EUCLIDIS"
translation_vernacularization,Amsterdam_1626,1626,Amsterdam,DUTCH,,"content_description: Van de beginselen ende fondamenten der Geometrie ; edition_details: Van nieus over-sien, ende verbetert ; action_verbs: ghevoecht | Overgheset | verclaert | uytgheleyt | over-sien | verbetert | vermeerdert ; enriched_with: Waer by ghevoecht zijn eenighe nut-ticheden, uyt de selve Boecken ghetrocken; Mitsgaders de Specien in Geometrische figueren, als ’tmaken, veranderen, t’samen-voeghen, af-trecken, vermenichvuldighen, ende deelen | Mitsga ; elements_designation: De ses eerste Boecken EVCLIDIS ; references_to_euclid: EVCLIDIS"
translation_vernacularization,GY5QLD,1537,Basel,LATIN,Astronomy | Theoretical Mathematics,edition_details: expositione Theonis in priores XIII | à Bartholomaeo Veneto latinitate donata ; action_verbs: donata | adiecta ; enriched_with: Phaenomena | Catoptrica et Optica | Protheoria Marini et Data | Opusculum de Leui et Ponderoso ; bound_with_minimal: Phaenomena | Catoptrica | Optica | Protheoria Marini | Data | Opusculum de Leui et Ponderoso ; educational_authorities_references: Theonis | Bartholomaeo Veneto | Campani | Hypsiclis Alexandria ; destination_language: latinitate ; elements_designation: Elementorum geometricorum Lib. XV ; references_to_euclid: Euclidis
translation_vernacularization,bib-191,1649,London,ENGLISH,Arithmetic | Commercial Mathematics,"content_description: The first of Vulgar Arithmetick with easie Rules to worke all the first four parts of Arithmetick, in whole Numbers and Fractions | The second of Decimall Arithmetick, whereby all Fractionall Operations are wrought in wh ; edition_details: The First Edition ; action_verbs: added ; enriched_with: Tables of Interest exactly calculated at 10, 8, 7, and 6 per cent | The Reduction of Weights, Value of Leases and Annuities | The weight and value of English Gold | Rebate at 8 per cent"
translation_vernacularization,Basel_1546b,1546,Basel,LATIN,Theoretical Mathematics,edition_details: Cum expositione Theonis in priores XIII à Bartholomaeo Veneto | Latinitate donata ; action_verbs: donata | adiecta sunt ; enriched_with: Phaenomena | Catoptrica | Optica | Protheoria Marini | Data | Opusculum de Levi & Ponderoso ; bound_with_minimal: Phaenomena | Catoptrica | Optica | Protheoria Marini | Data | Opusculum de Levi & Ponderoso ; educational_authorities_references: Theonis | Hypsiclis Alexandrini | Marini | Levi ; destination_language: Latinitate ; elements_designation: Elementorum geometricorum libri XV ; references_to_euclid: Euclidis
translation_vernacularization,Paris_1573,1573,Paris,LATIN,,"content_description: Quibus, cùm ad omnem Mathematicae scientiæ partem, tùm ad quamlibet Geometriæ tractatio- nem, facilis comparatur aditus | GRAE- cè & Latinè ; enriched_with: Ἐπίγραμμα παλαιόν | Σχήματα πέντε Πλάτωνος, ὁ Πυθαγόρας σοφὸς εὗρε | Πυθαγόρας σοφὸς εὗρε, Πλάτων δ’ ἀρίδηλ’ ἐδί- δαξεν | Εὐκλείδης ἐπὶ τοῖσι κλέος σοφιηκαλλὲς ἔτευξεν ; origin_language: GRAE- cè | Latinè ; destination_language: GRAE- cè | Latinè ; elements_designation: EVCLIDIS ELEMENTORVM  LIBRI XV ; references_to_euclid: EVCLIDIS | Εὐκλείδης"
translation_vernacularization,ustc-10,1626,Paris,FRENCH,Instrument Use | Practical Geometry,content_description: REDVITE EN VNE FACILE ET BRIEFVE pratique ; edition_details: enrichy de huict diuisions par dessus le com- mun & ordinaire | composé en Italien par Michel Connette | Traduit en François ; action_verbs: enrichy | composé | Traduit ; enriched_with: enrichy de huict diuisions ; bound_with_minimal: PANTOMETRE OV COMPAS | L’VSAGE DV COMPAS A huict pointes ; educational_authorities_references: Fabrice Mordente | Alexandre Farnese ; origin_language: en Italien ; destination_language: en François
demonstration_method_order,bib-187,1615,Leiden,DUTCH,Commercial Mathematics | Practical Geometry | Surveying | Trigonometry,"content_description: Daer in gheleert werdt te vinden  den naesten proportie des Circkels-Diameters teghen sijn om-  loop / daer door alle Circkels (met alle Figuren / ofte Lijnen met com-  munen hoeken) recht ghemeten kunnen werden | Item a ; edition_details: Twee­de Editie | Van nieuws oversien / ende van alle de voor-gaende fauten verbeteret / ende aen-ghevuld vermeerdert met by-voeghselen ; action_verbs: gecor- rigieerde | oversien | verbeteret | verbetert | vermeerdert | by-voeghselen | ghehouden | uyt-ghegeven | beschreven | ghebracht | gheproeft ; enriched_with: met het ghebruyck van dien, hoogh-noodigh voor de Land-meters | Met veel andere konstighe stucken, dierghelijcke noyt in druck uyt-ghegeven | Met noch seer hantvvoedige dingen | Noch de Tafelen Sinuum, Tangentium, ende S ; bound_with_minimal: Tafelen Sinuum, Tangentium, ende Secantium | Interest"
demonstration_method_order,MorisS-16-1,1623,Paris,FRENCH,Arithmetic | Construction | Military Engineering | Practical Geometry | Trigonometry,"content_description: Construction des tables des Sinus, Tou‑chantes & Couppantes ; Doctrine des triangles Rectilignes ; Pratique de diuers Problemes Geometriques ; Dimenſion des lignes droictes, Su‑perficies & Corps ; Pratique du Compas de p ; edition_details: SECONDE EDITION, reueuë, corrigée & augmentée en diuers en‑droicts, & meſme d’vn traicté entier, co[n]tenant vne brieue inſtru‑ ction pour conſtruire les fortifications pratiquées aux pays bas ; action_verbs: reueuë | corrigée | augmentée ; enriched_with: d’explication & augmentation | vne brieue instruction ; bound_with_minimal: Fortifications de Monſieur Errard ; educational_authorities_references: Monſieur Errard ; destination_language: Françoiſe"
demonstration_method_order,Paris_1578,1578,Paris,LATIN,Theoretical Mathematics,"content_description: AD GERMANAM GEOmetriæ intel- ligentiam è diuersis lapsibus temporis iniuria contractis restituta, Adimpletis præter maiorum spem, quæ hactenus deerant, solidorum regularium conferentiis ac inscriptionibus ; edition_details: Accessit decimussextus liber, de solidorum regularium sibi inuicem inscriptorum collationibus | Nouissimè collati sunt decimusseptimus & decimusoctauus, priori edi-tione quodammodo polliciti, de componendorum, inscribend ; action_verbs: restituta | Adimpletis | Accessit | collati sunt | polliciti | inuentis ; bound_with_minimal: decimussextus liber | decimusseptimus & decimusoctauus ; destination_language: GERMANAM ; elements_designation: EVCLIDIS MEGARENSIS MATHEMATICI CLARISSIMI ELEMENTA, LIBRIS XV ; references_to_euclid: EVCLIDIS"
demonstration_method_order,Rotterdam_1647,1647,Rotterdam,DUTCH,,"content_description: Van de beginselen ende fonda-menten der Geometrie ; edition_details: Waer bygevoeght zijn eenige nuttigheden | Van nieus oversien ende verbetert ; action_verbs: bygevoeght | Overgeset | verklaert | uytgeleyt | oversien | verbetert | vermeerdert | breeder verklaert | bygevoeght | Overgeset | verklaert | uytgeleyt | oversien | verbetert | vermeerdert ; enriched_with: eenige nuttigheden, uyt de selve Boecken getrocken | de Specien in Geometrische figuren, als ’tmaken, veranderen, t’samenvoegen, aftrecken, ver-menigvuldigen ende deelen | de bygevoegde nuttigheden, met de specien in Geo ; elements_designation: De ses eerste Boecken EUCLIDIS ; references_to_euclid: EUCLIDIS"
demonstration_method_order,Paris_1566,1566,Paris,LATIN,Theoretical Mathematics,"content_description: AD GERMANAM GEOMETRIAE INTELligentiam è diuersis lapsibus temporis iniuria contractis restituta, adimpletis præter maiorum spem, quæ hactenus deerant, solidorum regularium conferentiis ac inscriptionibus ; action_verbs: restituta | accessit ; enriched_with: decimus sextus liber, de solidorum regularium sibi inuicem inscriptorum collationibus | cœptum opusculum de Com-positis regularibus solidis ; bound_with_minimal: decimus sextus liber | opusculum de Com-positis regularibus solidis ; elements_designation: EVCLIDIS MEGARENSIS MATHEMATICI CLARISSIMI ELEMENTA GEOMETRICA, LIBRIS XV ; references_to_euclid: EVCLIDIS"
demonstration_method_order,Amsterdam_1701,1701,Amsterdam,DUTCH,Practical Geometry | Theoretical Mathematics,"content_description: Van de beginselen ende fondamenten der Geometrie ; edition_details: Desen laetsten Druk, van nieuws oversien en verbetert ; action_verbs: by-gevoeght | by-gevoegde | Over-geset | verklaert | uyt-geleyt | oversien | verbeter t | vermeerdert ; enriched_with: by-gevoeght zijn eenige nut-tigheden, uyt deselve Boecken getrocken: Mitsgaders de Specien in Geometrische figuren, als ’t maken, veranderen, t’samen voegen, aftrecken, vermeenighvuldigen, ende deelen | Over-geset, verkl ; elements_designation: De zes eerste Boecken EUCLIDIS ; references_to_euclid: EUCLIDIS"
demonstration_method_order,ustc-26,1627,Paris,FRENCH,Arithmetic | Construction | Instrument Use | Military Engineering | Practical Geometry | Trigonometry,"content_description: De l’Arithmetique militaire ; Conſtruction des tables des Sinus, chanzes & Coupantes ; Doctrine des triangles Recitilignes ; Pratique de diuers problemes Geometriques ; Dimeſon des lignes droites, perficies & Corps ; Pra ; edition_details: SECONDE EDITION, reueuë, corrigée & augmentée en diuers en droicts ; & meſme d'vn traicté entier, contenant vne briefve inconſtr tion pour conſtruire les fortifications pées aux pays bas ; action_verbs: reueuë | corrigée | augmentée"
demonstration_method_order,bib-7,1571,London,ENGLISH,Practical Geometry,"content_description: diuided into three Bookes, Longimetra, Planimetra and Stereometria, containing Rules manifolde for mensuration of all lines, Superficies and Solides: with sundry strange conclusions both by instrument and without, and al ; action_verbs: named | diuided | framed | finished | adioyned ; enriched_with: adioyned a Mathematicall treatise of the fiue regulare Platonical solides, and their Metamorphosis or transformation into fiue other equilater and uniforme solides Geometricall, of his owne inuention, hitherto not mentio"
demonstration_method_order,bib-135,1667,Nuremberg,GERMAN,Practical Geometry | Surveying,"content_description: Im I. Aus rechtem Fundament gewiesen wird; wie man in der Geometria, auf dem Papyr und Lande, mit denen dazu gehörigen Instrumenten, ja zur Noth ohne die- selben, verfahren und practicien solle | Im II. Wie ohne einig kü ; action_verbs: gegeben | vermehrt ; enriched_with: mit vielen nütz- lichen Additionen und neuen Figuren ; educational_authorities_references: M. Johannis Pratorii | Camillæ Ravertræ"
demonstration_method_order,bib-218,1634,London,ENGLISH,Arithmetic,"content_description: WITH Helpfull Observations, making the Entrance easie, and the Practice pleasant ; action_verbs: making ; enriched_with: WITH Helpfull Observations | With new and notable Abridgements | with extraordinarie Helps | some excellent Observations ; bound_with_minimal: The five ordinary parts of ARITHME- TICK | Rules of PRACTICE | The doctrine of FRACTIONS | Recreations extraordinary"
ancient_restoration_humanist,Venice_1505,1505,Venice,LATIN,Theoretical Mathematics,content_description: cum expositione Theonis insignis mathematici ; edition_details: voluta in Campani interpretatione: ordinata digesta et castigata | voluta in Campani interpretatione | ordinata digesta et castigata ; action_verbs: sumpta | addita | subuersa | voluta | ordinata | digesta | castigata | addita | subuersa | prepostere | voluta | ordinata | digesta | castigata | adiuncta ; enriched_with: multa quae deerant ex lectione graeca | addita | subuersa | adiuncta ; bound_with_minimal: Hypsi | Alex | Phaeno | Specu | Perspe | Datorum | Pappi Mechanici | Marini dialectici protheoria | Theonis | Hypsi. Alex | Phaeno. Specu. et Perspe | Datorum ; educational_authorities_references: Theonis | Hypsi | Alex | Phaeno | Specu | Perspe | Pappi Mechanici | Marini dialectici | Theonis | Hypsi. Alex | Phaeno | Specu | Perspe | Pappi Mechanici | Marini dialectici | Socratico philosopho ; elements_designation: elementorum libros. xiij ; references_to_euclid: Euclidis | Euclidi
ancient_restoration_humanist,Cologne_1602,1602,Cologne,LATIN,Theoretical Mathematics,"content_description: AD GERMANAM GEOMETRIAE INTELLIGENTIAM, E DIVERSIS LAPSIBVS TEMPORIS INIVRIA CONTRACTIS RESTITUTA, ADIMPLETIS PRAETER MAIORVM SPEM, QUAE HACTEnus deerant, solidorum regu-larium conferentijs ac inscriptionibus | AD GERMANA ; edition_details: E DIVERSIS LAPSIBVS TEMPORIS INIVRIA CONTRACTIS RESTITUTA | Nouissimè collati sunt decimusseptimus & decimusoctauus, priori editioni quodammodo polliciti | Nouissimè collati sunt decimusseptimus & decimusoctauus, priori  ; action_verbs: restituta | collati sunt | polliciti | accessit | RESTITVTA | ADIMPLETIS | Accessit | collati | polliciti ; enriched_with: solidorum regu-larium conferentijs ac inscriptionibus | de componendorum, inscribendo-rum, & conferendorum compositorum solidorum inuentis | solidorum regularium sibi inuicem inscriptorum collationibus | solidorum regula ; bound_with_minimal: decimussextus liber | decimusseptimus | decimusoctauus ; destination_language: GERMANAM ; elements_designation: EVCLIDIS MEGARENSIS MATHEMATICI CLARISSIMI ELEMENTA, LIBRIS XV | ELEMENTA, LIBRIS XV ; references_to_euclid: EVCLIDIS"
ancient_restoration_humanist,Venice_1498a,1498,Venice,LATIN,Theoretical Mathematics,bound_with_minimal: logica | libellus de argumentis | Hypothesis | astrolabio | magnitudinibus et distantijs solis et lune | mundo | musica | theologicis ambiguitatibus | resurrectione | celo | magna ethica | ars poetica | pestilentia | ina ; educational_authorities_references: Nicephorus | Georgii Valle | Proclus | Aristarchi Sami | Timeus | Cleonidis | Eusebii Pamphili | Cleomedes | Athenagorae philosophi | Aristotelis | Rhazes | Galenus | Zalchi | Alexander Aphrodiseus | Platus ; references_to_euclid: Euclidis
ancient_restoration_humanist,Basel_1537,1537,Basel,LATIN,Theoretical Mathematics,"content_description: Cum expositione THEONIS in priores XIII à Batholomæo Veneto latinitate donata, CAMPANI in omnes, & HYPSICLIS Alexandrini in duos postremos ; edition_details: Cum expositione Theonis in priores XIII à Bartholomæo Veneto ; action_verbs: donata | adiecta | adiecta sunt | donata ; enriched_with: Phænomena, Catoptrica & Optica | Protheoria Marini & Data | Opusculum de Leui & Ponderoso | Phænomena, Catoptrica & Optica | Protheoria Marini | Data | Opusculum de Leui & Ponderoso ; bound_with_minimal: Phænomena | Catoptrica | Optica | Protheoria Marini | Data | Opusculum de Leui & Ponderoso ; educational_authorities_references: THEONIS | CAMPANI | HYPSICLIS Alexandrini | Marini | Leui | Theonis | Bartholomæo Veneto | Hypsiclis Alexandrini | Marini | Theonis ; origin_language: Latinitate | latinitate ; destination_language: latinitate ; elements_designation: EVCLIDIS MEGARENSIS MATHEMATICI CLARISSIMI EL- EMENtorum Geometricorum. Lib. XV | Elementorum geo- metricorum libri xv | Elementorum geometricorum libri xv ; references_to_euclid: EVCLIDIS | Euclidis Megarensis"
ancient_restoration_humanist,Paris_1578,1578,Paris,LATIN,Theoretical Mathematics,"content_description: AD GERMANAM GEOmetriæ intel- ligentiam è diuersis lapsibus temporis iniuria contractis restituta, Adimpletis præter maiorum spem, quæ hactenus deerant, solidorum regularium conferentiis ac inscriptionibus ; edition_details: Accessit decimussextus liber, de solidorum regularium sibi inuicem inscriptorum collationibus | Nouissimè collati sunt decimusseptimus & decimusoctauus, priori edi-tione quodammodo polliciti, de componendorum, inscribend ; action_verbs: restituta | Adimpletis | Accessit | collati sunt | polliciti | inuentis ; bound_with_minimal: decimussextus liber | decimusseptimus & decimusoctauus ; destination_language: GERMANAM ; elements_designation: EVCLIDIS MEGARENSIS MATHEMATICI CLARISSIMI ELEMENTA, LIBRIS XV ; references_to_euclid: EVCLIDIS"
ancient_restoration_humanist,bib-215,1653,London,ENGLISH,Gnomonics & Horology | Instrument Use,"content_description: A Collection of many Problemes, extracted out of the Ancient and Modern Philo­- sophers, as Secrets and Experiments in Arithmetick, Geometry, Cosmographie, Horologiographie, Astronomie, Navigation, Musick, Opticks, Archi ; edition_details: Written first in Greeke and Latin, lately compil’d in French, by Henry Van Etten, and now in English, with the Examinations and Augmentations of divers Modern Mathematicians ; action_verbs: extracted | compil’d | added | Invented | written ; enriched_with: the Examinations and Augmentations of divers Modern Mathematicians | the Description and Use of the Generall Horologicall Ring | The Double Horizontall Diall ; bound_with_minimal: Description and Use of the Generall Horologicall Ring | Double Horizontall Diall ; origin_language: Greeke | Latin | French ; destination_language: now in English"
ancient_restoration_humanist,Venice_1509,1509,Venice,LATIN,,content_description: Que cum antea librariorum detestanda culpa mendis fedissimis adeo deformia essent: vt vix Euclidem ipsum agnoscere-mus ; edition_details: a Campano interprete fidissimo tralata ; action_verbs: tralata | emen-dauit | detersit | concinnauit | addidit | aperuit | enarrauit | illustrauit | prestitit ; enriched_with: Figuras centum et vndetriginta que in alijs codicibus inuerse et deformate erant: ad rectam symmetriam concinnauit: et multas necessarias addidit | plurimis locis intellectu diicilem commentariolis sane luculentis et eru ; educational_authorities_references: Lucas paciolus theologus insignis ; elements_designation: Euclidis megarensis philosophi acutissimi mathematicorumque omnium sine controuersia principis opera ; references_to_euclid: Euclidis | Euclidem
ancient_restoration_humanist,Paris_1566,1566,Paris,LATIN,Theoretical Mathematics,"content_description: AD GERMANAM GEOMETRIAE INTELligentiam è diuersis lapsibus temporis iniuria contractis restituta, adimpletis præter maiorum spem, quæ hactenus deerant, solidorum regularium conferentiis ac inscriptionibus ; action_verbs: restituta | accessit ; enriched_with: decimus sextus liber, de solidorum regularium sibi inuicem inscriptorum collationibus | cœptum opusculum de Com-positis regularibus solidis ; bound_with_minimal: decimus sextus liber | opusculum de Com-positis regularibus solidis ; elements_designation: EVCLIDIS MEGARENSIS MATHEMATICI CLARISSIMI ELEMENTA GEOMETRICA, LIBRIS XV ; references_to_euclid: EVCLIDIS"
ancient_restoration_humanist,Paris_1527,1527,Paris,LATIN,Astronomy,edition_details: INTRODVCTORIA ADDITIONE (QVANtum necessarium est) commentarióque ; action_verbs: ADDITIONE | illustratus ; enriched_with: INTRODVCTORIA ADDITIONE (quantum necessarium est) commentarióque | INTRODVCTORIA ADDITIONE | INTRODVCTORIA ADDITIONE (QVANtum necessarium est) commentarióque ; bound_with_minimal: Annuli astronomici Boneti Latensis | Geometria Euclidis Megarensis | TEXTVS DE SPHAERA | Annuli astronomici | Annuli astronomici Boneti Latensis ; educational_authorities_references: Boneti Latensis | IOANNIS DE SACROBOSCO | Boneti Latensis ; elements_designation: Geometria Euclidis Megarensis ; references_to_euclid: Euclidis Megarensis
ancient_restoration_humanist,Paris_1544,1544,Paris,LATIN,Theoretical Mathematics,"content_description: In sex priores libros | demonstrationes | Geometricorum elementorum Euclidis ; edition_details: Recèns auctæ, & emendatæ | Aeditio tertia ; action_verbs: Recèns | emendatæ | recognita | recèns auctæ | emendatæ | recognita ; enriched_with: demonstrationes | recèns auctæ | emendatæ | interpretatione Latina ; bound_with_minimal: Bartholomæi Zamberti Veneti ; origin_language: græco | Græco ; destination_language: latina | Latina ; elements_designation: Ge-ometricorum elementorum Euclidis Megarensis | sex priores libros Geometricorum elementorum Euclidis Megarensis ; references_to_euclid: Euclidis Megarensis | ipsius Euclidis | Euclidis Megarensis | Euclidis"
visual_materiality_diagrams,bib-187,1615,Leiden,DUTCH,Commercial Mathematics | Practical Geometry | Surveying | Trigonometry,"content_description: Daer in gheleert werdt te vinden  den naesten proportie des Circkels-Diameters teghen sijn om-  loop / daer door alle Circkels (met alle Figuren / ofte Lijnen met com-  munen hoeken) recht ghemeten kunnen werden | Item a ; edition_details: Twee­de Editie | Van nieuws oversien / ende van alle de voor-gaende fauten verbeteret / ende aen-ghevuld vermeerdert met by-voeghselen ; action_verbs: gecor- rigieerde | oversien | verbeteret | verbetert | vermeerdert | by-voeghselen | ghehouden | uyt-ghegeven | beschreven | ghebracht | gheproeft ; enriched_with: met het ghebruyck van dien, hoogh-noodigh voor de Land-meters | Met veel andere konstighe stucken, dierghelijcke noyt in druck uyt-ghegeven | Met noch seer hantvvoedige dingen | Noch de Tafelen Sinuum, Tangentium, ende S ; bound_with_minimal: Tafelen Sinuum, Tangentium, ende Secantium | Interest"
visual_materiality_diagrams,Rotterdam_1647,1647,Rotterdam,DUTCH,,"content_description: Van de beginselen ende fonda-menten der Geometrie ; edition_details: Waer bygevoeght zijn eenige nuttigheden | Van nieus oversien ende verbetert ; action_verbs: bygevoeght | Overgeset | verklaert | uytgeleyt | oversien | verbetert | vermeerdert | breeder verklaert | bygevoeght | Overgeset | verklaert | uytgeleyt | oversien | verbetert | vermeerdert ; enriched_with: eenige nuttigheden, uyt de selve Boecken getrocken | de Specien in Geometrische figuren, als ’tmaken, veranderen, t’samenvoegen, aftrecken, ver-menigvuldigen ende deelen | de bygevoegde nuttigheden, met de specien in Geo ; elements_designation: De ses eerste Boecken EUCLIDIS ; references_to_euclid: EUCLIDIS"
visual_materiality_diagrams,Amsterdam_1701,1701,Amsterdam,DUTCH,Practical Geometry | Theoretical Mathematics,"content_description: Van de beginselen ende fondamenten der Geometrie ; edition_details: Desen laetsten Druk, van nieuws oversien en verbetert ; action_verbs: by-gevoeght | by-gevoegde | Over-geset | verklaert | uyt-geleyt | oversien | verbeter t | vermeerdert ; enriched_with: by-gevoeght zijn eenige nut-tigheden, uyt deselve Boecken getrocken: Mitsgaders de Specien in Geometrische figuren, als ’t maken, veranderen, t’samen voegen, aftrecken, vermeenighvuldigen, ende deelen | Over-geset, verkl ; elements_designation: De zes eerste Boecken EUCLIDIS ; references_to_euclid: EUCLIDIS"
visual_materiality_diagrams,bib-135,1667,Nuremberg,GERMAN,Practical Geometry | Surveying,"content_description: Im I. Aus rechtem Fundament gewiesen wird; wie man in der Geometria, auf dem Papyr und Lande, mit denen dazu gehörigen Instrumenten, ja zur Noth ohne die- selben, verfahren und practicien solle | Im II. Wie ohne einig kü ; action_verbs: gegeben | vermehrt ; enriched_with: mit vielen nütz- lichen Additionen und neuen Figuren ; educational_authorities_references: M. Johannis Pratorii | Camillæ Ravertræ"
visual_materiality_diagrams,bib-190,1701,London,ENGLISH,Arithmetic | Commercial Mathematics,"content_description: WHEREIN THE  Whole Nature of NUMBERS, with their Simple and Comparative  Elements in all the Parts of ARITHMETICK, are plainly Declared,  and fully Handled ; action_verbs: added | Explain’d | Declared | Handled | Illustrated | digested | delivered ; enriched_with: Excellent RULES of PRACTICE | Many Large and Exact TABLES of all Sorts of Coins, Weights,  Measures, &c. Ancient and Modern, in most Countries, reduced to our own | divers Etymologies, Symbols, Characters,  and Abbreviat"
