field,value,n,mode,mode_col,count,pct,overall_pct,delta_vs_overall
period,1650-1699,83,institutional/authority,mode_institutional_authority,71,85.5,76.6,9.0
period,1650-1699,83,composite/apparatus,mode_composite_apparatus,50,60.2,68.5,-8.3
period,1650-1699,83,practical/public,mode_practical_public,27,32.5,28.3,4.2
period,1650-1699,83,corrected/updated,mode_corrected_updated,45,54.2,50.3,3.9
period,1650-1699,83,humanist/ancient,mode_humanist_ancient,69,83.1,85.0,-1.8
period,1700+,40,sparse/canonical,mode_sparse_canonical,8,20.0,15.4,4.6
period,1700+,40,pedagogical/method,mode_pedagogical_method,30,75.0,70.3,4.7
period,1700+,40,vernacular/transfer,mode_vernacular_transfer,12,30.0,37.1,-7.1
period,1700+,40,institutional/authority,mode_institutional_authority,32,80.0,76.6,3.4
period,1700+,40,composite/apparatus,mode_composite_apparatus,26,65.0,68.5,-3.5
period,1700+,40,practical/public,mode_practical_public,16,40.0,28.3,11.7
period,1700+,40,corrected/updated,mode_corrected_updated,22,55.0,50.3,4.7
period,1700+,40,humanist/ancient,mode_humanist_ancient,35,87.5,85.0,2.5
period,pre-1550,32,sparse/canonical,mode_sparse_canonical,8,25.0,15.4,9.6
period,pre-1550,32,pedagogical/method,mode_pedagogical_method,15,46.9,70.3,-23.4
period,pre-1550,32,vernacular/transfer,mode_vernacular_transfer,8,25.0,37.1,-12.1
period,pre-1550,32,institutional/authority,mode_institutional_authority,16,50.0,76.6,-26.6
period,pre-1550,32,composite/apparatus,mode_composite_apparatus,21,65.6,68.5,-2.9
period,pre-1550,32,practical/public,mode_practical_public,5,15.6,28.3,-12.7
period,pre-1550,32,corrected/updated,mode_corrected_updated,12,37.5,50.3,-12.8
period,pre-1550,32,humanist/ancient,mode_humanist_ancient,26,81.2,85.0,-3.7
period,unknown,1,sparse/canonical,mode_sparse_canonical,1,100.0,15.4,84.6
period,unknown,1,pedagogical/method,mode_pedagogical_method,0,0.0,70.3,-70.3
period,unknown,1,vernacular/transfer,mode_vernacular_transfer,1,100.0,37.1,62.9
period,unknown,1,institutional/authority,mode_institutional_authority,1,100.0,76.6,23.4
period,unknown,1,composite/apparatus,mode_composite_apparatus,1,100.0,68.5,31.5
period,unknown,1,practical/public,mode_practical_public,0,0.0,28.3,-28.3
period,unknown,1,corrected/updated,mode_corrected_updated,0,0.0,50.3,-50.3
period,unknown,1,humanist/ancient,mode_humanist_ancient,1,100.0,85.0,15.0
city,Alcala,1,sparse/canonical,mode_sparse_canonical,0,0.0,15.4,-15.4
city,Alcala,1,pedagogical/method,mode_pedagogical_method,0,0.0,70.3,-70.3
city,Alcala,1,vernacular/transfer,mode_vernacular_transfer,1,100.0,37.1,62.9
city,Alcala,1,institutional/authority,mode_institutional_authority,1,100.0,76.6,23.4
city,Alcala,1,composite/apparatus,mode_composite_apparatus,0,0.0,68.5,-68.5
city,Alcala,1,practical/public,mode_practical_public,0,0.0,28.3,-28.3
city,Alcala,1,corrected/updated,mode_corrected_updated,0,0.0,50.3,-50.3
city,Alcala,1,humanist/ancient,mode_humanist_ancient,1,100.0,85.0,15.0
city,Amsterdam,15,sparse/canonical,mode_sparse_canonical,1,6.7,15.4,-8.7
city,Amsterdam,15,pedagogical/method,mode_pedagogical_method,13,86.7,70.3,16.4
city,Amsterdam,15,vernacular/transfer,mode_vernacular_transfer,7,46.7,37.1,9.6
city,Amsterdam,15,institutional/authority,mode_institutional_authority,14,93.3,76.6,16.8
city,Amsterdam,15,composite/apparatus,mode_composite_apparatus,12,80.0,68.5,11.5
city,Amsterdam,15,practical/public,mode_practical_public,7,46.7,28.3,18.3
city,Amsterdam,15,corrected/updated,mode_corrected_updated,11,73.3,50.3,23.0
city,Amsterdam,15,humanist/ancient,mode_humanist_ancient,12,80.0,85.0,-5.0
city,Ansbach,1,sparse/canonical,mode_sparse_canonical,0,0.0,15.4,-15.4
city,Ansbach,1,pedagogical/method,mode_pedagogical_method,1,100.0,70.3,29.7
city,Ansbach,1,vernacular/transfer,mode_vernacular_transfer,1,100.0,37.1,62.9
city,Ansbach,1,institutional/authority,mode_institutional_authority,1,100.0,76.6,23.4
city,Ansbach,1,composite/apparatus,mode_composite_apparatus,1,100.0,68.5,31.5
city,Ansbach,1,practical/public,mode_practical_public,1,100.0,28.3,71.7
city,Ansbach,1,corrected/updated,mode_corrected_updated,1,100.0,50.3,49.7
city,Ansbach,1,humanist/ancient,mode_humanist_ancient,1,100.0,85.0,15.0
city,Antwerp,4,sparse/canonical,mode_sparse_canonical,0,0.0,15.4,-15.4
city,Antwerp,4,pedagogical/method,mode_pedagogical_method,4,100.0,70.3,29.7
city,Antwerp,4,vernacular/transfer,mode_vernacular_transfer,0,0.0,37.1,-37.1
city,Antwerp,4,institutional/authority,mode_institutional_authority,4,100.0,76.6,23.4
city,Antwerp,4,composite/apparatus,mode_composite_apparatus,4,100.0,68.5,31.5
city,Antwerp,4,practical/public,mode_practical_public,0,0.0,28.3,-28.3
city,Antwerp,4,corrected/updated,mode_corrected_updated,2,50.0,50.3,-0.3
city,Antwerp,4,humanist/ancient,mode_humanist_ancient,4,100.0,85.0,15.0
city,Arnhem,3,sparse/canonical,mode_sparse_canonical,1,33.3,15.4,17.9
city,Arnhem,3,pedagogical/method,mode_pedagogical_method,2,66.7,70.3,-3.6
city,Arnhem,3,vernacular/transfer,mode_vernacular_transfer,0,0.0,37.1,-37.1
city,Arnhem,3,institutional/authority,mode_institutional_authority,1,33.3,76.6,-43.2
city,Arnhem,3,composite/apparatus,mode_composite_apparatus,0,0.0,68.5,-68.5
city,Arnhem,3,practical/public,mode_practical_public,0,0.0,28.3,-28.3
city,Arnhem,3,corrected/updated,mode_corrected_updated,0,0.0,50.3,-50.3
city,Arnhem,3,humanist/ancient,mode_humanist_ancient,2,66.7,85.0,-18.3
city,Augsburg,1,sparse/canonical,mode_sparse_canonical,0,0.0,15.4,-15.4
city,Augsburg,1,pedagogical/method,mode_pedagogical_method,1,100.0,70.3,29.7
city,Augsburg,1,vernacular/transfer,mode_vernacular_transfer,1,100.0,37.1,62.9
city,Augsburg,1,institutional/authority,mode_institutional_authority,1,100.0,76.6,23.4
city,Augsburg,1,composite/apparatus,mode_composite_apparatus,1,100.0,68.5,31.5
city,Augsburg,1,practical/public,mode_practical_public,1,100.0,28.3,71.7
city,Augsburg,1,corrected/updated,mode_corrected_updated,0,0.0,50.3,-50.3
city,Augsburg,1,humanist/ancient,mode_humanist_ancient,1,100.0,85.0,15.0
city,Bamberg,1,sparse/canonical,mode_sparse_canonical,0,0.0,15.4,-15.4
city,Bamberg,1,pedagogical/method,mode_pedagogical_method,1,100.0,70.3,29.7
city,Bamberg,1,vernacular/transfer,mode_vernacular_transfer,0,0.0,37.1,-37.1
city,Bamberg,1,institutional/authority,mode_institutional_authority,1,100.0,76.6,23.4
city,Bamberg,1,composite/apparatus,mode_composite_apparatus,1,100.0,68.5,31.5
city,Bamberg,1,practical/public,mode_practical_public,0,0.0,28.3,-28.3
city,Bamberg,1,corrected/updated,mode_corrected_updated,0,0.0,50.3,-50.3
city,Bamberg,1,humanist/ancient,mode_humanist_ancient,0,0.0,85.0,-85.0
city,Basel,8,sparse/canonical,mode_sparse_canonical,1,12.5,15.4,-2.9
city,Basel,8,pedagogical/method,mode_pedagogical_method,5,62.5,70.3,-7.8
city,Basel,8,vernacular/transfer,mode_vernacular_transfer,6,75.0,37.1,37.9
city,Basel,8,institutional/authority,mode_institutional_authority,5,62.5,76.6,-14.1
city,Basel,8,composite/apparatus,mode_composite_apparatus,8,100.0,68.5,31.5
city,Basel,8,practical/public,mode_practical_public,0,0.0,28.3,-28.3
city,Basel,8,corrected/updated,mode_corrected_updated,4,50.0,50.3,-0.3
city,Basel,8,humanist/ancient,mode_humanist_ancient,8,100.0,85.0,15.0
city,Beijing,2,sparse/canonical,mode_sparse_canonical,0,0.0,15.4,-15.4
city,Beijing,2,pedagogical/method,mode_pedagogical_method,0,0.0,70.3,-70.3
city,Beijing,2,vernacular/transfer,mode_vernacular_transfer,0,0.0,37.1,-37.1
city,Beijing,2,institutional/authority,mode_institutional_authority,0,0.0,76.6,-76.6
city,Beijing,2,composite/apparatus,mode_composite_apparatus,0,0.0,68.5,-68.5
city,Beijing,2,practical/public,mode_practical_public,0,0.0,28.3,-28.3
city,Beijing,2,corrected/updated,mode_corrected_updated,0,0.0,50.3,-50.3
city,Beijing,2,humanist/ancient,mode_humanist_ancient,0,0.0,85.0,-85.0
city,Berlin,1,sparse/canonical,mode_sparse_canonical,0,0.0,15.4,-15.4
city,Berlin,1,pedagogical/method,mode_pedagogical_method,1,100.0,70.3,29.7
city,Berlin,1,vernacular/transfer,mode_vernacular_transfer,1,100.0,37.1,62.9
city,Berlin,1,institutional/authority,mode_institutional_authority,1,100.0,76.6,23.4
city,Berlin,1,composite/apparatus,mode_composite_apparatus,1,100.0,68.5,31.5
city,Berlin,1,practical/public,mode_practical_public,0,0.0,28.3,-28.3
city,Berlin,1,corrected/updated,mode_corrected_updated,1,100.0,50.3,49.7
city,Berlin,1,humanist/ancient,mode_humanist_ancient,1,100.0,85.0,15.0
city,Bologna,6,sparse/canonical,mode_sparse_canonical,5,83.3,15.4,67.9
city,Bologna,6,pedagogical/method,mode_pedagogical_method,1,16.7,70.3,-53.6
city,Bologna,6,vernacular/transfer,mode_vernacular_transfer,3,50.0,37.1,12.9
city,Bologna,6,institutional/authority,mode_institutional_authority,4,66.7,76.6,-9.9
city,Bologna,6,composite/apparatus,mode_composite_apparatus,2,33.3,68.5,-35.2
city,Bologna,6,practical/public,mode_practical_public,1,16.7,28.3,-11.7
city,Bologna,6,corrected/updated,mode_corrected_updated,3,50.0,50.3,-0.3
city,Bologna,6,humanist/ancient,mode_humanist_ancient,6,100.0,85.0,15.0
city,Brussels,3,sparse/canonical,mode_sparse_canonical,0,0.0,15.4,-15.4
city,Brussels,3,pedagogical/method,mode_pedagogical_method,3,100.0,70.3,29.7
city,Brussels,3,vernacular/transfer,mode_vernacular_transfer,0,0.0,37.1,-37.1
city,Brussels,3,institutional/authority,mode_institutional_authority,3,100.0,76.6,23.4
city,Brussels,3,composite/apparatus,mode_composite_apparatus,3,100.0,68.5,31.5
city,Brussels,3,practical/public,mode_practical_public,2,66.7,28.3,38.3
city,Brussels,3,corrected/updated,mode_corrected_updated,0,0.0,50.3,-50.3
city,Brussels,3,humanist/ancient,mode_humanist_ancient,3,100.0,85.0,15.0
city,Cambridge,4,sparse/canonical,mode_sparse_canonical,0,0.0,15.4,-15.4
city,Cambridge,4,pedagogical/method,mode_pedagogical_method,4,100.0,70.3,29.7
city,Cambridge,4,vernacular/transfer,mode_vernacular_transfer,0,0.0,37.1,-37.1
city,Cambridge,4,institutional/authority,mode_institutional_authority,4,100.0,76.6,23.4
city,Cambridge,4,composite/apparatus,mode_composite_apparatus,3,75.0,68.5,6.5
city,Cambridge,4,practical/public,mode_practical_public,0,0.0,28.3,-28.3
city,Cambridge,4,corrected/updated,mode_corrected_updated,3,75.0,50.3,24.7
city,Cambridge,4,humanist/ancient,mode_humanist_ancient,4,100.0,85.0,15.0
city,Cologne,9,sparse/canonical,mode_sparse_canonical,0,0.0,15.4,-15.4
city,Cologne,9,pedagogical/method,mode_pedagogical_method,8,88.9,70.3,18.6
city,Cologne,9,vernacular/transfer,mode_vernacular_transfer,1,11.1,37.1,-26.0
city,Cologne,9,institutional/authority,mode_institutional_authority,5,55.6,76.6,-21.0
city,Cologne,9,composite/apparatus,mode_composite_apparatus,7,77.8,68.5,9.2
city,Cologne,9,practical/public,mode_practical_public,3,33.3,28.3,5.0
city,Cologne,9,corrected/updated,mode_corrected_updated,5,55.6,50.3,5.2
city,Cologne,9,humanist/ancient,mode_humanist_ancient,8,88.9,85.0,3.9
city,Douai,2,sparse/canonical,mode_sparse_canonical,0,0.0,15.4,-15.4
city,Douai,2,pedagogical/method,mode_pedagogical_method,2,100.0,70.3,29.7
city,Douai,2,vernacular/transfer,mode_vernacular_transfer,0,0.0,37.1,-37.1
city,Douai,2,institutional/authority,mode_institutional_authority,2,100.0,76.6,23.4
city,Douai,2,composite/apparatus,mode_composite_apparatus,2,100.0,68.5,31.5
city,Douai,2,practical/public,mode_practical_public,2,100.0,28.3,71.7
city,Douai,2,corrected/updated,mode_corrected_updated,1,50.0,50.3,-0.3
city,Douai,2,humanist/ancient,mode_humanist_ancient,2,100.0,85.0,15.0
city,Edinburgh,1,sparse/canonical,mode_sparse_canonical,0,0.0,15.4,-15.4
city,Edinburgh,1,pedagogical/method,mode_pedagogical_method,1,100.0,70.3,29.7
city,Edinburgh,1,vernacular/transfer,mode_vernacular_transfer,0,0.0,37.1,-37.1
city,Edinburgh,1,institutional/authority,mode_institutional_authority,1,100.0,76.6,23.4
city,Edinburgh,1,composite/apparatus,mode_composite_apparatus,1,100.0,68.5,31.5
city,Edinburgh,1,practical/public,mode_practical_public,0,0.0,28.3,-28.3
city,Edinburgh,1,corrected/updated,mode_corrected_updated,0,0.0,50.3,-50.3
city,Edinburgh,1,humanist/ancient,mode_humanist_ancient,1,100.0,85.0,15.0
city,Ferrara,1,sparse/canonical,mode_sparse_canonical,0,0.0,15.4,-15.4
city,Ferrara,1,pedagogical/method,mode_pedagogical_method,0,0.0,70.3,-70.3
city,Ferrara,1,vernacular/transfer,mode_vernacular_transfer,0,0.0,37.1,-37.1
city,Ferrara,1,institutional/authority,mode_institutional_authority,1,100.0,76.6,23.4
city,Ferrara,1,composite/apparatus,mode_composite_apparatus,1,100.0,68.5,31.5
city,Ferrara,1,practical/public,mode_practical_public,0,0.0,28.3,-28.3
city,Ferrara,1,corrected/updated,mode_corrected_updated,0,0.0,50.3,-50.3
city,Ferrara,1,humanist/ancient,mode_humanist_ancient,1,100.0,85.0,15.0
city,Florence,3,sparse/canonical,mode_sparse_canonical,1,33.3,15.4,17.9
city,Florence,3,pedagogical/method,mode_pedagogical_method,2,66.7,70.3,-3.6
city,Florence,3,vernacular/transfer,mode_vernacular_transfer,2,66.7,37.1,29.6
city,Florence,3,institutional/authority,mode_institutional_authority,3,100.0,76.6,23.4
city,Florence,3,composite/apparatus,mode_composite_apparatus,2,66.7,68.5,-1.9
city,Florence,3,practical/public,mode_practical_public,1,33.3,28.3,5.0
city,Florence,3,corrected/updated,mode_corrected_updated,2,66.7,50.3,16.3
city,Florence,3,humanist/ancient,mode_humanist_ancient,3,100.0,85.0,15.0
city,Frankfurt,4,sparse/canonical,mode_sparse_canonical,0,0.0,15.4,-15.4
city,Frankfurt,4,pedagogical/method,mode_pedagogical_method,3,75.0,70.3,4.7
city,Frankfurt,4,vernacular/transfer,mode_vernacular_transfer,0,0.0,37.1,-37.1
city,Frankfurt,4,institutional/authority,mode_institutional_authority,3,75.0,76.6,-1.6
city,Frankfurt,4,composite/apparatus,mode_composite_apparatus,3,75.0,68.5,6.5
city,Frankfurt,4,practical/public,mode_practical_public,0,0.0,28.3,-28.3
city,Frankfurt,4,corrected/updated,mode_corrected_updated,2,50.0,50.3,-0.3
city,Frankfurt,4,humanist/ancient,mode_humanist_ancient,2,50.0,85.0,-35.0
city,Geneva,1,sparse/canonical,mode_sparse_canonical,0,0.0,15.4,-15.4
city,Geneva,1,pedagogical/method,mode_pedagogical_method,1,100.0,70.3,29.7
city,Geneva,1,vernacular/transfer,mode_vernacular_transfer,1,100.0,37.1,62.9
city,Geneva,1,institutional/authority,mode_institutional_authority,1,100.0,76.6,23.4
city,Geneva,1,composite/apparatus,mode_composite_apparatus,1,100.0,68.5,31.5
city,Geneva,1,practical/public,mode_practical_public,0,0.0,28.3,-28.3
city,Geneva,1,corrected/updated,mode_corrected_updated,0,0.0,50.3,-50.3
city,Geneva,1,humanist/ancient,mode_humanist_ancient,1,100.0,85.0,15.0
city,Glasgow,2,sparse/canonical,mode_sparse_canonical,0,0.0,15.4,-15.4
city,Glasgow,2,pedagogical/method,mode_pedagogical_method,2,100.0,70.3,29.7
city,Glasgow,2,vernacular/transfer,mode_vernacular_transfer,1,50.0,37.1,12.9
city,Glasgow,2,institutional/authority,mode_institutional_authority,2,100.0,76.6,23.4
city,Glasgow,2,composite/apparatus,mode_composite_apparatus,1,50.0,68.5,-18.5
city,Glasgow,2,practical/public,mode_practical_public,0,0.0,28.3,-28.3
city,Glasgow,2,corrected/updated,mode_corrected_updated,2,100.0,50.3,49.7
city,Glasgow,2,humanist/ancient,mode_humanist_ancient,2,100.0,85.0,15.0
city,Graz,1,sparse/canonical,mode_sparse_canonical,0,0.0,15.4,-15.4
city,Graz,1,pedagogical/method,mode_pedagogical_method,1,100.0,70.3,29.7
city,Graz,1,vernacular/transfer,mode_vernacular_transfer,0,0.0,37.1,-37.1
city,Graz,1,institutional/authority,mode_institutional_authority,1,100.0,76.6,23.4
city,Graz,1,composite/apparatus,mode_composite_apparatus,1,100.0,68.5,31.5
city,Graz,1,practical/public,mode_practical_public,0,0.0,28.3,-28.3
city,Graz,1,corrected/updated,mode_corrected_updated,1,100.0,50.3,49.7
city,Graz,1,humanist/ancient,mode_humanist_ancient,1,100.0,85.0,15.0
city,Göttingen,1,sparse/canonical,mode_sparse_canonical,0,0.0,15.4,-15.4
city,Göttingen,1,pedagogical/method,mode_pedagogical_method,0,0.0,70.3,-70.3
city,Göttingen,1,vernacular/transfer,mode_vernacular_transfer,0,0.0,37.1,-37.1
city,Göttingen,1,institutional/authority,mode_institutional_authority,1,100.0,76.6,23.4
city,Göttingen,1,composite/apparatus,mode_composite_apparatus,0,0.0,68.5,-68.5
city,Göttingen,1,practical/public,mode_practical_public,0,0.0,28.3,-28.3
city,Göttingen,1,corrected/updated,mode_corrected_updated,0,0.0,50.3,-50.3
city,Göttingen,1,humanist/ancient,mode_humanist_ancient,0,0.0,85.0,-85.0
city,Halle,1,sparse/canonical,mode_sparse_canonical,1,100.0,15.4,84.6
city,Halle,1,pedagogical/method,mode_pedagogical_method,0,0.0,70.3,-70.3
city,Halle,1,vernacular/transfer,mode_vernacular_transfer,1,100.0,37.1,62.9
city,Halle,1,institutional/authority,mode_institutional_authority,0,0.0,76.6,-76.6
city,Halle,1,composite/apparatus,mode_composite_apparatus,1,100.0,68.5,31.5
city,Halle,1,practical/public,mode_practical_public,0,0.0,28.3,-28.3
city,Halle,1,corrected/updated,mode_corrected_updated,1,100.0,50.3,49.7
city,Halle,1,humanist/ancient,mode_humanist_ancient,0,0.0,85.0,-85.0
city,Hamburg,2,sparse/canonical,mode_sparse_canonical,0,0.0,15.4,-15.4
city,Hamburg,2,pedagogical/method,mode_pedagogical_method,1,50.0,70.3,-20.3
city,Hamburg,2,vernacular/transfer,mode_vernacular_transfer,2,100.0,37.1,62.9
city,Hamburg,2,institutional/authority,mode_institutional_authority,1,50.0,76.6,-26.6
city,Hamburg,2,composite/apparatus,mode_composite_apparatus,0,0.0,68.5,-68.5
city,Hamburg,2,practical/public,mode_practical_public,0,0.0,28.3,-28.3
city,Hamburg,2,corrected/updated,mode_corrected_updated,0,0.0,50.3,-50.3
city,Hamburg,2,humanist/ancient,mode_humanist_ancient,1,50.0,85.0,-35.0
city,"Hamburg, Leipzig",1,sparse/canonical,mode_sparse_canonical,0,0.0,15.4,-15.4
city,"Hamburg, Leipzig",1,pedagogical/method,mode_pedagogical_method,1,100.0,70.3,29.7
city,"Hamburg, Leipzig",1,vernacular/transfer,mode_vernacular_transfer,1,100.0,37.1,62.9
city,"Hamburg, Leipzig",1,institutional/authority,mode_institutional_authority,1,100.0,76.6,23.4
city,"Hamburg, Leipzig",1,composite/apparatus,mode_composite_apparatus,1,100.0,68.5,31.5
city,"Hamburg, Leipzig",1,practical/public,mode_practical_public,0,0.0,28.3,-28.3
city,"Hamburg, Leipzig",1,corrected/updated,mode_corrected_updated,0,0.0,50.3,-50.3
city,"Hamburg, Leipzig",1,humanist/ancient,mode_humanist_ancient,1,100.0,85.0,15.0
city,Ingolstadt,1,sparse/canonical,mode_sparse_canonical,0,0.0,15.4,-15.4
city,Ingolstadt,1,pedagogical/method,mode_pedagogical_method,1,100.0,70.3,29.7
city,Ingolstadt,1,vernacular/transfer,mode_vernacular_transfer,0,0.0,37.1,-37.1
city,Ingolstadt,1,institutional/authority,mode_institutional_authority,1,100.0,76.6,23.4
city,Ingolstadt,1,composite/apparatus,mode_composite_apparatus,0,0.0,68.5,-68.5
city,Ingolstadt,1,practical/public,mode_practical_public,0,0.0,28.3,-28.3
city,Ingolstadt,1,corrected/updated,mode_corrected_updated,1,100.0,50.3,49.7
city,Ingolstadt,1,humanist/ancient,mode_humanist_ancient,1,100.0,85.0,15.0
city,"Kiel, Leipzig",1,sparse/canonical,mode_sparse_canonical,0,0.0,15.4,-15.4
city,"Kiel, Leipzig",1,pedagogical/method,mode_pedagogical_method,1,100.0,70.3,29.7
city,"Kiel, Leipzig",1,vernacular/transfer,mode_vernacular_transfer,1,100.0,37.1,62.9
city,"Kiel, Leipzig",1,institutional/authority,mode_institutional_authority,1,100.0,76.6,23.4
city,"Kiel, Leipzig",1,composite/apparatus,mode_composite_apparatus,1,100.0,68.5,31.5
city,"Kiel, Leipzig",1,practical/public,mode_practical_public,0,0.0,28.3,-28.3
city,"Kiel, Leipzig",1,corrected/updated,mode_corrected_updated,0,0.0,50.3,-50.3
city,"Kiel, Leipzig",1,humanist/ancient,mode_humanist_ancient,1,100.0,85.0,15.0
city,Lausanne,1,sparse/canonical,mode_sparse_canonical,0,0.0,15.4,-15.4
city,Lausanne,1,pedagogical/method,mode_pedagogical_method,1,100.0,70.3,29.7
city,Lausanne,1,vernacular/transfer,mode_vernacular_transfer,0,0.0,37.1,-37.1
city,Lausanne,1,institutional/authority,mode_institutional_authority,1,100.0,76.6,23.4
city,Lausanne,1,composite/apparatus,mode_composite_apparatus,1,100.0,68.5,31.5
city,Lausanne,1,practical/public,mode_practical_public,1,100.0,28.3,71.7
city,Lausanne,1,corrected/updated,mode_corrected_updated,0,0.0,50.3,-50.3
city,Lausanne,1,humanist/ancient,mode_humanist_ancient,1,100.0,85.0,15.0
city,Le Mans,1,sparse/canonical,mode_sparse_canonical,0,0.0,15.4,-15.4
city,Le Mans,1,pedagogical/method,mode_pedagogical_method,1,100.0,70.3,29.7
city,Le Mans,1,vernacular/transfer,mode_vernacular_transfer,1,100.0,37.1,62.9
city,Le Mans,1,institutional/authority,mode_institutional_authority,1,100.0,76.6,23.4
city,Le Mans,1,composite/apparatus,mode_composite_apparatus,1,100.0,68.5,31.5
city,Le Mans,1,practical/public,mode_practical_public,0,0.0,28.3,-28.3
city,Le Mans,1,corrected/updated,mode_corrected_updated,0,0.0,50.3,-50.3
city,Le Mans,1,humanist/ancient,mode_humanist_ancient,1,100.0,85.0,15.0
city,Leiden,6,sparse/canonical,mode_sparse_canonical,0,0.0,15.4,-15.4
city,Leiden,6,pedagogical/method,mode_pedagogical_method,4,66.7,70.3,-3.6
city,Leiden,6,vernacular/transfer,mode_vernacular_transfer,2,33.3,37.1,-3.7
city,Leiden,6,institutional/authority,mode_institutional_authority,6,100.0,76.6,23.4
city,Leiden,6,composite/apparatus,mode_composite_apparatus,5,83.3,68.5,14.8
city,Leiden,6,practical/public,mode_practical_public,1,16.7,28.3,-11.7
city,Leiden,6,corrected/updated,mode_corrected_updated,1,16.7,50.3,-33.7
city,Leiden,6,humanist/ancient,mode_humanist_ancient,5,83.3,85.0,-1.6
city,"Leiden, Amsterdam",1,sparse/canonical,mode_sparse_canonical,1,100.0,15.4,84.6
city,"Leiden, Amsterdam",1,pedagogical/method,mode_pedagogical_method,0,0.0,70.3,-70.3
city,"Leiden, Amsterdam",1,vernacular/transfer,mode_vernacular_transfer,0,0.0,37.1,-37.1
city,"Leiden, Amsterdam",1,institutional/authority,mode_institutional_authority,1,100.0,76.6,23.4
city,"Leiden, Amsterdam",1,composite/apparatus,mode_composite_apparatus,1,100.0,68.5,31.5
city,"Leiden, Amsterdam",1,practical/public,mode_practical_public,0,0.0,28.3,-28.3
city,"Leiden, Amsterdam",1,corrected/updated,mode_corrected_updated,1,100.0,50.3,49.7
city,"Leiden, Amsterdam",1,humanist/ancient,mode_humanist_ancient,1,100.0,85.0,15.0
city,Leipzig,5,sparse/canonical,mode_sparse_canonical,3,60.0,15.4,44.6
city,Leipzig,5,pedagogical/method,mode_pedagogical_method,2,40.0,70.3,-30.3
city,Leipzig,5,vernacular/transfer,mode_vernacular_transfer,2,40.0,37.1,2.9
city,Leipzig,5,institutional/authority,mode_institutional_authority,3,60.0,76.6,-16.6
city,Leipzig,5,composite/apparatus,mode_composite_apparatus,3,60.0,68.5,-8.5
city,Leipzig,5,practical/public,mode_practical_public,0,0.0,28.3,-28.3
city,Leipzig,5,corrected/updated,mode_corrected_updated,1,20.0,50.3,-30.3
city,Leipzig,5,humanist/ancient,mode_humanist_ancient,4,80.0,85.0,-5.0
city,Leuven,1,sparse/canonical,mode_sparse_canonical,0,0.0,15.4,-15.4
city,Leuven,1,pedagogical/method,mode_pedagogical_method,1,100.0,70.3,29.7
city,Leuven,1,vernacular/transfer,mode_vernacular_transfer,0,0.0,37.1,-37.1
city,Leuven,1,institutional/authority,mode_institutional_authority,1,100.0,76.6,23.4
city,Leuven,1,composite/apparatus,mode_composite_apparatus,0,0.0,68.5,-68.5
city,Leuven,1,practical/public,mode_practical_public,0,0.0,28.3,-28.3
city,Leuven,1,corrected/updated,mode_corrected_updated,0,0.0,50.3,-50.3
city,Leuven,1,humanist/ancient,mode_humanist_ancient,0,0.0,85.0,-85.0
city,Lisbon,1,sparse/canonical,mode_sparse_canonical,0,0.0,15.4,-15.4
city,Lisbon,1,pedagogical/method,mode_pedagogical_method,1,100.0,70.3,29.7
city,Lisbon,1,vernacular/transfer,mode_vernacular_transfer,0,0.0,37.1,-37.1
city,Lisbon,1,institutional/authority,mode_institutional_authority,1,100.0,76.6,23.4
city,Lisbon,1,composite/apparatus,mode_composite_apparatus,1,100.0,68.5,31.5
city,Lisbon,1,practical/public,mode_practical_public,0,0.0,28.3,-28.3
city,Lisbon,1,corrected/updated,mode_corrected_updated,1,100.0,50.3,49.7
city,Lisbon,1,humanist/ancient,mode_humanist_ancient,1,100.0,85.0,15.0
city,Livorno,1,sparse/canonical,mode_sparse_canonical,0,0.0,15.4,-15.4
city,Livorno,1,pedagogical/method,mode_pedagogical_method,1,100.0,70.3,29.7
city,Livorno,1,vernacular/transfer,mode_vernacular_transfer,0,0.0,37.1,-37.1
city,Livorno,1,institutional/authority,mode_institutional_authority,1,100.0,76.6,23.4
city,Livorno,1,composite/apparatus,mode_composite_apparatus,1,100.0,68.5,31.5
city,Livorno,1,practical/public,mode_practical_public,1,100.0,28.3,71.7
city,Livorno,1,corrected/updated,mode_corrected_updated,1,100.0,50.3,49.7
city,Livorno,1,humanist/ancient,mode_humanist_ancient,1,100.0,85.0,15.0
city,London,20,sparse/canonical,mode_sparse_canonical,2,10.0,15.4,-5.4
city,London,20,pedagogical/method,mode_pedagogical_method,18,90.0,70.3,19.7
city,London,20,vernacular/transfer,mode_vernacular_transfer,8,40.0,37.1,2.9
city,London,20,institutional/authority,mode_institutional_authority,17,85.0,76.6,8.4
city,London,20,composite/apparatus,mode_composite_apparatus,13,65.0,68.5,-3.5
city,London,20,practical/public,mode_practical_public,11,55.0,28.3,26.7
city,London,20,corrected/updated,mode_corrected_updated,11,55.0,50.3,4.7
city,London,20,humanist/ancient,mode_humanist_ancient,17,85.0,85.0,0.0
city,Lund,1,sparse/canonical,mode_sparse_canonical,1,100.0,15.4,84.6
city,Lund,1,pedagogical/method,mode_pedagogical_method,0,0.0,70.3,-70.3
city,Lund,1,vernacular/transfer,mode_vernacular_transfer,0,0.0,37.1,-37.1
city,Lund,1,institutional/authority,mode_institutional_authority,0,0.0,76.6,-76.6
