subject_family,value,classification_key,year,city,language,primary_classes,evidence
Geometry/Theory,novelty_invention,Paris_1667,1667,Paris,FRENCH,Theoretical Mathematics,"content_description: Outre un ordre tout nouveau, & de nouvelles demonstrations des propositions les plus com- munes,  De nouveaux moyens de faire voir quelles lignes sont incommensurables,  De nouvell ; edition_details: SECONDE EDITION ; action_verbs: contenant | CONTENANT ; enriched_with: de nouvelles demonstrations des propositions les plus com- munes | De nouveaux moyens de faire voir quelles lignes sont incommensurables | De nouvelles mesures de l’angle, dont on "
Geometry/Theory,novelty_invention,bib-38,1673,Nuremberg,GERMAN,Practical Geometry,"content_description: worinnen erstlich Bernhard Canslers kurtzer und leichter Bericht vom Feldmessen / Auf die insgemein vor andern fürkommende Fäll des Messens und Abtheilens gerichtet. Zum Andern / U ; enriched_with: ANNOTATIONES | Arithmetica, Trigonometrica, Graphica und Geographica, Nautica, Aqua ductoria, &c | Additiones und zu Zeiten neue Inventiones &c ; institutions: Universität Altdorff"
Geometry/Theory,novelty_invention,MorisS-12-1,1657,Paris,LATIN,Theoretical Mathematics,"action_verbs: INVENTA | transmissa | proposita | ACCESSIT ; enriched_with: Alia duo Problemata numerica a D. Cl. M. Laurenderio Vicissim proposita, cum quibusdam solutionibus ab eodem D. B. F. D. B. datis | Inquisitio in solutionem prioris Problematis a D ; educational_authorities_references: D. Fermat | D. Cl. M. Laurenderium | D. Francisco à Schooten ; institutions: Academia Lugduno Batava"
Geometry/Theory,novelty_invention,Rome_1679,1679,Rome,LATIN,Theoretical Mathematics,"content_description: Breuiùs, & faciliùs contexta | In quibus praecipuè PROPORTIONVM THEORIAE nova, firmiorique Methodo promuntur | Brevius, & luculentiùs contexta ; edition_details: RESTITUTUS | Editio tertia ; action_verbs: RESTITUTUS | RESTITUTUS | contexta ; enriched_with: Breuiùs, & faciliùs contexta | PROPORTIONVM THEORIAE nova, firmiorique Methodo ; institutions: Pisana Academia"
Geometry/Theory,novelty_invention,Turin_1671,1671,Turin,LATIN,Theoretical Mathematics,"content_description: Quae ne dum propositionum dependentiam, sed & rerum ordinem observat. Et complectitur ea omnia, quae de quantitate tum discreta, tum continua abstracta speculari queunt. Rescissis  ; edition_details: ADAVCTVS ET METHODICVS ; action_verbs: ADAVCTVS ; enriched_with: Singuli quoque Tractatus novis propositionibus aucti sunt | aliqui etiam ex integro adornati | Omnesque tum figuris, tum verbis clare, dulciloquèque propositi"
Geometry/Theory,translation_language,Basel_1537,1537,Basel,LATIN,Theoretical Mathematics,"content_description: Cum expositione THEONIS in priores XIII à Batholomæo Veneto latinitate donata, CAMPANI in omnes, & HYPSICLIS Alexandrini in duos postremos ; edition_details: Cum expositione Theonis in priores XIII à Bartholomæo Veneto ; action_verbs: donata | adiecta | adiecta sunt | donata ; enriched_with: Phænomena, Catoptrica & Optica | Protheoria Marini & Data | Opusculum de Leui & Ponderoso | Phænomena, Catoptrica & Optica | Protheoria Marini | Data | Opusculum de Leui & Ponderos ; educational_authorities_references: THEONIS | CAMPANI | HYPSICLIS Alexandrini | Marini | Leui | Theonis | Bartholomæo Veneto | Hypsiclis Alexandrini | Marini | Theonis ; origin_language: Latinitate | latinitate ; destination_language: latinitate"
Geometry/Theory,translation_language,Paris_1625,1625,Paris,"GREEK, LATIN",Theoretical Mathematics,"content_description: OPVS AD VETERVM GEOMETRIÆ Autorum Archimedis, Apollonij, Pappi, Eutocij, cæterorúmque non modo lectionem, sed ad Geometricæ quoque Analyseos instaurationem planè necessar-ium, & à  ; edition_details: nunc primùm edidit ; action_verbs: vertit | Adiectus est | edidit | illus‑trauit | explicantur ; enriched_with: scholijsq | Commentarius Græcè & Latinè ; educational_authorities_references: Archimedis | Apollonij | Pappi | Eutocij ; origin_language: Græcè ; destination_language: Latinè ; institutions: Regis Christianissimi Bibliothecâ Græcè | Bibliothecâ MARINI PHILOSOPHI | Parisiensi Curiâ"
Geometry/Theory,translation_language,Augsburg_1555,1555,Augsburg,GERMAN,Arithmetic | Theoretical Mathematics,"audience: allen den, so die kunst der Rechnung liebhaben ; content_description: in welchen der operationen vnnd regulen aller gemainer rechnung, vrsach grund vnd fundament, angezaigt wirt ; action_verbs: auß dem latein ins teütsch gebracht | mit gemainen exemplen also illustrirt ; enriched_with: mit gemainen exemplen also illustrirt ; origin_language: latein ; destination_language: teütsch ; institutions: vniuersitet zü Tübingen"
Geometry/Theory,translation_language,Basel_1546b,1546,Basel,LATIN,Theoretical Mathematics,edition_details: Cum expositione Theonis in priores XIII à Bartholomaeo Veneto | Latinitate donata ; action_verbs: donata | adiecta sunt ; enriched_with: Phaenomena | Catoptrica | Optica | Protheoria Marini | Data | Opusculum de Levi & Ponderoso ; educational_authorities_references: Theonis | Hypsiclis Alexandrini | Marini | Levi ; destination_language: Latinitate
Geometry/Theory,translation_language,ustc-10,1626,Paris,FRENCH,Instrument Use | Practical Geometry,audience: pour tous curieux des Mathematiques ; content_description: REDVITE EN VNE FACILE ET BRIEFVE pratique ; edition_details: enrichy de huict diuisions par dessus le com- mun & ordinaire | composé en Italien par Michel Connette | Traduit en François ; action_verbs: enrichy | composé | Traduit ; enriched_with: enrichy de huict diuisions ; educational_authorities_references: Fabrice Mordente | Alexandre Farnese ; origin_language: en Italien ; destination_language: en François
Geometry/Theory,demonstration_method,bib-187,1615,Leiden,DUTCH,Commercial Mathematics | Practical Geometry | Surveying | Trigonometry,"audience: voor de Land-meters ; content_description: Daer in gheleert werdt te vinden  den naesten proportie des Circkels-Diameters teghen sijn om-  loop / daer door alle Circkels (met alle Figuren / ofte Lijnen met com-  munen hoeke ; edition_details: Twee­de Editie | Van nieuws oversien / ende van alle de voor-gaende fauten verbeteret / ende aen-ghevuld vermeerdert met by-voeghselen ; action_verbs: gecor- rigieerde | oversien | verbeteret | verbetert | vermeerdert | by-voeghselen | ghehouden | uyt-ghegeven | beschreven | ghebracht | gheproeft ; enriched_with: met het ghebruyck van dien, hoogh-noodigh voor de Land-meters | Met veel andere konstighe stucken, dierghelijcke noyt in druck uyt-ghegeven | Met noch seer hantvvoedige dingen | No"
Geometry/Theory,demonstration_method,Paris_1578,1578,Paris,LATIN,Theoretical Mathematics,"content_description: AD GERMANAM GEOmetriæ intel- ligentiam è diuersis lapsibus temporis iniuria contractis restituta, Adimpletis præter maiorum spem, quæ hactenus deerant, solidorum regularium confere ; edition_details: Accessit decimussextus liber, de solidorum regularium sibi inuicem inscriptorum collationibus | Nouissimè collati sunt decimusseptimus & decimusoctauus, priori edi-tione quodammodo ; action_verbs: restituta | Adimpletis | Accessit | collati sunt | polliciti | inuentis ; destination_language: GERMANAM"
Geometry/Theory,demonstration_method,Amsterdam_1701,1701,Amsterdam,DUTCH,Practical Geometry | Theoretical Mathematics,"audience: alle leer-gierige Liefhebbers der selver vrye Konste ; content_description: Van de beginselen ende fondamenten der Geometrie ; edition_details: Desen laetsten Druk, van nieuws oversien en verbetert ; action_verbs: by-gevoeght | by-gevoegde | Over-geset | verklaert | uyt-geleyt | oversien | verbeter t | vermeerdert ; enriched_with: by-gevoeght zijn eenige nut-tigheden, uyt deselve Boecken getrocken: Mitsgaders de Specien in Geometrische figuren, als ’t maken, veranderen, t’samen voegen, aftrecken, vermeenighv"
Geometry/Theory,demonstration_method,Paris_1566,1566,Paris,LATIN,Theoretical Mathematics,"content_description: AD GERMANAM GEOMETRIAE INTELligentiam è diuersis lapsibus temporis iniuria contractis restituta, adimpletis præter maiorum spem, quæ hactenus deerant, solidorum regularium conferen ; action_verbs: restituta | accessit ; enriched_with: decimus sextus liber, de solidorum regularium sibi inuicem inscriptorum collationibus | cœptum opusculum de Com-positis regularibus solidis"
Geometry/Theory,demonstration_method,bib-133,1650,London,ENGLISH,Arithmetic | Practical Geometry | Surveying,"audience: A Worke very necessary for all Men, but principally for Surveyors of Land, Engineers, and all other Students in the Mathematicks ; content_description: In Two Parts:  The First, Shewing how to perform the four Species of ARITHMETICK, (viz. Addition, Substraction, Multiplication, and Division,) Together with Reduction, and the Rule"
Geometry/Theory,enrichment_addition,ustc-8,1605,Paris,FRENCH,Practical Geometry,content_description: des Elemens d’Euclide ; edition_details: COMPOSEE | augmenté par iceluy de quelques Annotations | augmenté par iceluy de quelques Annotations ; action_verbs: COMPOSEE | augmenté | tiré | contenus | COMPOSEE | augmenté ; enriched_with: quelques Annotations | Tables des chapitres | augmenté par iceluy de quelques Annotations | Avec Tables des chapitres contenus es faits liures ; educational_authorities_references: M. Iean Pierre de Mesmes | M. Iean des Mersliers d’Amiens
Geometry/Theory,enrichment_addition,Venice_1505,1505,Venice,LATIN,Theoretical Mathematics,audience: quicumque ad mathematicam substantiam aspirant | quicumque ad mathemat-  icam substantiam aspirant ; content_description: cum expositione Theonis insignis mathematici ; edition_details: voluta in Campani interpretatione: ordinata digesta et castigata | voluta in Campani interpretatione | ordinata digesta et castigata ; action_verbs: sumpta | addita | subuersa | voluta | ordinata | digesta | castigata | addita | subuersa | prepostere | voluta | ordinata | digesta | castigata | adiuncta ; enriched_with: multa quae deerant ex lectione graeca | addita | subuersa | adiuncta ; educational_authorities_references: Theonis | Hypsi | Alex | Phaeno | Specu | Perspe | Pappi Mechanici | Marini dialectici | Theonis | Hypsi. Alex | Phaeno | Specu | Perspe | Pappi Mechanici | Marini dialectici | Soc
Geometry/Theory,enrichment_addition,Cologne_1602,1602,Cologne,LATIN,Theoretical Mathematics,"audience: GERMANAM | AD GERMANAM GEOMETRIAE INTELLIGENTIAM ; content_description: AD GERMANAM GEOMETRIAE INTELLIGENTIAM, E DIVERSIS LAPSIBVS TEMPORIS INIVRIA CONTRACTIS RESTITUTA, ADIMPLETIS PRAETER MAIORVM SPEM, QUAE HACTEnus deerant, solidorum regu-larium conf ; edition_details: E DIVERSIS LAPSIBVS TEMPORIS INIVRIA CONTRACTIS RESTITUTA | Nouissimè collati sunt decimusseptimus & decimusoctauus, priori editioni quodammodo polliciti | Nouissimè collati sunt d ; action_verbs: restituta | collati sunt | polliciti | accessit | RESTITVTA | ADIMPLETIS | Accessit | collati | polliciti ; enriched_with: solidorum regu-larium conferentijs ac inscriptionibus | de componendorum, inscribendo-rum, & conferendorum compositorum solidorum inuentis | solidorum regularium sibi inuicem inscr ; destination_language: GERMANAM"
Geometry/Theory,enrichment_addition,Basel_1537,1537,Basel,LATIN,Theoretical Mathematics,"content_description: Cum expositione THEONIS in priores XIII à Batholomæo Veneto latinitate donata, CAMPANI in omnes, & HYPSICLIS Alexandrini in duos postremos ; edition_details: Cum expositione Theonis in priores XIII à Bartholomæo Veneto ; action_verbs: donata | adiecta | adiecta sunt | donata ; enriched_with: Phænomena, Catoptrica & Optica | Protheoria Marini & Data | Opusculum de Leui & Ponderoso | Phænomena, Catoptrica & Optica | Protheoria Marini | Data | Opusculum de Leui & Ponderos ; educational_authorities_references: THEONIS | CAMPANI | HYPSICLIS Alexandrini | Marini | Leui | Theonis | Bartholomæo Veneto | Hypsiclis Alexandrini | Marini | Theonis ; origin_language: Latinitate | latinitate ; destination_language: latinitate"
Geometry/Theory,enrichment_addition,MorisS-16-1,1623,Paris,FRENCH,Arithmetic | Construction | Military Engineering | Practical Geometry | Trigonometry,"audience: EN FAVEVR DE LA NOBLESSE Françoiſe ; content_description: Construction des tables des Sinus, Tou‑chantes & Couppantes ; Doctrine des triangles Rectilignes ; Pratique de diuers Problemes Geometriques ; Dimenſion des lignes droictes, Su‑per ; edition_details: SECONDE EDITION, reueuë, corrigée & augmentée en diuers en‑droicts, & meſme d’vn traicté entier, co[n]tenant vne brieue inſtru‑ ction pour conſtruire les fortifications pratiquées  ; action_verbs: reueuë | corrigée | augmentée ; enriched_with: d’explication & augmentation | vne brieue instruction ; educational_authorities_references: Monſieur Errard ; destination_language: Françoiſe"
Geometry/Theory,restoration_ancient_authority,Venice_1498a,1498,Venice,LATIN,Theoretical Mathematics,educational_authorities_references: Nicephorus | Georgii Valle | Proclus | Aristarchi Sami | Timeus | Cleonidis | Eusebii Pamphili | Cleomedes | Athenagorae philosophi | Aristotelis | Rhazes | Galenus | Zalchi | Alex
Geometry/Theory,restoration_ancient_authority,Lisbon_1735,1735,Lisbon,PORTUGUESE,Theoretical Mathematics,audience: PARA USO DA REAL AULA ; edition_details: ACRESCENTADOS COM TRÊS UTEIS ; action_verbs: ACRESCENTADOS COM TRÊS UTEIS ; enriched_with: o primeiro da Logística das Proporções | o segundo dos Theoremas selectos de Archimedes | o terceiro da Quadratriz de Dinostrato ; educational_authorities_references: Archimedes | Dinostrato ; institutions: Collegio de Santo Antão da Companhia de Jesus de Lisboa Occidental | Companhia de Jesus
Geometry/Theory,restoration_ancient_authority,London_1700,1700,London,ENGLISH,Construction | Practical Geometry | Surveying,content_description: with their Application to several of the most useful parts of the Mathematicks ; action_verbs: Subjoin’d
Geometry/Theory,restoration_ancient_authority,Rome_1679,1679,Rome,LATIN,Theoretical Mathematics,"content_description: Breuiùs, & faciliùs contexta | In quibus praecipuè PROPORTIONVM THEORIAE nova, firmiorique Methodo promuntur | Brevius, & luculentiùs contexta ; edition_details: RESTITUTUS | Editio tertia ; action_verbs: RESTITUTUS | RESTITUTUS | contexta ; enriched_with: Breuiùs, & faciliùs contexta | PROPORTIONVM THEORIAE nova, firmiorique Methodo ; institutions: Pisana Academia"
Geometry/Theory,restoration_ancient_authority,Brussels_1689,1689,Brussels,SPANISH,Theoretical Mathematics,"content_description: LOS SEIS PRIMEROS LIBROS DE LOS PLANOS; Y LOS ONZENO, Y DOZENO DE LOS SOLIDOS ; action_verbs: TRADVCIDOS | EXPLICA-DOS ; enriched_with: CON ALGVNOS SELECTOS THEOREMAS DE ARCHIMEDES ; educational_authorities_references: ARCHIMEDES ; institutions: COMPAñIA DE JESVS | Colegio Imperial de Madrid | Armada Real en Cadiz"
Geometry/Theory,community_professional,MorisS-16-1,1623,Paris,FRENCH,Arithmetic | Construction | Military Engineering | Practical Geometry | Trigonometry,"audience: EN FAVEVR DE LA NOBLESSE Françoiſe ; content_description: Construction des tables des Sinus, Tou‑chantes & Couppantes ; Doctrine des triangles Rectilignes ; Pratique de diuers Problemes Geometriques ; Dimenſion des lignes droictes, Su‑per ; edition_details: SECONDE EDITION, reueuë, corrigée & augmentée en diuers en‑droicts, & meſme d’vn traicté entier, co[n]tenant vne brieue inſtru‑ ction pour conſtruire les fortifications pratiquées  ; action_verbs: reueuë | corrigée | augmentée ; enriched_with: d’explication & augmentation | vne brieue instruction ; educational_authorities_references: Monſieur Errard ; destination_language: Françoiſe"
Geometry/Theory,community_professional,Paris_1578,1578,Paris,LATIN,Theoretical Mathematics,"content_description: AD GERMANAM GEOmetriæ intel- ligentiam è diuersis lapsibus temporis iniuria contractis restituta, Adimpletis præter maiorum spem, quæ hactenus deerant, solidorum regularium confere ; edition_details: Accessit decimussextus liber, de solidorum regularium sibi inuicem inscriptorum collationibus | Nouissimè collati sunt decimusseptimus & decimusoctauus, priori edi-tione quodammodo ; action_verbs: restituta | Adimpletis | Accessit | collati sunt | polliciti | inuentis ; destination_language: GERMANAM"
Geometry/Theory,community_professional,bib-82,1554,Lyon,LATIN,Practical Geometry,
Geometry/Theory,community_professional,Amsterdam_1701,1701,Amsterdam,DUTCH,Practical Geometry | Theoretical Mathematics,"audience: alle leer-gierige Liefhebbers der selver vrye Konste ; content_description: Van de beginselen ende fondamenten der Geometrie ; edition_details: Desen laetsten Druk, van nieuws oversien en verbetert ; action_verbs: by-gevoeght | by-gevoegde | Over-geset | verklaert | uyt-geleyt | oversien | verbeter t | vermeerdert ; enriched_with: by-gevoeght zijn eenige nut-tigheden, uyt deselve Boecken getrocken: Mitsgaders de Specien in Geometrische figuren, als ’t maken, veranderen, t’samen voegen, aftrecken, vermeenighv"
Geometry/Theory,community_professional,bib-133,1650,London,ENGLISH,Arithmetic | Practical Geometry | Surveying,"audience: A Worke very necessary for all Men, but principally for Surveyors of Land, Engineers, and all other Students in the Mathematicks ; content_description: In Two Parts:  The First, Shewing how to perform the four Species of ARITHMETICK, (viz. Addition, Substraction, Multiplication, and Division,) Together with Reduction, and the Rule"
Visual/Spatial Arts,utility_use,MorisS-16-1,1623,Paris,FRENCH,Arithmetic | Construction | Military Engineering | Practical Geometry | Trigonometry,"audience: EN FAVEVR DE LA NOBLESSE Françoiſe ; content_description: Construction des tables des Sinus, Tou‑chantes & Couppantes ; Doctrine des triangles Rectilignes ; Pratique de diuers Problemes Geometriques ; Dimenſion des lignes droictes, Su‑per ; edition_details: SECONDE EDITION, reueuë, corrigée & augmentée en diuers en‑droicts, & meſme d’vn traicté entier, co[n]tenant vne brieue inſtru‑ ction pour conſtruire les fortifications pratiquées  ; action_verbs: reueuë | corrigée | augmentée ; enriched_with: d’explication & augmentation | vne brieue instruction ; educational_authorities_references: Monſieur Errard ; destination_language: Françoiſe"
Visual/Spatial Arts,utility_use,ustc-26,1627,Paris,FRENCH,Arithmetic | Construction | Instrument Use | Military Engineering | Practical Geometry | Trigonometry,"audience: EN FAVEVR DE LA NOBLESSE FRANÇOISE ; content_description: De l’Arithmetique militaire ; Conſtruction des tables des Sinus, chanzes & Coupantes ; Doctrine des triangles Recitilignes ; Pratique de diuers problemes Geometriques ; Dimeſon des ; edition_details: SECONDE EDITION, reueuë, corrigée & augmentée en diuers en droicts ; & meſme d'vn traicté entier, contenant vne briefve inconſtr tion pour conſtruire les fortifications pées aux pa ; action_verbs: reueuë | corrigée | augmentée"
Visual/Spatial Arts,utility_use,London_1700,1700,London,ENGLISH,Construction | Practical Geometry | Surveying,content_description: with their Application to several of the most useful parts of the Mathematicks ; action_verbs: Subjoin’d
Visual/Spatial Arts,utility_use,ustc-18,1613,Paris,FRENCH,Arithmetic | Construction | Military Engineering | Practical Geometry | Trigonometry,"audience: EN FAVEVR DE LA NOBLESSE ; content_description: Auquel eft traité De l'Arithmetique militaire; con£lru£Hon des tables des Sinus, Tou- chantes & Coupantes; Doctrine des Triangles Rectilignes ; prati- que de diuers Problermes Geom ; edition_details: PREMIER VOLVME ; action_verbs: RECVEILLIS | DRESSEZ ; enriched_with: feruans d'explication & augmentation ; educational_authorities_references: Mon- fieur Errard"
Visual/Spatial Arts,utility_use,C8SLYQ,1531,Simmern,GERMAN,Perspective | Practical Geometry,audience: Zu nutz allen kunstliebhabern / fürnemlich den Malern / Bildhauwern / Goldschmiden / Seidenstickern / Steynmetzen / Schreinern / auch allen andern ; content_description: Eyn schön nützlich büchlin vnd vnderweisung der kunst des Messens / mit dem Zir- ckel / Richtscheidt oder Linial ; enriched_with: mit vil schö- nen darzu dienenden figuren | mit viel schö- nen darzu dienenden figuren ; origin_language: latein
Visual/Spatial Arts,correction_revision,MorisS-16-1,1623,Paris,FRENCH,Arithmetic | Construction | Military Engineering | Practical Geometry | Trigonometry,"audience: EN FAVEVR DE LA NOBLESSE Françoiſe ; content_description: Construction des tables des Sinus, Tou‑chantes & Couppantes ; Doctrine des triangles Rectilignes ; Pratique de diuers Problemes Geometriques ; Dimenſion des lignes droictes, Su‑per ; edition_details: SECONDE EDITION, reueuë, corrigée & augmentée en diuers en‑droicts, & meſme d’vn traicté entier, co[n]tenant vne brieue inſtru‑ ction pour conſtruire les fortifications pratiquées  ; action_verbs: reueuë | corrigée | augmentée ; enriched_with: d’explication & augmentation | vne brieue instruction ; educational_authorities_references: Monſieur Errard ; destination_language: Françoiſe"
Visual/Spatial Arts,correction_revision,ustc-26,1627,Paris,FRENCH,Arithmetic | Construction | Instrument Use | Military Engineering | Practical Geometry | Trigonometry,"audience: EN FAVEVR DE LA NOBLESSE FRANÇOISE ; content_description: De l’Arithmetique militaire ; Conſtruction des tables des Sinus, chanzes & Coupantes ; Doctrine des triangles Recitilignes ; Pratique de diuers problemes Geometriques ; Dimeſon des ; edition_details: SECONDE EDITION, reueuë, corrigée & augmentée en diuers en droicts ; & meſme d'vn traicté entier, contenant vne briefve inconſtr tion pour conſtruire les fortifications pées aux pa ; action_verbs: reueuë | corrigée | augmentée"
Visual/Spatial Arts,correction_revision,bib-117,1630,Amsterdam,LATIN,Architecture | Military Engineering | Perspective,"content_description: traitans DE GEOMETRIE, PERSPECTIVE, ARCHITECTURE, ET FORTIFICATION ; edition_details: Van nieuws oversien ende verbeteret | Beschreven en voor oogen gestelt | nouueau Reueüe, Augmentée, et Corrigée ; action_verbs: Beschreven | voor oogen gestelt | oversien | verbeteret | Reueüe | Augmentée | Corrigée"
Visual/Spatial Arts,correction_revision,bib-273,1685,Amsterdam,FRENCH,Construction | Military Engineering,edition_details: Dernière Edition ; action_verbs: enrichi de plus de quatre cens Planches gravées en Taille-douce ; enriched_with: plus de quatre cens Planches gravées en Taille-douce ; institutions: la petite Ecurie de Sa Majesté
Visual/Spatial Arts,correction_revision,WOQG2Q,1627,Amsterdam,FRENCH,Architecture | Military Engineering,edition_details: Reueüe Augmentée et Corrigée ; action_verbs: Reueüe | Augmentée | Corrigée
Visual/Spatial Arts,novelty_invention,YB32U5,1604,Leiden,FRENCH,Perspective,"audience: pour tous Peintres, Tailleurs en Cuivre, Imaginaires, Orfevres, Architectes, Ingenieurs, Tailleurs de Pierre, Menuisiers, Charpentiers, & tous Amateurs des arts ; content_description: C'est a dire, le tresrenommé art du poinct oculaire d'vne veuë dedans où travers regardante, estant sur vne muraille vnie, sur vn tableau, ou sur dela toile, en laquelle il y ayt q ; action_verbs: Inuenté"
Visual/Spatial Arts,novelty_invention,VRHOHN,1626,Paris,FRENCH,Architecture,"audience: tous Architectes, & Maistres ; content_description: OEUVRE ENTIERE CONTENANT ONZE LIVRES, augmentée de deux, & autres figures non encores veuës, tant pour desseins qu'ornemens de maisons ; action_verbs: augmentée ; enriched_with: augmentée de deux, & autres figures non encores veuës | AVEC VNE BELLE INVENTION POUR BIEN bastir, & à petits frais ; institutions: sainct Serge"
Visual/Spatial Arts,novelty_invention,EN496R,1617,Amsterdam,FRENCH,Architecture,"content_description: A SCAVOIR,TVSCANE. DORIQVE. IONIQVE. CORINTHIAQVE. ET COMPOSEE ; edition_details: de nouveau reveuës & corrigees ; action_verbs: FAICTE | mises en perspecti- ve | Inuentees | taillees | corrigees | COMPOSEE | FAICTE PAR | reveuës ; enriched_with: L'INSTRVCTION FONDAMENTALE | quelques belles ordonnances d'Architecture ; educational_authorities_references: Iean Vredeman Frison"
Visual/Spatial Arts,novelty_invention,6MOFBH,1671,Nuremberg,LATIN,Perspective,content_description: Cum & Praeter Arithmeticam inventa | ad Eam pertinente ; action_verbs: inventa ; institutions: Paulu Fürstii
Visual/Spatial Arts,translation_language,5KCP5R,1553,Antwerp,DUTCH,Architecture | Perspective,action_verbs: Overgheset | Ghedruct | doen ; educational_authorities_references: Sebastiani Serlij ; origin_language: vten Italiaen- sche ; destination_language: in nederlandts
Visual/Spatial Arts,translation_language,JT4H92,1611,London,ENGLISH,Architecture,content_description: entrea- ting of Geometrie ; action_verbs: made | Translated ; origin_language: out of Italian | out of Dutch ; destination_language: into Dutch | into English
Visual/Spatial Arts,translation_language,Z26G13,1615,"Nuremberg, Leipzig",GERMAN,Perspective,audience: Allen denen ; action_verbs: verfertiget | dargegeben | erkläret ; destination_language: in die Deutsche Sprach ; institutions: Sanct. Annæ
Visual/Spatial Arts,translation_language,9TXK4F,1612,Frankfurt,FRENCH,Perspective,destination_language: aux langues estrangeres
Visual/Spatial Arts,demonstration_method,5YK5ZF,1648,Rome,LATIN,Gnomonics & Horology | Perspective | Practical Geometry,"content_description: In quibus Gnomonices antiqui fines latiùs protenduntur: traditurque ratio, & delineatio Geometrica expeditissima non solùm communium, quae radio directo vel vmbra pariter directa;  ; action_verbs: traditurque ; institutions: Ordinis Minimorum | Regio nationis Gallicanae Romano SS. Trinitatis montis Pincij Coenobio Sacrae Theologiae"
Visual/Spatial Arts,demonstration_method,bib-99,1697,Nuremberg,GERMAN,Architecture | Construction | Military Engineering | Practical Geometry | Surveying | Theoretical Mathematics,audience: jedermanns ; action_verbs: aufgesetzt | zusammen getragen ; enriched_with: mit gehörigen Figuren
Visual/Spatial Arts,demonstration_method,VRHOHN,1626,Paris,FRENCH,Architecture,"audience: tous Architectes, & Maistres ; content_description: OEUVRE ENTIERE CONTENANT ONZE LIVRES, augmentée de deux, & autres figures non encores veuës, tant pour desseins qu'ornemens de maisons ; action_verbs: augmentée ; enriched_with: augmentée de deux, & autres figures non encores veuës | AVEC VNE BELLE INVENTION POUR BIEN bastir, & à petits frais ; institutions: sainct Serge"
Visual/Spatial Arts,demonstration_method,S105XB,1564,Frankfurt,GERMAN,Instrument Use | Perspective | Practical Geometry,audience: aller anfahenden Jugent | andern liebhabern dieser Kunst | Goldschmiden | Malern | Bildhauwern | Steinmetzen | Schrei- nern ; content_description: auch der Perspe- ctiua / vnd Proportion der Menschen vnd Rosse / kurtze / doch gründt- liche vnderweisung / deß rechten gebrauchs. Mit vil schönen Figuren ; action_verbs: gegeben ; enriched_with: Mit vil schönen Figuren
Visual/Spatial Arts,demonstration_method,C8SLYQ,1531,Simmern,GERMAN,Perspective | Practical Geometry,audience: Zu nutz allen kunstliebhabern / fürnemlich den Malern / Bildhauwern / Goldschmiden / Seidenstickern / Steynmetzen / Schreinern / auch allen andern ; content_description: Eyn schön nützlich büchlin vnd vnderweisung der kunst des Messens / mit dem Zir- ckel / Richtscheidt oder Linial ; enriched_with: mit vil schö- nen darzu dienenden figuren | mit viel schö- nen darzu dienenden figuren ; origin_language: latein
Visual/Spatial Arts,enrichment_addition,MorisS-16-1,1623,Paris,FRENCH,Arithmetic | Construction | Military Engineering | Practical Geometry | Trigonometry,"audience: EN FAVEVR DE LA NOBLESSE Françoiſe ; content_description: Construction des tables des Sinus, Tou‑chantes & Couppantes ; Doctrine des triangles Rectilignes ; Pratique de diuers Problemes Geometriques ; Dimenſion des lignes droictes, Su‑per ; edition_details: SECONDE EDITION, reueuë, corrigée & augmentée en diuers en‑droicts, & meſme d’vn traicté entier, co[n]tenant vne brieue inſtru‑ ction pour conſtruire les fortifications pratiquées  ; action_verbs: reueuë | corrigée | augmentée ; enriched_with: d’explication & augmentation | vne brieue instruction ; educational_authorities_references: Monſieur Errard ; destination_language: Françoiſe"
Visual/Spatial Arts,enrichment_addition,ustc-26,1627,Paris,FRENCH,Arithmetic | Construction | Instrument Use | Military Engineering | Practical Geometry | Trigonometry,"audience: EN FAVEVR DE LA NOBLESSE FRANÇOISE ; content_description: De l’Arithmetique militaire ; Conſtruction des tables des Sinus, chanzes & Coupantes ; Doctrine des triangles Recitilignes ; Pratique de diuers problemes Geometriques ; Dimeſon des ; edition_details: SECONDE EDITION, reueuë, corrigée & augmentée en diuers en droicts ; & meſme d'vn traicté entier, contenant vne briefve inconſtr tion pour conſtruire les fortifications pées aux pa ; action_verbs: reueuë | corrigée | augmentée"
Visual/Spatial Arts,enrichment_addition,London_1700,1700,London,ENGLISH,Construction | Practical Geometry | Surveying,content_description: with their Application to several of the most useful parts of the Mathematicks ; action_verbs: Subjoin’d
Visual/Spatial Arts,enrichment_addition,ustc-18,1613,Paris,FRENCH,Arithmetic | Construction | Military Engineering | Practical Geometry | Trigonometry,"audience: EN FAVEVR DE LA NOBLESSE ; content_description: Auquel eft traité De l'Arithmetique militaire; con£lru£Hon des tables des Sinus, Tou- chantes & Coupantes; Doctrine des Triangles Rectilignes ; prati- que de diuers Problermes Geom ; edition_details: PREMIER VOLVME ; action_verbs: RECVEILLIS | DRESSEZ ; enriched_with: feruans d'explication & augmentation ; educational_authorities_references: Mon- fieur Errard"
Visual/Spatial Arts,enrichment_addition,6MOFBH,1671,Nuremberg,LATIN,Perspective,content_description: Cum & Praeter Arithmeticam inventa | ad Eam pertinente ; action_verbs: inventa ; institutions: Paulu Fürstii
