title_page_key,classification_key,is_reprint_nonrepresentative,cluster_key,short_title,year,city,language,author_or_editor,publisher,format,volumes,ustc_id,notes,has_diagrams,primary_classes,secondary_classes,unknown_classes,primary_count,secondary_count,unknown_count,Architecture,Arithmetic,Astronomy,Cartography,Commercial Mathematics,Construction,Cosmography,Geography,Gnomonics & Horology,Instrument Construction,Instrument Use,Mechanics,Military Engineering,Music Theory,Navigation,Perspective,Practical Geometry,Surveying,Theoretical Mathematics,Trigonometry
Pesaro_1572,Pesaro_1572,False,,Euclidis elementorum libri XV una cum scholiis antiquis,1572,Pesaro,LATIN,Federico Commandino,Camillo Franceschini,2,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Pesaro_1619,Pesaro_1619,False,,,1619,Pesaro,LATIN,"Federico Commandino, Valerio Spacciuoli",,2,1,,,True,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Pesaro_1619a,Urbino_1575,True,O56JUE,De gli elementi d’Euclide libri quindici con gli scolii antichi,1575,Urbino,ITALIAN,"Federico Commandino, Valerio Spacciuoli",Domenico Frisolino,2,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Pisa_1658,Rome_1679,True,2LJ5VI,"Euclides restitutus, sive prisca geometriae elementa",1679,Rome,LATIN,Giovanni Alfonso Borelli,Mascardi,,1,,,False,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Rome_1545,Rome_1545,False,,ΕΥΚΛΕΙΔΟΥ ΣΤΟΙΧΕΙΩΝ ΒΙΒΛΙΑ ιε. Euclidis Elementorum libri XV,1545,Rome,"GREEK, LATIN",Angelo Caiani,,8,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Rome_1545a,Rome_1545a,False,,ΕΥΚΛΕΙΔΟΥ ΣΤΟΙΧΕΙΩΝ ΒΙΒΛΙΑ ιε. Euclidis Elementorum libri XV,1545,Rome,LATIN,Angelo Caiani,Antonio Blado Asolano,8,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Rome_1574,Rome_1589,True,Y63G5P,Euclidis elementorum libri XV,1589,Rome,LATIN,Christopher Clavius,,8,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Rome_1589,Rome_1589,False,Y63G5P,Euclidis elementorum libri XV,1589,Rome,LATIN,Christopher Clavius,,8,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Rome_1594,Rome_1594,False,,Euclidis elementorum geometricorum libri tredecim ex traditione doctissimi Nasiridini Tusini,1594,Rome,"ARABIC, LATIN",Nasir al-Din al-Tusi,Medicea,2,1,,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
Rome_1603,Rome_1603,False,,,1603,Rome,LATIN,Christopher Clavius,Aloysius Zannettus,8,2,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Rome_1629,Rome_1629,False,,,1629,Rome,LATIN,"Christopher Clavius, Christoph Grienberger",Heirs of Bartolomeo Zannetti,12,1,-,,,,,Theoretical Mathematics,0,0,1,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated
Rome_1655,Rome_1655,False,,,1655,Rome,LATIN,"Christopher Clavius, Christoph Grienberger",Nicolai Angeli Tinassij,12,1,-,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
Rome_1680,Rome_1680,False,,"Euclide Restituto, overo gli antichi elementi geometrici ristaurati e facilitati",1680,Rome,ITALIAN,Vitale Giordano da Bitonto,Angelo Bernabò,2,1,1750133,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Rotterdam_1632,Rotterdam_1632,False,,,1632,Rotterdam,DUTCH,Jan Pietersz Dou,,8,1,,,,Practical Geometry,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated
Rotterdam_1647,Rotterdam_1647,False,PEFQCG,,1647,Rotterdam,DUTCH,Jan Pietersz Dou,Pieter van Waesberghe,8,1,-,,,,Practical Geometry,,0,1,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated
Rotterdam_1661,Rotterdam_1661,False,,,1661,Rotterdam,DUTCH,Jan Pietersz Dou,Abraham van Waesberge,8,1,,,,Theoretical Mathematics,Practical Geometry,,1,1,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,primary,unrelated
Rotterdam_1681,Rotterdam_1681,False,,,1681,Rotterdam,DUTCH,Jan Pietersz Dou,Abraham van Waesberge,8,1,,,,,Practical Geometry,,0,1,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated
Rouen_1649,Rouen_1649,False,,"Les quinze livres des éléments, , traduicts de latin en françois par D. Henrion",1649,Rouen,FRENCH,Denis Henrion,Clément Malassis,8,1,6811239,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
Rouen_1676,Rouen_1676,False,,,1676,Rouen,FRENCH,Denis Henrion,Jean Lucas,8,2,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Rouen_and_Paris_1677,Rouen_and_Paris_1677,False,,,1677,"Rouen, Paris",FRENCH,Denis Henrion,Jean d’Houry,8,1,-,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Rouen_and_Paris_1683,Rouen_and_Paris_1683,False,,,1683,"Rouen, Paris",FRENCH,Denis Henrion,Laurent d’Houry,8,2,,,,,,Theoretical Mathematics,0,0,1,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated
Rouen_and_Paris_1685,Rouen_and_Paris_1685,False,,"Les quinze livres des Elemens geometriques d'Euclide; et son Livre des donnez avec des commentaires beaucoup plus amples & beaucoup plus faciles que dans les editions precedentes, et un Traité sommaire de l'algebre par le Sieur Henrion.",1685,"Rouen, Paris",FRENCH,Denis Henrion,J. JOMBERT,8,2,3142241,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Seville_1576,Seville_1576,False,,Los seis libros primeros de la geometría de Euclides,1576,Seville,SPANISH,Rodorigo de Zamorano,Alonso de la Barrera,4,1,336161,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Siena_1691,Siena_1691,False,,,1691,Siena,LATIN,Elias Astorinus,Bonettos,12,1,-,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
Strasbourg_1538,Strasbourg_1538,False,,ΕΥΚΛΕΙΔΟΥ ΤΩΝ ΠΕΝΤΕ ΚΑΙ ΔΕΚΑ ΣΤΟΙΧΕΙΩΝ ἐκ τῶν τοῦ ΘΕΩΝΟΣ συνουσιῶν τὸ πρῶτον,1538,Strasbourg,"GREEK, LATIN",Josias Rihel (?),Josias Rihel (?),4,1,,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
Strasbourg_1559,Strasbourg_1559,False,,ΕΥΚΛΕΙΔΟΥ ΤΩΝ ΠΕΝΤΕ ΚΑΙ ΔΕΚΑ ΣΤΟΙΧΕΙΩΝ ἐκ τῶν τοῦ Θέωνος συνουσιῶν τὸ πρῶτον,1559,Strasbourg,"GREEK, LATIN",,Josias Rihel,8,1,,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
Strasbourg_1564,Strasbourg_1564,False,,Euclidis quindecim Elementorum Geometriae primum,1564,Strasbourg,"GREEK, LATIN",Conrad Dasypodius,Christian Mehl,8,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Strasbourg_1564a,Strasbourg_1564a,False,,Euclides: Eukleidu Tōn Pente Kai Deka Stoicheiōn Ek Tōn Tu Theōnos synusiōn to deuteron,1564,Strasbourg,"GREEK, LATIN",Conrad Dasypodius,Konrad Dasypodius,8,1,,,,Theoretical Mathematics,Arithmetic,,1,1,0,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Strasbourg_1564b,Strasbourg_1564b,False,,PROPOSITIOnes reliquorum Librorum Geometriæ Euclidis,1564,Strasbourg,LATIN,Conrad Dasypodius,Christian Mehl,8,1,,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
Strasbourg_1566,Strasbourg_1566,False,,Analyseis geometricae sex librorum Euclidis,1566,Strasbourg,"GREEK, LATIN","Conrad Dasypodius, Christian Herlin",Josias Rihel,4,1,,The source of our facsi pdf is unknown (From De Risi drive),,,Theoretical Mathematics,,0,1,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated
Strasbourg_1570,Strasbourg_1570,False,,EVCLIDIS ELEMENTorum Liber primus,1570,Strasbourg,"GREEK, LATIN",Conrad Dasypodius,Konrad Dasypodius,8,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Strasbourg_1570a,Strasbourg_1570a,False,,,1570,Strasbourg,"GREEK, LATIN",Conrad Dasypodius,Christian Mehl,8,1,,,,Astronomy | Music Theory | Perspective,,,3,0,0,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,primary,unrelated,unrelated,unrelated,unrelated
Strasbourg_1571,Strasbourg_1571,False,,,1571,Strasbourg,LATIN,Conrad Dasypodius,,8,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Strasbourg_1571a,Strasbourg_1571a,False,,,1571,Strasbourg,LATIN,Conrad Dasypodius,,8,1,,,,Theoretical Mathematics,Astronomy | Music Theory,,1,2,0,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Strasbourg_1599,Strasbourg_1599,False,,,1599,Strasbourg,LATIN,Conrad Dasypodius (?),Rihelij,8,1,-,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
The_Hague_1690,The_Hague_1690,False,,,1690,The Hague,FRENCH,Jacques Rohault,Henry van Bulderen,12,3,,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
Urbino_1575,Urbino_1575,False,O56JUE,De gli elementi d’Euclide libri quindici con gli scolii antichi,1575,Urbino,ITALIAN,"Federico Commandino, Valerio Spacciuoli",Domenico Frisolino,2,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Utrecht_1647,Rotterdam_1647,True,PEFQCG,,1647,Rotterdam,DUTCH,Jan Pietersz Dou,Pieter van Waesberghe,8,1,-,,,,Practical Geometry,,0,1,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated
Utrecht_n.d,Utrecht_n.d,False,,De vijfthien boecken Euclides,,Utrecht,DUTCH,Nienrode,,8,,1012100,"The book gives no direct indication of its date of printing; it is sometimes catalogued c. 1615, sometimes c. 1630, but the evidence on which these conjectures are based is not clear. The introduction mentions the six-book version of Dou (1606) and the fteen-book version of van Schooten (1617) as well as the earlier Latin versions of Ramus, Proclus, Commandino, Peletarius and Clavius: thus it can be placed no earlier than 1617. It is perhaps unlikely to have been printed after the 1662 reimpression of the van Schooten edition. The only other published work of (this) Cornelis van Nienrode appears to be a work on the circle, Volkomen proportie des circkels diameter teghen synen ronden om-loop printed at Utrecht in 1628.",,Arithmetic | Theoretical Mathematics,,,2,0,0,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Venice_1498a,Venice_1498a,False,,,1498,Venice,LATIN,Giorgio Valla,Simon Papiensem,2,3,,,True,Theoretical Mathematics,Astronomy | Instrument Use | Music Theory,,1,3,0,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Venice_1505,Venice_1505,False,C3FKBW,Euclidis megarensis philosophi platonici mathematicarum disciplinarum Ianitoris,1505,Venice,LATIN,Bartolomeo Zamberti,Giovanni Tacuino,2,1,,,,Theoretical Mathematics,Astronomy,,1,1,0,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Venice_1509,Venice_1509,False,,Euclidis megarensis philosophi acutissimi mathematicorumque omnium sine controversia principis opera,1509,Venice,LATIN,Luca Pacioli,Paganino,2,1,,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
Venice_1510,Venice_1505,True,C3FKBW,Euclidis megarensis philosophi platonici mathematicarum disciplinarum Ianitoris,1505,Venice,LATIN,Bartolomeo Zamberti,Giovanni Tacuino,2,1,,,,Theoretical Mathematics,Astronomy,,1,1,0,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Venice_1543,Venice_1565,True,1E9FSI,"Euclide Megarense philosopho, solo introduttore delle scientie mathematice",1565,Venice,LATIN,Niccolò Tartaglia,Curtio Troiano,8,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Venice_1565,Venice_1565,False,1E9FSI,"Euclide Megarense philosopho, solo introduttore delle scientie mathematice",1565,Venice,LATIN,Niccolò Tartaglia,Curtio Troiano,8,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Venice_1569,Venice_1569,False,,"Euclide megarense acutissimo philosopho, solo introduttore delle scientie mathematice",1569,Venice,LATIN,Niccolò Tartaglia,Giovanni Bariletto,8,1,,,,,Mechanics,,0,1,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
Venice_1575,Venice_1575,False,,Opuscula mathematica,1575,Venice,LATIN,Francesco Maurolico,Francesco de Franceschi,4,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Venice_1585,Venice_1565,True,1E9FSI,"Euclide Megarense philosopho, solo introduttore delle scientie mathematice",1565,Venice,LATIN,Niccolò Tartaglia,Curtio Troiano,8,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Venice_1586,Venice_1565,True,1E9FSI,"Euclide Megarense philosopho, solo introduttore delle scientie mathematice",1565,Venice,LATIN,Niccolò Tartaglia,Curtio Troiano,8,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Venice_1641,Venice_1641,False,,,1641,Venice,LATIN,Caterino Doino,,12,1,-,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Vienna_1694,Vienna_1694,False,,Teutsch-Redender Euclides,1694,Vienna,GERMAN,Anton Ernst Burckhard von Pirckenstein,Philipp Fievets,4,1,-,Author's name: PIRCKENSTEIN (or BIRCKENSTEIN).,,Practical Geometry | Theoretical Mathematics,,,2,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,primary,unrelated
Wittenberg_1564,Wittenberg_1564,False,,Arithmetices Euclideae,1564,Wittenberg,"GREEK, LATIN",Joannes Sthen,,8,1,,,,Arithmetic,Theoretical Mathematics,,1,1,0,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated
Wittenberg_1609,Wittenberg_1609,False,6E7B7F,Euclidis elementorum libri XIII,1609,Wittenberg,LATIN,Ambrosius Rhode,Paul Helwig,8,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Wittenberg_1634,Wittenberg_1609,True,6E7B7F,Euclidis elementorum libri XIII,1609,Wittenberg,LATIN,Ambrosius Rhode,Paul Helwig,8,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Wittenberg_1661,Wittenberg_1661,False,,"Euclidis Elementorum Libri XIII., Succinctis & perspicuis demonstrationibus comprehensi a D. Ambrosio Rhodio Kembergensi, Mathematum Super: Professore publico in Academia Leucorea: Editio novissima, priore Correctior & Emendatior",1661,Wittenberg,LATIN,Ambrosius Rhode,Jobi Wilh. Fincelij,8,1,2589624,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Würzburg_1661,Würzburg_1661,False,,"Cursus mathematicus, sive Absoluta omnium mathematicarum disciplinarum encyclopaedia",1661,Würzburg,LATIN,Gaspar Schott,Job Hertz,2,1,,,,,Mechanics,Theoretical Mathematics,0,1,1,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated
0CKY65,0CKY65,False,SD2Y3X,L'arithmetique ,1557,Paris,FRENCH,Pierre Forcadel,"Guillaume Cavellat, Benoît Prévost",4,1,45029,,,Arithmetic,Theoretical Mathematics,,1,1,0,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated
0NKS71,0NKS71,False,,La description d'un aneau horaire ,1568,Paris,FRENCH,Pierre Forcadel,Mathurin Prévost,8,1,30252,,False,Gnomonics & Horology,Instrument Use | Practical Geometry,,1,2,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated
10AUQ5,10AUQ5,False,,De artificiali perspectiva. Viator: Secundo,1509,Toul,"LATIN, FRENCH",Jean Pélerin,,,1,,,,Perspective,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated
136K7I,136K7I,False,,Invention nouvelle en l'algebre,1629,Amsterdam,FRENCH,Albert Girard,Willem Jansz Blaeu,4,1,1016604,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
144JC3,144JC3,False,,"Della nuova geometria di Franc. Patrici libri XV. Ne' quali con mirabile ordine, e con dimostrazioni a maraviglia più facili, e più forti delle usate si vede che le matematiche per via regia, e più piana che da gli antichi fatto non si è, si possonotrattare",1586,Ferrara,ITALIAN,Francesco Patrizi,Vittorio Baldini,4,1,847045,,True,Theoretical Mathematics,Practical Geometry,Architecture | Instrument Use,1,1,2,unknown,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,primary,unrelated
1496,1496,False,,Arithmetica decem libris demonstrata,1496,,LATIN,Jacques Lefèvre d'Étaples,,,1,,In hoc opere contenta Arithmetica decem libris demonstrata ; Musica libris demonstrata quattuor ; Epitome i[n] libros arithmeticos diui Seuerini Boetij ; Rithmimachie ludus q[ui] [et] pugna nu[m]ero[rum] appellat[ur],True,Arithmetic | Music Theory,Theoretical Mathematics,,2,1,0,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,secondary,unrelated
1QQS64,RH6KEE,True,BJ5A61,La castrametation,1618,Leiden,FRENCH,Simon Stevin,"Bonaventura Elzevier, Matthijs Elzevier",2,1,1028284,,,Military Engineering,Construction,,1,1,0,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22INUJ,22INUJ,False,,"La Perspective spéculative et pratique de l'invention du feu sieur Aleaume, mise au jour",1643,Paris,FRENCH,Jacques Aleaume,Melchior Tavernier,4,1,6036870,,,Perspective,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated
