social_group,classification_key,year,city,language,primary_classes,values,evidence
military,bib-154,1590,London,ENGLISH,Arithmetic | Military Engineering,utility_use | correction_revision | novelty_invention | demonstration_method | enrichment_addition | community_professional,"audience: for the profession of a Souldier ; dedicatee_name: the right Honourable Earle of Lei- cester ; content_description: Compendiously teaching the Science of Numbers as well in Fractions as Integers, and so much of the Rules and Æquations Algebraicall, and Art of Num- bers Cossic ; edition_details: reuiwed and corrected by the author him selfe | augmented with sundry additions | First published by Thomas Digges Esquire Anno Salutis 1579 ; action_verbs: augmented | reuiwed | corrected | published ; enriched_with: sundry additions"
military,MorisS-28-1,1631,Brussels,FRENCH,Instrument Construction | Instrument Use | Practical Geometry | Trigonometry,clarity_ease | utility_use | demonstration_method | enrichment_addition,"editor_description: Capitaine & Chastellain pour sa Majesté au Chasteau Dornans, Conseillier, & General de ses Monnoyes, au Comté de Bourgongne ; action_verbs: LA CONSTRVCTION | L’VSAGE | Composé ; enriched_with: Construction de la Table des sinus, de minute en minutes successiue- ment par vn seul maxime | Abregé desdictes tables en vne petite demye page auec son vsage |"
military,bib-133,1650,London,ENGLISH,Arithmetic | Practical Geometry | Surveying,utility_use | demonstration_method | enrichment_addition | community_professional,"audience: A Worke very necessary for all Men, but principally for Surveyors of Land, Engineers, and all other Students in the Mathematicks ; editor_description: chief Engineer to his late MAJESTY ; content_description: In Two Parts:  The First, Shewing how to perform the four Species of ARITHMETICK, (viz. Addition, Substraction, Multiplication, and Division,) Together with Red"
military,ustc-29,1602,Paris,FRENCH,Practical Geometry,utility_use | correction_revision | community_professional,editor_description: Ingenieur ordinaire de ſa Maieſté ; dedicatee_name: Tref-Chreſtien Roy de France & de Nauarre ; content_description: ET PRACTIQVE GENERALLE D'ICELLE ; edition_details: SECONDE EDITION
military,9TXK4F,1612,Frankfurt,FRENCH,Perspective,utility_use | translation_language | community_professional,editor_description: Ingenieur du Serennissime Prince de Galles ; dedicatee_name: son Altesse
military,MorisS-16-6,1620,Paris,FRENCH,Practical Geometry,utility_use | correction_revision | community_professional,"editor_description: de Bar-le-Duc, Ingenieur ordinaire de sa Majesté ; edition_details: Reueuë, corrigée, & beaucoup augmentée ; action_verbs: Reueuë | corrigée | augmentée"
military,bib-267,1651,Paris,FRENCH,Arithmetic,clarity_ease | utility_use | community_professional,"audience: tous ceux qui   desirent promptement parvenir à l’intelli-   gence des Sciences Mathematiques ; editor_description: Ingenieur & Professeur és Mathematiques ; content_description: du Cours Mathematique abregé,  qui contient ; action_verbs: tirées du Grec | expliquées en François ; enriched_with: tirées du Grec | expliquées en François | Solutions par Arith. Algebre & Analyze | diverses, nouvelles & tres-faciles methodes"
military,bib-135,1667,Nuremberg,GERMAN,Practical Geometry | Surveying,utility_use | demonstration_method | community_professional,"audience: Allen Professionen, und insonderheit der Geometriæ Liebhabern ; editor_description: Architect, & Ingenieur ; content_description: Im I. Aus rechtem Fundament gewiesen wird; wie man in der Geometria, auf dem Papyr und Lande, mit denen dazu gehörigen Instrumenten, ja zur Noth ohne die- selbe ; action_verbs: gegeben | vermehrt ; enriched_with: mit vielen nütz- lichen Additionen und neuen Figuren ; educational_authorities_references: M. Johannis Pratorii | Camillæ Ravertræ"
military,bib-273,1685,Amsterdam,FRENCH,Construction | Military Engineering,utility_use | correction_revision | community_professional,"institutions: la petite Ecurie de Sa Majesté ; editor_description: Maistre de Mathématiques des Pages de la petite Ecurie de Sa Majesté, cy-devant Ingenieur & Sergent Major d’Artillerie en Portugal ; dedicatee_name: AU ROY ; edition_details: Dernière Edition ; action_verbs: enrichi de plus de quatre cens Planches gravées en Taille-douce ; enriched_with: plus de quatre cens Planches gravées en Taille-douce"
military,Paris_1598a,1598,Paris,FRENCH,,utility_use | community_professional,editor_description: Ingenieur du Tres -chrestien ROY de France & de Nauarre ; dedicatee_name: sa MAIESTÉ ; action_verbs: TRADVICTS | commentez | Dediez ; enriched_with: TRADVICTS | commentez ; elements_designation: LES SIX PREMIERS LIVRES DES ELEMENS D’EVCLIDE ; references_to_euclid: D’EVCLIDE
surveying_engineering,bib-133,1650,London,ENGLISH,Arithmetic | Practical Geometry | Surveying,utility_use | demonstration_method | enrichment_addition | community_professional,"audience: A Worke very necessary for all Men, but principally for Surveyors of Land, Engineers, and all other Students in the Mathematicks ; editor_description: chief Engineer to his late MAJESTY ; content_description: In Two Parts:  The First, Shewing how to perform the four Species of ARITHMETICK, (viz. Addition, Substraction, Multiplication, and Division,) Together with Red"
surveying_engineering,ustc-29,1602,Paris,FRENCH,Practical Geometry,utility_use | correction_revision | community_professional,editor_description: Ingenieur ordinaire de ſa Maieſté ; dedicatee_name: Tref-Chreſtien Roy de France & de Nauarre ; content_description: ET PRACTIQVE GENERALLE D'ICELLE ; edition_details: SECONDE EDITION
surveying_engineering,9TXK4F,1612,Frankfurt,FRENCH,Perspective,utility_use | translation_language | community_professional,editor_description: Ingenieur du Serennissime Prince de Galles ; dedicatee_name: son Altesse
surveying_engineering,bib-187,1615,Leiden,DUTCH,Commercial Mathematics | Practical Geometry | Surveying | Trigonometry,utility_use | correction_revision | demonstration_method,"audience: voor de Land-meters ; content_description: Daer in gheleert werdt te vinden  den naesten proportie des Circkels-Diameters teghen sijn om-  loop / daer door alle Circkels (met alle Figuren / ofte Lijnen m ; edition_details: Twee­de Editie | Van nieuws oversien / ende van alle de voor-gaende fauten verbeteret / ende aen-ghevuld vermeerdert met by-voeghselen ; action_verbs: gecor- rigieerde | oversien | verbeteret | verbetert | vermeerdert | by-voeghselen | ghehouden | uyt-ghegeven | beschreven | ghebracht | gheproeft ; enriched_with: met het ghebruyck van dien, hoogh-noodigh voor de Land-meters | Met veel andere konstighe stucken, dierghelijcke noyt in druck uyt-ghegeven | Met noch seer hant"
surveying_engineering,MorisS-16-6,1620,Paris,FRENCH,Practical Geometry,utility_use | correction_revision | community_professional,"editor_description: de Bar-le-Duc, Ingenieur ordinaire de sa Majesté ; edition_details: Reueuë, corrigée, & beaucoup augmentée ; action_verbs: Reueuë | corrigée | augmentée"
surveying_engineering,bib-267,1651,Paris,FRENCH,Arithmetic,clarity_ease | utility_use | community_professional,"audience: tous ceux qui   desirent promptement parvenir à l’intelli-   gence des Sciences Mathematiques ; editor_description: Ingenieur & Professeur és Mathematiques ; content_description: du Cours Mathematique abregé,  qui contient ; action_verbs: tirées du Grec | expliquées en François ; enriched_with: tirées du Grec | expliquées en François | Solutions par Arith. Algebre & Analyze | diverses, nouvelles & tres-faciles methodes"
surveying_engineering,bib-135,1667,Nuremberg,GERMAN,Practical Geometry | Surveying,utility_use | demonstration_method | community_professional,"audience: Allen Professionen, und insonderheit der Geometriæ Liebhabern ; editor_description: Architect, & Ingenieur ; content_description: Im I. Aus rechtem Fundament gewiesen wird; wie man in der Geometria, auf dem Papyr und Lande, mit denen dazu gehörigen Instrumenten, ja zur Noth ohne die- selbe ; action_verbs: gegeben | vermehrt ; enriched_with: mit vielen nütz- lichen Additionen und neuen Figuren ; educational_authorities_references: M. Johannis Pratorii | Camillæ Ravertræ"
surveying_engineering,bib-273,1685,Amsterdam,FRENCH,Construction | Military Engineering,utility_use | correction_revision | community_professional,"institutions: la petite Ecurie de Sa Majesté ; editor_description: Maistre de Mathématiques des Pages de la petite Ecurie de Sa Majesté, cy-devant Ingenieur & Sergent Major d’Artillerie en Portugal ; dedicatee_name: AU ROY ; edition_details: Dernière Edition ; action_verbs: enrichi de plus de quatre cens Planches gravées en Taille-douce ; enriched_with: plus de quatre cens Planches gravées en Taille-douce"
surveying_engineering,Paris_1598a,1598,Paris,FRENCH,,utility_use | community_professional,editor_description: Ingenieur du Tres -chrestien ROY de France & de Nauarre ; dedicatee_name: sa MAIESTÉ ; action_verbs: TRADVICTS | commentez | Dediez ; enriched_with: TRADVICTS | commentez ; elements_designation: LES SIX PREMIERS LIVRES DES ELEMENS D’EVCLIDE ; references_to_euclid: D’EVCLIDE
surveying_engineering,bib-280,1600,Paris,FRENCH,Construction | Military Engineering,utility_use | community_professional,editor_description: Ingenieur du Treschrestien Roy de France et de Navarre ; dedicatee_name: sa Maiesté ; action_verbs: REDVICTE
merchants_commercial,bib-190,1701,London,ENGLISH,Arithmetic | Commercial Mathematics,novelty_invention | demonstration_method | enrichment_addition | restoration_ancient_authority | community_professional,"audience: Merchants, and all that would understand ACCOUNTS, or the Mathematical  and Mechanical ARTS and SCIENCES ; editor_description: Merchant ; content_description: WHEREIN THE  Whole Nature of NUMBERS, with their Simple and Comparative  Elements in all the Parts of ARITHMETICK, are plainly Declared,  and fully Handled ; action_verbs: added | Explain’d | Declared | Handled | Illustrated | digested | delivered ; enriched_with: Excellent RULES of PRACTICE | Many Large and Exact TABLES of all Sorts of Coins, Weights,  Measures, &c. Ancient and Modern, in most Countries, reduced to our o"
merchants_commercial,35H84Y,1642,Bologna,LATIN,Mechanics,utility_use | novelty_invention | enrichment_addition | community_professional,"audience: Philosophis Mathematicis, sed & Physicis, Anatomicis, Militaribus viris, Machinariæ, Musicæ, Poeticæ, Agrariæ, Architecturæ, Mercaturæ professoribus ; institutions: Coll. Tridentino Soc. Iesu | Parmensi Gymnasio Philosophiæ Mathematicæ | Parmensi Gymnasio ; editor_description: E SOC. IESV, olim in publico Parmensi Gymnasio Philosophiæ Mathematicæ, & Philosophiæ Moralis Lectore ; dedicatee_name: MATTHIAE GALASSO SAC. ROM. IMPERII COMITI, &c ; action_verbs: traducta | confirmata | refertum | ornatum | distributum | ACCESSIT | dicata | APPLICATVS | conditus ; enriched_with: noua pleraque Machinamenta ad vsus eximios traducta | facillimis demonstrationibus confirmata | curiosissimis inuentis refertum | figurarum æreis formis cusarum ; elements_designation: EVCLIDES APPLICATVS ; references_to_euclid: EVCLIDES | Euclideorum"
merchants_commercial,bib-86,1664,Bologna,LATIN,Instrument Construction | Instrument Use,utility_use | community_professional,"audience: Geometri | Agrimensori | Architetti ciuili | militari | Pittori | Scultori | a tutti quelli, che vsano del Disegno | Bom- bardieri | Sergenti di Battaglia | Mer ; institutions: Compagnia di GIESU ; dedicatee_name: DEL MOLTO REV. P. PAOLO CASATI ; enriched_with: Dando le ragioni, & apportando le dimostrazioni"
merchants_commercial,bib-85,1685,Bologna,ITALIAN,Arithmetic | Instrument Construction | Instrument Use,utility_use | community_professional,"audience: Geometri | Agrimensori | Architetti ciuili | militari | Pittori | Scultori | tutti quelli, che vsano del Disegno | Bombardieri | Sergenti di Battaglia | Mercant ; institutions: DELLA COMPAGNIA DI GIESU ; editor_description: DELLA COMPAGNIA DI GIESU ; content_description: Dove insegna à gli ARTEFICI il modo di fare in esso le necessarie diuisioni,  E con varij Problemi vsuali mostra l’vtilità di questo Stromento ; edition_details: Accresciuta notabilmente in questa Seconda Editione dal medesimo Autore ; action_verbs: Accresciuta | Dando | apportando ; enriched_with: Dando le ragioni, & apportando le dimostrazioni di tutte le operationi nella Fabrica, e nell’Vso | Accresciuta notabilmente"
merchants_commercial,bib-13,1565,Paris,FRENCH,Practical Geometry,,"editor_description: PROFESSEVR DV ROY és Mathematiques ; dedicatee_name: MONSEIGNEVR MON- sieur le Febure Sieur de Caumartin, Conseillier du Roy, & General de ses finances en la charge d’outre Seine & Yone ; action_verbs: DESCRIPTE | DEMONSTREE"
general_lovers_readers,bib-133,1650,London,ENGLISH,Arithmetic | Practical Geometry | Surveying,utility_use | demonstration_method | enrichment_addition | community_professional,"audience: A Worke very necessary for all Men, but principally for Surveyors of Land, Engineers, and all other Students in the Mathematicks ; editor_description: chief Engineer to his late MAJESTY ; content_description: In Two Parts:  The First, Shewing how to perform the four Species of ARITHMETICK, (viz. Addition, Substraction, Multiplication, and Division,) Together with Red"
general_lovers_readers,ustc-10,1626,Paris,FRENCH,Instrument Use | Practical Geometry,clarity_ease | utility_use | translation_language,audience: pour tous curieux des Mathematiques ; editor_description: Mathematicien ; content_description: REDVITE EN VNE FACILE ET BRIEFVE pratique ; edition_details: enrichy de huict diuisions par dessus le com- mun & ordinaire | composé en Italien par Michel Connette | Traduit en François ; action_verbs: enrichy | composé | Traduit ; enriched_with: enrichy de huict diuisions ; educational_authorities_references: Fabrice Mordente | Alexandre Farnese
general_lovers_readers,bib-267,1651,Paris,FRENCH,Arithmetic,clarity_ease | utility_use | community_professional,"audience: tous ceux qui   desirent promptement parvenir à l’intelli-   gence des Sciences Mathematiques ; editor_description: Ingenieur & Professeur és Mathematiques ; content_description: du Cours Mathematique abregé,  qui contient ; action_verbs: tirées du Grec | expliquées en François ; enriched_with: tirées du Grec | expliquées en François | Solutions par Arith. Algebre & Analyze | diverses, nouvelles & tres-faciles methodes"
general_lovers_readers,bib-135,1667,Nuremberg,GERMAN,Practical Geometry | Surveying,utility_use | demonstration_method | community_professional,"audience: Allen Professionen, und insonderheit der Geometriæ Liebhabern ; editor_description: Architect, & Ingenieur ; content_description: Im I. Aus rechtem Fundament gewiesen wird; wie man in der Geometria, auf dem Papyr und Lande, mit denen dazu gehörigen Instrumenten, ja zur Noth ohne die- selbe ; action_verbs: gegeben | vermehrt ; enriched_with: mit vielen nütz- lichen Additionen und neuen Figuren ; educational_authorities_references: M. Johannis Pratorii | Camillæ Ravertræ"
general_lovers_readers,Vienna_1694,1694,Vienna,GERMAN,Practical Geometry | Theoretical Mathematics,clarity_ease | novelty_invention | translation_language,"audience: Allen Generalen, Ingenieren, Natur-und Warheit-Kündigern, Bau-Meistern, Künstlern und Handwerckern ; content_description: Auff eine neue und gantz leichte Art ; action_verbs: bewiesen ; elements_designation: Acht Bücher Von Denen An-fängen Der Meß-Künst ; references_to_euclid: Euclides"
general_lovers_readers,C8SLYQ,1531,Simmern,GERMAN,Perspective | Practical Geometry,utility_use | demonstration_method,audience: Zu nutz allen kunstliebhabern / fürnemlich den Malern / Bildhauwern / Goldschmiden / Seidenstickern / Steynmetzen / Schreinern / auch allen andern ; content_description: Eyn schön nützlich büchlin vnd vnderweisung der kunst des Messens / mit dem Zir- ckel / Richtscheidt oder Linial ; enriched_with: mit vil schö- nen darzu dienenden figuren | mit viel schö- nen darzu dienenden figuren
general_lovers_readers,Antwerp_1654,1654,Antwerp,LATIN,Theoretical Mathematics,restoration_ancient_authority | community_professional,audience: Lectorem ; institutions: SOCIETATIS IESV ; editor_description: SOCIETATIS IESV Sacerdote & Matheseos Professore ; action_verbs: ACCEDVNT ; enriched_with: SELECTA EX ARCHIMEDE THEOREMATA ; elements_designation: ELEMENTA GEOMETRIÆ PLANÆ AC SOLIDÆ
general_lovers_readers,Würzburg_1661,1661,Würzburg,LATIN,,enrichment_addition | community_professional,"audience: quivis, vel mediocri præditus ingenio ; institutions: SOCIETATE JESU | SOCIETATIS JESU | Gymnasio Matheseos ; editor_description: REGISCURIANI E SOCIETATE JESU Olim in Panormitano Siciliæ, nunc in Herbipolitano Franconiæ ejusdem SOCIETATIS JESU Gymnasio Matheseos Professoris CUR-SUS MATHEM ; action_verbs: digesta | disposita | Accesserunt ; enriched_with: THEORESES MECHANICÆ NOVÆ"
general_lovers_readers,Antwerp_1665,1665,Antwerp,LATIN,Theoretical Mathematics,restoration_ancient_authority | community_professional,audience: ad Lectorem ; institutions: SOCIETATIS IESV ; editor_description: SOCIETATIS IESV | Sacerdote & Matheseos Professore ; edition_details: EDITIO SECUNDA CORRECTIOR ; educational_authorities_references: ARCHIMEDE ; elements_designation: ELEMENTA GEOMETRIÆ PLANÆ AC SOLIDÆ
general_lovers_readers,Antwerp_1672,1672,Antwerp,LATIN,Theoretical Mathematics,restoration_ancient_authority | community_professional,audience: Lectorem ; institutions: SOCIETATIS IESV ; editor_description: SOCIETATIS IESV Sacerdote & Matheseos Professore ; edition_details: EDITIO TERTIA CORRECTIOR ; action_verbs: ACCEDVNT ; educational_authorities_references: ARCHIMEDE ; elements_designation: ELEMENTA GEOMETRIÆ PLANÆ AC SOLIDÆ
