social_category,classification_key,year,city,language,evidence
inst_engineering_military_schools,AVXGNJ,1633,Ulm,GERMAN,audience: Allen Liebhabern der Mathematischen Kün- sten | Ingenieurn vnd Burgern zu Vlm ; institutions: Der Ingenieurs Schul ; dedicatee_name: Johann Faulhabern ; primary_classes: Construction | Military Engineering
inst_engineering_military_schools,London_1789,1789,London,ENGLISH,"institutions: THE ROYAL MILITARY ACADEMY, WOOLWICH ; editor_description: OF THE ROYAL MILITARY ACADEMY, WOOLWICH ; primary_classes: Theoretical Mathematics"
role_mathematics_professor_lecturer,35H84Y,1642,Bologna,LATIN,"audience: Philosophis Mathematicis, sed & Physicis, Anatomicis, Militaribus viris, Machinariæ, Musicæ, Poeticæ, Agrariæ, Architecturæ, Mercaturæ professoribus ; institutions: Coll. Tridentino Soc. Iesu | Parmensi Gymnasio Philosophiæ Mathematicæ | Parmensi Gymnasio ; editor_description: E SOC. IESV, olim in publico Parmensi Gymnasio Philosophiæ Mathematicæ, & Philosophiæ Moralis Lectore ; dedicatee_name: MATTHIAE GALASSO SAC. ROM. IMPERII COMITI, &c ; primary_classes: Mechanics"
role_mathematics_professor_lecturer,MorisS-22-6,1657,Paris,FRENCH,"institutions: des Mines de France ; editor_description: de Villefranche en Beaujollois, Docteur en Medecine, & Professeur du Roy aux Mathematiques à Paris ; dedicatee_name: TRES-ILLVSTRE ET GENEREX SEIGNEVR Messire Martin Rvze, Marquis d’Effiat et de Longemeau, Conseiller du Roy en son Conseil d’Estat, Grand Maistre des Mines de France, & Gouverneur de la Province de Bourbonnois ; primary_classes: Theoretical Mathematics | Trigonometry"
role_mathematics_professor_lecturer,ustc-15,1630,Paris,FRENCH,"audience: à tous Architectes, Ingenieurs, Maçons, Arpenteurs, & autres Geometres | à tous Architectes, Ingenieurs, Maçons, Arpenteurs, Laigners & autres Geometres | Oeuűre utile à tous Architeĉtes, Ingenieurs, Maçons, Arpenteu ; editor_description: Lecteur ordinaire du Roy | LECTEVR ORDINAIRE DV ROY ; primary_classes: Practical Geometry | Surveying"
role_mathematics_professor_lecturer,ustc-8,1605,Paris,FRENCH,editor_description: NOBLE PHILOSOPHE | Chanoine de Noyon | tres-excellent Mathematicien | Lecteur & Professeur du Roy ès Mathematiques | NOBLE PHILOSOPHE | iadis Chanoine de Noyon | tres-excellent Mathematicien | Lecteur & Professeur du Roy ; primary_classes: Practical Geometry
role_mathematics_professor_lecturer,bib-78,1699,Paris,FRENCH,"institutions: Academie Royale des Sciences | Academie Royale d’Architecture ; editor_description: De l’Academie Royale des Sciences, Conseiller Lecteur & Professeur du Roy en Mathematique, Professeur & Directeur de l’Academie Royale d’Architecture, &c ; dedicatee_name: MONSEIGNEUR LE DAUPHIN ; primary_classes: Practical Geometry | Theoretical Mathematics"
role_mathematics_professor_lecturer,Paris_1565,1565,Paris,FRENCH,"institutions: vni- uersité de Paris | l’Vniuersité de Paris ; editor_description: lecteur ordinaire du Roy és Mathema- tiques, en l’vni- uersité de Paris | lecteur ordinaire du Roy es Mathematiques en l’Vniuersité de Paris ; primary_classes: Theoretical Mathematics"
role_mathematics_professor_lecturer,Antwerp_1645,1645,Antwerp,LATIN,"institutions: Societate IESV ; editor_description: E Societate IESV Sacerdos, patria Ornacensis in libero Comitatu Burgundiæ, & Regius Mathematicarum Professor ; dedicatee_name: PHILIPPO IIII. HISPANIARVM ET INDIARVM REGI CATHOLICO ; primary_classes: Theoretical Mathematics"
role_mathematics_professor_lecturer,6X6R6Y,1547,Nuremberg,GERMAN,audience: Allen Künstlichen Handtwerckern / Werckmeistern / Steinmetzen / Bawmeistern / Zeug oder Büxenmeiste- ren / Maleren / Bildhaweren / Goldschmiden / Schreineren ; editor_description: Medi. & Math ; primary_classes: Architecture | Construction | Perspective | Practical Geometry
role_royal_official,MorisS-22-6,1657,Paris,FRENCH,"institutions: des Mines de France ; editor_description: de Villefranche en Beaujollois, Docteur en Medecine, & Professeur du Roy aux Mathematiques à Paris ; dedicatee_name: TRES-ILLVSTRE ET GENEREX SEIGNEVR Messire Martin Rvze, Marquis d’Effiat et de Longemeau, Conseiller du Roy en son Conseil d’Estat, Grand Maistre des Mines de France, & Gouverneur de la Province de Bourbonnois ; primary_classes: Theoretical Mathematics | Trigonometry"
role_royal_official,ustc-15,1630,Paris,FRENCH,"audience: à tous Architectes, Ingenieurs, Maçons, Arpenteurs, & autres Geometres | à tous Architectes, Ingenieurs, Maçons, Arpenteurs, Laigners & autres Geometres | Oeuűre utile à tous Architeĉtes, Ingenieurs, Maçons, Arpenteu ; editor_description: Lecteur ordinaire du Roy | LECTEVR ORDINAIRE DV ROY ; primary_classes: Practical Geometry | Surveying"
role_royal_official,ustc-8,1605,Paris,FRENCH,editor_description: NOBLE PHILOSOPHE | Chanoine de Noyon | tres-excellent Mathematicien | Lecteur & Professeur du Roy ès Mathematiques | NOBLE PHILOSOPHE | iadis Chanoine de Noyon | tres-excellent Mathematicien | Lecteur & Professeur du Roy ; primary_classes: Practical Geometry
role_royal_official,bib-78,1699,Paris,FRENCH,"institutions: Academie Royale des Sciences | Academie Royale d’Architecture ; editor_description: De l’Academie Royale des Sciences, Conseiller Lecteur & Professeur du Roy en Mathematique, Professeur & Directeur de l’Academie Royale d’Architecture, &c ; dedicatee_name: MONSEIGNEUR LE DAUPHIN ; primary_classes: Practical Geometry | Theoretical Mathematics"
role_royal_official,bib-238,1716,Paris,FRENCH,"editor_description: Juge- nier du Roy pour les Instrumens de Mathématique, Quay de l’Horloge du Palais, où l’on trouve tous ces Instrumens dans leur perfection ; dedicatee_name: Son Altesse Royale, MONSEIGNEUR LE DUC D’ORLÉANS, Régent du Royaume ; primary_classes: Instrument Construction | Instrument Use"
role_royal_official,Paris_1565,1565,Paris,FRENCH,"institutions: vni- uersité de Paris | l’Vniuersité de Paris ; editor_description: lecteur ordinaire du Roy és Mathema- tiques, en l’vni- uersité de Paris | lecteur ordinaire du Roy es Mathematiques en l’Vniuersité de Paris ; primary_classes: Theoretical Mathematics"
role_royal_official,MorisS-27-1,1636,Paris,FRENCH,"institutions: College de Maistre Gervais | College Royal de France ; editor_description: Professeur Royal és Mathemati- ques au College de Maistre Gervais, & en la Chaire de Ramus au College Royal de France ; primary_classes: Mechanics"
role_royal_official,bib-13,1565,Paris,FRENCH,"editor_description: PROFESSEVR DV ROY és Mathematiques ; dedicatee_name: MONSEIGNEVR MON- sieur le Febure Sieur de Caumartin, Conseillier du Roy, & General de ses finances en la charge d’outre Seine & Yone ; primary_classes: Practical Geometry"
role_religious_identity,Würzburg_1661,1661,Würzburg,LATIN,"audience: quivis, vel mediocri præditus ingenio ; institutions: SOCIETATE JESU | SOCIETATIS JESU | Gymnasio Matheseos ; editor_description: REGISCURIANI E SOCIETATE JESU Olim in Panormitano Siciliæ, nunc in Herbipolitano Franconiæ ejusdem SOCIETATIS JESU Gymnasio Matheseos Professoris CUR-SUS MATHEMATICUS, Sive Absoluta omnium Mathematicarum Disciplinarum EN"
role_religious_identity,Frankfurt_1674,1674,Frankfurt,LATIN,"audience: quivis, vel mediocri præditus ingenio ; institutions: SOCIETATIS JESU Gymnasio Matheseos ; editor_description: REGISCURIANI E SOCIET. JESU Olim in Panormitano Siciliæ, nunc in Herbipolitano Franconiæ ejusdem SOCIETATIS JESU Gymnasio Matheseos Professoris CURSUS MATHEMATICUS"
role_religious_identity,AWKSO4,1642,Paris,FRENCH,"audience: PEINTRES, GRAVEVRS, SCVLPTEVRS, ARCHITECTES, ORFEVRES, BRODEVRS, TAPISSIERS, & autres se seruans du Dessein ; institutions: Compagnie de IESVS ; editor_description: Religieux de la Compagnie de IESVS ; primary_classes: Perspective"
role_religious_identity,MorisS-24-3,1646,Paris,LATIN,"audience: Pictoribus, Architectis, Statuariis, Sculptoribus, Caelatoribus, & quibuscumque aliis ; institutions: ORD. MINIM ; editor_description: PARISINI, EX ORD. MINIM ; dedicatee_name: EMINentissimum CARDINALEM MAZARINVM ; primary_classes: Perspective"
role_religious_identity,99CARP,1646,Paris,LATIN,"audience: Pictoribus, Architectis, Statuariis, Sculptoribus, Caelatoribus, & qui- buscumque aliis ; institutions: ORD. MINIM ; editor_description: PARISINI, EX ORD. MINIM ; dedicatee_name: EMINENTISS. CARDINALEM MAZARINVM ; primary_classes: Perspective"
role_religious_identity,bib-96,1675,Caen,LATIN,"audience: Ad usum Studiosæ Juventutis ; institutions: SOCIET. JESU INSTITUTIO MATHEMATICÆ ; editor_description: AURELIANENSIS, SOCIET. JESU INSTITUTIO MATHEMATICÆ"
role_religious_identity,Bamberg_1677,1677,Bamberg,LATIN,"audience: quivis, vel mediocri præditus ingenio ; institutions: ejusdem SOCIETATIS IESU Gymnasio Matheseos ; editor_description: REGIS -CURIANI, E SOCIETATE JESU ; primary_classes: Theoretical Mathematics"
role_religious_identity,Graz_1636,1636,Graz,LATIN,institutions: SOC IETATE JESU | EIVSDEM SOCIETATIS ; editor_description: è SOCIETATE JESU | HONORATVM DVRANDVM EIVSDEM SOCIETATIS
role_engineer_practitioner,bib-273,1685,Amsterdam,FRENCH,"institutions: la petite Ecurie de Sa Majesté ; editor_description: Maistre de Mathématiques des Pages de la petite Ecurie de Sa Majesté, cy-devant Ingenieur & Sergent Major d’Artillerie en Portugal ; dedicatee_name: AU ROY ; primary_classes: Construction | Military Engineering"
role_engineer_practitioner,bib-133,1650,London,ENGLISH,"audience: A Worke very necessary for all Men, but principally for Surveyors of Land, Engineers, and all other Students in the Mathematicks ; editor_description: chief Engineer to his late MAJESTY ; primary_classes: Arithmetic | Practical Geometry | Surveying"
role_engineer_practitioner,Beaulieu-1,1676,Paris,FRENCH,"audience: pour ceux qui n’ont connoissance des Mathematiques ; editor_description: Ingenieur, Geographe du Roy, Arpenteur juré ordinaire de sa Majesté, au departement de la Rochelle ; primary_classes: Military Engineering | Practical Geometry | Surveying"
role_engineer_practitioner,bib-267,1651,Paris,FRENCH,audience: tous ceux qui   desirent promptement parvenir à l’intelli-   gence des Sciences Mathematiques ; editor_description: Ingenieur & Professeur és Mathematiques ; primary_classes: Arithmetic
role_engineer_practitioner,bib-135,1667,Nuremberg,GERMAN,"audience: Allen Professionen, und insonderheit der Geometriæ Liebhabern ; editor_description: Architect, & Ingenieur ; primary_classes: Practical Geometry | Surveying"
role_engineer_practitioner,ustc-29,1602,Paris,FRENCH,editor_description: Ingenieur ordinaire de ſa Maieſté ; dedicatee_name: Tref-Chreſtien Roy de France & de Nauarre ; primary_classes: Practical Geometry
role_engineer_practitioner,London_1789,1789,London,ENGLISH,"institutions: THE ROYAL MILITARY ACADEMY, WOOLWICH ; editor_description: OF THE ROYAL MILITARY ACADEMY, WOOLWICH ; primary_classes: Theoretical Mathematics"
role_engineer_practitioner,Paris_1598a,1598,Paris,FRENCH,editor_description: Ingenieur du Tres -chrestien ROY de France & de Nauarre ; dedicatee_name: sa MAIESTÉ
pat_royal_princely_patron,ustc-16,1604,Paris,FRENCH,"institutions: la faculté de Medecine à Paris | faculté de Medecine à Paris | Archeuesque de Sens ; editor_description: naïf de Cheuerain en Haynault, & Bachelier en la faculté de Medecine à Paris | natifs de Cheurenain en Haynault, & Bachelier en la faculté de Medecine à Paris ; dedicatee_name: Monseigneur le Reuerendissime Archeuesque de Sens, Primat des Gaules, & de Germanie, grand Aumosnier de France, & Confeiller du Roy en ses Confeils d'Estat & Priué, &c | Monseigneur le Reueren­dissime Archeuesque de Sens ; primary_classes: Astronomy | Instrument Construction | Instrument Use | Navigation"
pat_royal_princely_patron,RH6KEE,1618,Leiden,FRENCH,"editor_description: de Bruges ; dedicatee_name: TRESILLUSTRE. TRES- EXCELLENT PRINCE ET Seigneur MAURICE | DE TRESILLUSTRE. TRES- EXCELLENT PRINCE ET Seigneur MAURICE, par la grace Dieu PRINCE d'Orange, C & c & de Nassau, Catzenellenbogen, Vianden, Dietz, Moors, Bure, ; primary_classes: Military Engineering"
pat_royal_princely_patron,bib-145,1678,Madrid,SPANISH,"institutions: de la Compañía de Iesvs | los Colegios de Mallorca, Barce- lona, y Valencia | el Imperial de Madrid | de la Real Junta de Minas ; editor_description: de la Compañía de Iesvs, Calificador de la Su- prema Inquisicion, Cathedratico de Theologia Escolástica en los Colegios de Mallorca, Barce- lona, y Valencia; y de Mathematica en el Impe- rial de Madrid: de la Real Junta  ; dedicatee_name: AL EXCmo. SEÑOR D. GREGORIO de Silva, &c. Principe de Melito, Duque del Infantado, y Pastrana, &c ; primary_classes: Practical Geometry | Theoretical Mathematics"
pat_royal_princely_patron,N61RR8,1605,Leiden,DUTCH,"editor_description: de Bruges ; dedicatee_name: LE TRES-ILLVSTRE, Tres-excellent Prince & Seigneur MAVRICE Prince d'Orange, Comte de Nassau, Catzenellenboghen, Vianden, Moers, &c. Marquis de la Vere & Vlissingues, &c. Seigneur de la ville de Grave, & du Païs de Cuyck, ; primary_classes: Perspective"
pat_royal_princely_patron,MorisS-22-6,1657,Paris,FRENCH,"institutions: des Mines de France ; editor_description: de Villefranche en Beaujollois, Docteur en Medecine, & Professeur du Roy aux Mathematiques à Paris ; dedicatee_name: TRES-ILLVSTRE ET GENEREX SEIGNEVR Messire Martin Rvze, Marquis d’Effiat et de Longemeau, Conseiller du Roy en son Conseil d’Estat, Grand Maistre des Mines de France, & Gouverneur de la Province de Bourbonnois ; primary_classes: Theoretical Mathematics | Trigonometry"
pat_royal_princely_patron,bib-43,1611,Madrid,SPANISH,"audience: A LA MAGESTAD CATOLICA  del Rey Don Felipe III, nuestro señor ; institutions: Santa Iglesia de Cuenca | Santo Oficio de la Inquisición ; editor_description: Capellán de su Magestad, Maestro Scuela y Canónigo de la Santa Iglesia de Cuenca, y Consultor del Santo Oficio de la Inquisición ; dedicatee_name: el Rey Don Felipe III, nuestro señor"
pat_royal_princely_patron,612FNN,1583,Rome,ITALIAN,institutions: ordine de Predicatori | Studio di Bologna ; editor_description: dell'ordine de Predicatori Matematico dello Studio di Bologna ; dedicatee_name: IACOMO BVONCOMPAGNI Duca di Sora et d'Arce Signor d'Arpino Marchese di Vignola Cap. Gen. degl' huomini d'arme del Re Catt ; primary_classes: Perspective
pat_royal_princely_patron,bib-238,1716,Paris,FRENCH,"editor_description: Juge- nier du Roy pour les Instrumens de Mathématique, Quay de l’Horloge du Palais, où l’on trouve tous ces Instrumens dans leur perfection ; dedicatee_name: Son Altesse Royale, MONSEIGNEUR LE DUC D’ORLÉANS, Régent du Royaume ; primary_classes: Instrument Construction | Instrument Use"
pat_noble_patron,RH6KEE,1618,Leiden,FRENCH,"editor_description: de Bruges ; dedicatee_name: TRESILLUSTRE. TRES- EXCELLENT PRINCE ET Seigneur MAURICE | DE TRESILLUSTRE. TRES- EXCELLENT PRINCE ET Seigneur MAURICE, par la grace Dieu PRINCE d'Orange, C & c & de Nassau, Catzenellenbogen, Vianden, Dietz, Moors, Bure, ; primary_classes: Military Engineering"
pat_noble_patron,N61RR8,1605,Leiden,DUTCH,"editor_description: de Bruges ; dedicatee_name: LE TRES-ILLVSTRE, Tres-excellent Prince & Seigneur MAVRICE Prince d'Orange, Comte de Nassau, Catzenellenboghen, Vianden, Moers, &c. Marquis de la Vere & Vlissingues, &c. Seigneur de la ville de Grave, & du Païs de Cuyck, ; primary_classes: Perspective"
pat_noble_patron,MorisS-22-6,1657,Paris,FRENCH,"institutions: des Mines de France ; editor_description: de Villefranche en Beaujollois, Docteur en Medecine, & Professeur du Roy aux Mathematiques à Paris ; dedicatee_name: TRES-ILLVSTRE ET GENEREX SEIGNEVR Messire Martin Rvze, Marquis d’Effiat et de Longemeau, Conseiller du Roy en son Conseil d’Estat, Grand Maistre des Mines de France, & Gouverneur de la Province de Bourbonnois ; primary_classes: Theoretical Mathematics | Trigonometry"
pat_noble_patron,612FNN,1583,Rome,ITALIAN,institutions: ordine de Predicatori | Studio di Bologna ; editor_description: dell'ordine de Predicatori Matematico dello Studio di Bologna ; dedicatee_name: IACOMO BVONCOMPAGNI Duca di Sora et d'Arce Signor d'Arpino Marchese di Vignola Cap. Gen. degl' huomini d'arme del Re Catt ; primary_classes: Perspective
pat_noble_patron,bib-126,1667,Rome,ITALIAN,"audience: à Misuratori, ad Architetti, à Geografi, à Cosmografi, à Bombardieri, à Ingegneri, à Soldati, & à Capitani d’Eserciti ; editor_description: Matematico ; dedicatee_name: ALL’EMINENTISS. E REVERENDISS. SIG IL SIG CARDINALE IACOMO NINI ; primary_classes: Practical Geometry"
pat_noble_patron,bib-125,1691,Rome,ITALIAN,audience: à Misuratori | ad Architetti | à Geografi | à Cosmografi | à Bombardieri | à Ingegneri | à Soldati | à Capitani d’Eserciti ; editor_description: Matematico ; dedicatee_name: IL SIG CARDINALE IACOMO NINI ; primary_classes: Practical Geometry
pat_noble_patron,bib-156,1581,Venice,ITALIAN,audience: chi si diletta di questa nobilissima Scienza | Capitani di guerra | Ingegneri | Architetti | Artefice ; editor_description: SIG ; dedicatee_name: ILLVSTRISS. SIG. GVIDO VBALDO DE’ MARCHESI DEL MONTE ; primary_classes: Instrument Use | Mechanics
pat_noble_patron,bib-94,1682,Siena,ITALIAN,"institutions: Minori Conuentuali di S. Francesco | GRAN DVCA DI TOSCANA ; editor_description: REV | de’ Minori Conuentuali di S. Francesco ; dedicatee_name: IL SIG. SENATORE, MARCHESE FRANCESCO FERRONI ; primary_classes: Arithmetic | Practical Geometry"
pat_ecclesiastical_patron,Antwerp_1645,1645,Antwerp,LATIN,"institutions: Societate IESV ; editor_description: E Societate IESV Sacerdos, patria Ornacensis in libero Comitatu Burgundiæ, & Regius Mathematicarum Professor ; dedicatee_name: PHILIPPO IIII. HISPANIARVM ET INDIARVM REGI CATHOLICO ; primary_classes: Theoretical Mathematics"
pat_ecclesiastical_patron,MorisS-22-5,1647,Paris,FRENCH,"audience: des Pilotes & Capitaines de Mer ; institutions: Recollet ; editor_description: DOCTEVR EN MEDECINE, & Professeur du Roy aux Mathematiques à Paris ; dedicatee_name: MONSEIGNEVR L’EMINENTISSIME CARDINAL MAZARIN ; primary_classes: Astronomy | Navigation"
pat_ecclesiastical_patron,Paris_1622,1622,Paris,"FRENCH, LATIN",editor_description: Professeur es Mathematiques ; dedicatee_name: MONSEIGNEVR L’illustrissime & Reuerendissime Cardinal de la ROCHEFOVCAVLT
pat_ecclesiastical_patron,Rome_1591,1591,Rome,LATIN,institutions: VATICANA. BIBLIOTHECA | BIBLIOTHE-CARIVM ; dedicatee_name: ANTONIVM. COLVMNAM. S.R.E. CARD. EPISCOPVM. PRAENESTINVM ; primary_classes: Astronomy
pat_ecclesiastical_patron,Paris_1632a,1632,Paris,FRENCH,editor_description: Professeur es Mathematiques ; dedicatee_name: MONSEIGNEVR L’illustrissime & Reuerendissime Cardinal de Lÿon
pat_ecclesiastical_patron,Lyon_1645,1645,Lyon,FRENCH,editor_description: Professeur és Mathematiques ; dedicatee_name: MONSEIGNEVR l’Illustrissime & Reuerendissime CARDINAL de Lyon ; primary_classes: Theoretical Mathematics
pat_ecclesiastical_patron,Lyon_1646,1646,Lyon,FRENCH,editor_description: Professeur és Mathematiques ; dedicatee_name: MONSEIGNEVR l’Illustrissime & Reuerendissime CARDINAL de Lyon ; primary_classes: Theoretical Mathematics
pat_ecclesiastical_patron,Pesaro_1619,1619,Pesaro,LATIN,editor_description: Vrbinate ; dedicatee_name: CAROLO MEDICEO S.R.E. CARD ; primary_classes: Theoretical Mathematics
pat_civic_collective_patron,RH6KEE,1618,Leiden,FRENCH,"editor_description: de Bruges ; dedicatee_name: TRESILLUSTRE. TRES- EXCELLENT PRINCE ET Seigneur MAURICE | DE TRESILLUSTRE. TRES- EXCELLENT PRINCE ET Seigneur MAURICE, par la grace Dieu PRINCE d'Orange, C & c & de Nassau, Catzenellenbogen, Vianden, Dietz, Moors, Bure, ; primary_classes: Military Engineering"
pat_civic_collective_patron,N61RR8,1605,Leiden,DUTCH,"editor_description: de Bruges ; dedicatee_name: LE TRES-ILLVSTRE, Tres-excellent Prince & Seigneur MAVRICE Prince d'Orange, Comte de Nassau, Catzenellenboghen, Vianden, Moers, &c. Marquis de la Vere & Vlissingues, &c. Seigneur de la ville de Grave, & du Païs de Cuyck, ; primary_classes: Perspective"
pat_civic_collective_patron,ustc-25,1635,Paris,FRENCH,"dedicatee_name: A MESSIRE CHARLES CLER, Sieur de Tremblay, de Ville-Bleuin, & S. Aignan, Conseiller du Roy en ses Conseils d’Estat, Cap- itaine & Gouverneur pour sa Majesté du Chas- teau de la Bastille à Paris ; primary_classes: Theoretical Mathematics"
pat_civic_collective_patron,2L8L55,1719,Bologna,LATIN,institutions: Bononienfi Archigymnafio | BONONIÆ SENATUS ; editor_description: In Bononienfi Archigymnafio Hydrometriæ Profeffore ; dedicatee_name: BONONIÆ SENATUS PATRIBUS Scientiarum omnium Mæcenatibus ; primary_classes: Theoretical Mathematics
pat_named_private_patron,ustc-16,1604,Paris,FRENCH,"institutions: la faculté de Medecine à Paris | faculté de Medecine à Paris | Archeuesque de Sens ; editor_description: naïf de Cheuerain en Haynault, & Bachelier en la faculté de Medecine à Paris | natifs de Cheurenain en Haynault, & Bachelier en la faculté de Medecine à Paris ; dedicatee_name: Monseigneur le Reuerendissime Archeuesque de Sens, Primat des Gaules, & de Germanie, grand Aumosnier de France, & Confeiller du Roy en ses Confeils d'Estat & Priué, &c | Monseigneur le Reueren­dissime Archeuesque de Sens ; primary_classes: Astronomy | Instrument Construction | Instrument Use | Navigation"
pat_named_private_patron,RH6KEE,1618,Leiden,FRENCH,"editor_description: de Bruges ; dedicatee_name: TRESILLUSTRE. TRES- EXCELLENT PRINCE ET Seigneur MAURICE | DE TRESILLUSTRE. TRES- EXCELLENT PRINCE ET Seigneur MAURICE, par la grace Dieu PRINCE d'Orange, C & c & de Nassau, Catzenellenbogen, Vianden, Dietz, Moors, Bure, ; primary_classes: Military Engineering"
pat_named_private_patron,bib-145,1678,Madrid,SPANISH,"institutions: de la Compañía de Iesvs | los Colegios de Mallorca, Barce- lona, y Valencia | el Imperial de Madrid | de la Real Junta de Minas ; editor_description: de la Compañía de Iesvs, Calificador de la Su- prema Inquisicion, Cathedratico de Theologia Escolástica en los Colegios de Mallorca, Barce- lona, y Valencia; y de Mathematica en el Impe- rial de Madrid: de la Real Junta  ; dedicatee_name: AL EXCmo. SEÑOR D. GREGORIO de Silva, &c. Principe de Melito, Duque del Infantado, y Pastrana, &c ; primary_classes: Practical Geometry | Theoretical Mathematics"
pat_named_private_patron,bib-63,1605,Leiden,LATIN,"dedicatee_name: ILLVSTRISSIMVS Illustrissimo & antiquissimo stemmate ortus Princeps ac Dominus MAURITIUS Princeps Auriacus, Comes Nassoviae, Catit-melibocorum, Viandae, Moericii, &c. Marchio Verae & Vlissingae, &c. Dominus Civitatis Gra ; primary_classes: Practical Geometry"
pat_named_private_patron,N61RR8,1605,Leiden,DUTCH,"editor_description: de Bruges ; dedicatee_name: LE TRES-ILLVSTRE, Tres-excellent Prince & Seigneur MAVRICE Prince d'Orange, Comte de Nassau, Catzenellenboghen, Vianden, Moers, &c. Marquis de la Vere & Vlissingues, &c. Seigneur de la ville de Grave, & du Païs de Cuyck, ; primary_classes: Perspective"
pat_named_private_patron,bib-146,1671,Valencia,SPANISH,"institutions: Compañía de Iesus | Colegios de Mallorca, Barcelona, y Valencia | Estudios Reales del Imperial de Madrid | Santo Oficio ; editor_description: M.R.P | de la Compañía de Iesus | Calificador del Santo Oficio | Cathedratico de Theologia Escolástica en los Colegios de Mallorca, Barcelona, y Valencia | agora de Mathematicas en los Estudios Reales del Imperial de Mad ; dedicatee_name: Ioseph Vicente del Olmo Cavallero, Secretario del Santo Oficio ; primary_classes: Practical Geometry | Theoretical Mathematics"
pat_named_private_patron,35H84Y,1642,Bologna,LATIN,"audience: Philosophis Mathematicis, sed & Physicis, Anatomicis, Militaribus viris, Machinariæ, Musicæ, Poeticæ, Agrariæ, Architecturæ, Mercaturæ professoribus ; institutions: Coll. Tridentino Soc. Iesu | Parmensi Gymnasio Philosophiæ Mathematicæ | Parmensi Gymnasio ; editor_description: E SOC. IESV, olim in publico Parmensi Gymnasio Philosophiæ Mathematicæ, & Philosophiæ Moralis Lectore ; dedicatee_name: MATTHIAE GALASSO SAC. ROM. IMPERII COMITI, &c ; primary_classes: Mechanics"
pat_named_private_patron,MorisS-22-6,1657,Paris,FRENCH,"institutions: des Mines de France ; editor_description: de Villefranche en Beaujollois, Docteur en Medecine, & Professeur du Roy aux Mathematiques à Paris ; dedicatee_name: TRES-ILLVSTRE ET GENEREX SEIGNEVR Messire Martin Rvze, Marquis d’Effiat et de Longemeau, Conseiller du Roy en son Conseil d’Estat, Grand Maistre des Mines de France, & Gouverneur de la Province de Bourbonnois ; primary_classes: Theoretical Mathematics | Trigonometry"
