Page/Key,language,year,city,Classification,Orig_Value,llm_Value_1,llm_Value_3,llm_Value_4,llm_Value_6
UEIZFO,FRENCH,1565,Paris,Trigonometry,unrelated,unrelated,unrelated,unrelated,unrelated
VWMZ7L,LATIN,1557,Paris,Architecture,unrelated,unrelated,unrelated,unrelated,unrelated
VWMZ7L,LATIN,1557,Paris,Arithmetic,primary,primary,primary,primary,primary
VWMZ7L,LATIN,1557,Paris,Astronomy,unrelated,primary,primary,primary,primary
VWMZ7L,LATIN,1557,Paris,Cartography,unrelated,unrelated,unrelated,unrelated,unrelated
VWMZ7L,LATIN,1557,Paris,Commercial Mathematics,unrelated,unrelated,unrelated,unrelated,unrelated
VWMZ7L,LATIN,1557,Paris,Construction,unrelated,unrelated,unrelated,unrelated,unrelated
VWMZ7L,LATIN,1557,Paris,Cosmography,unrelated,unknown,secondary,unrelated,unrelated
VWMZ7L,LATIN,1557,Paris,Geography,primary,unrelated,unrelated,unrelated,unrelated
VWMZ7L,LATIN,1557,Paris,Gnomonics & Horology,unrelated,unrelated,unrelated,unrelated,unrelated
VWMZ7L,LATIN,1557,Paris,Instrument Construction,unrelated,unrelated,unrelated,unrelated,unrelated
VWMZ7L,LATIN,1557,Paris,Instrument Use,unrelated,unrelated,unrelated,unrelated,unrelated
VWMZ7L,LATIN,1557,Paris,Mechanics,unrelated,unrelated,unrelated,unrelated,unrelated
VWMZ7L,LATIN,1557,Paris,Military Engineering,unrelated,unrelated,unrelated,unrelated,unrelated
VWMZ7L,LATIN,1557,Paris,Music Theory,primary,primary,primary,primary,primary
VWMZ7L,LATIN,1557,Paris,Navigation,unrelated,unrelated,unrelated,unrelated,unrelated
VWMZ7L,LATIN,1557,Paris,Perspective,unrelated,unrelated,unrelated,unrelated,unrelated
VWMZ7L,LATIN,1557,Paris,Practical Geometry,unrelated,unknown,primary,unknown,unknown
VWMZ7L,LATIN,1557,Paris,Surveying,unrelated,unrelated,unrelated,unrelated,unrelated
VWMZ7L,LATIN,1557,Paris,Theoretical Mathematics,unrelated,primary,primary,primary,primary
VWMZ7L,LATIN,1557,Paris,Trigonometry,unrelated,unrelated,unknown,unrelated,unknown
Valencia_1569,LATIN,1569,Valencia,Architecture,unrelated,unrelated,unrelated,unrelated,unrelated
Valencia_1569,LATIN,1569,Valencia,Arithmetic,primary,primary,primary,primary,primary
Valencia_1569,LATIN,1569,Valencia,Astronomy,unrelated,unrelated,unrelated,unrelated,unrelated
Valencia_1569,LATIN,1569,Valencia,Cartography,unrelated,unrelated,unrelated,unrelated,unrelated
Valencia_1569,LATIN,1569,Valencia,Commercial Mathematics,unrelated,unrelated,unrelated,unrelated,unrelated
Valencia_1569,LATIN,1569,Valencia,Construction,unrelated,unrelated,unrelated,unrelated,unrelated
Valencia_1569,LATIN,1569,Valencia,Cosmography,unrelated,unrelated,unrelated,unrelated,unrelated
Valencia_1569,LATIN,1569,Valencia,Geography,unrelated,unrelated,unrelated,unrelated,unrelated
Valencia_1569,LATIN,1569,Valencia,Gnomonics & Horology,unrelated,unrelated,unrelated,unrelated,unrelated
Valencia_1569,LATIN,1569,Valencia,Instrument Construction,unrelated,unrelated,unrelated,unrelated,unrelated
Valencia_1569,LATIN,1569,Valencia,Instrument Use,unrelated,unrelated,unrelated,unrelated,unrelated
Valencia_1569,LATIN,1569,Valencia,Mechanics,unrelated,unrelated,unrelated,unrelated,unrelated
Valencia_1569,LATIN,1569,Valencia,Military Engineering,unrelated,unrelated,unrelated,unrelated,unrelated
Valencia_1569,LATIN,1569,Valencia,Music Theory,unrelated,unrelated,unrelated,unrelated,unrelated
Valencia_1569,LATIN,1569,Valencia,Navigation,unrelated,unrelated,unrelated,unrelated,unrelated
Valencia_1569,LATIN,1569,Valencia,Perspective,unrelated,unrelated,unrelated,unrelated,unrelated
Valencia_1569,LATIN,1569,Valencia,Practical Geometry,primary,unknown,secondary,secondary,unrelated
Valencia_1569,LATIN,1569,Valencia,Surveying,unrelated,unrelated,unrelated,unrelated,unrelated
Valencia_1569,LATIN,1569,Valencia,Theoretical Mathematics,unrelated,primary,primary,primary,primary
Valencia_1569,LATIN,1569,Valencia,Trigonometry,unrelated,unrelated,unrelated,unrelated,unrelated
WHEESV,LATIN,1600,Pesaro,Architecture,unrelated,secondary,unrelated,unrelated,unknown
WHEESV,LATIN,1600,Pesaro,Arithmetic,unrelated,unrelated,unrelated,unrelated,unrelated
WHEESV,LATIN,1600,Pesaro,Astronomy,unrelated,unrelated,unrelated,unrelated,unrelated
WHEESV,LATIN,1600,Pesaro,Cartography,unrelated,unrelated,unrelated,unrelated,unrelated
WHEESV,LATIN,1600,Pesaro,Commercial Mathematics,unrelated,unrelated,unrelated,unrelated,unrelated
WHEESV,LATIN,1600,Pesaro,Construction,unrelated,unrelated,unrelated,unrelated,unrelated
WHEESV,LATIN,1600,Pesaro,Cosmography,unrelated,unrelated,unrelated,unrelated,unrelated
WHEESV,LATIN,1600,Pesaro,Geography,unrelated,unrelated,unrelated,unrelated,unrelated
WHEESV,LATIN,1600,Pesaro,Gnomonics & Horology,unrelated,unrelated,unrelated,unrelated,unrelated
WHEESV,LATIN,1600,Pesaro,Instrument Construction,unrelated,unrelated,unrelated,unrelated,unrelated
WHEESV,LATIN,1600,Pesaro,Instrument Use,unrelated,unrelated,unrelated,unrelated,unknown
WHEESV,LATIN,1600,Pesaro,Mechanics,unrelated,unrelated,unrelated,unrelated,unrelated
WHEESV,LATIN,1600,Pesaro,Military Engineering,unrelated,unrelated,unrelated,unrelated,unrelated
WHEESV,LATIN,1600,Pesaro,Music Theory,unrelated,unrelated,unrelated,unrelated,unrelated
WHEESV,LATIN,1600,Pesaro,Navigation,unrelated,unrelated,unrelated,unrelated,unrelated
WHEESV,LATIN,1600,Pesaro,Perspective,primary,primary,primary,primary,primary
WHEESV,LATIN,1600,Pesaro,Practical Geometry,unrelated,secondary,unrelated,unrelated,unknown
WHEESV,LATIN,1600,Pesaro,Surveying,unrelated,unrelated,unrelated,unrelated,unrelated
WHEESV,LATIN,1600,Pesaro,Theoretical Mathematics,unrelated,secondary,unrelated,unrelated,unknown
WHEESV,LATIN,1600,Pesaro,Trigonometry,unrelated,secondary,unrelated,unrelated,unknown
X2T7PY,LATIN,1586,Rome,Architecture,unrelated,unrelated,unrelated,unrelated,unrelated
X2T7PY,LATIN,1586,Rome,Arithmetic,unrelated,unrelated,secondary,unknown,unrelated
X2T7PY,LATIN,1586,Rome,Astronomy,unrelated,unrelated,secondary,unknown,unrelated
X2T7PY,LATIN,1586,Rome,Cartography,unrelated,unrelated,unrelated,unrelated,unrelated
X2T7PY,LATIN,1586,Rome,Commercial Mathematics,unrelated,unrelated,unrelated,unrelated,unrelated
X2T7PY,LATIN,1586,Rome,Construction,unrelated,unrelated,unrelated,unrelated,unrelated
X2T7PY,LATIN,1586,Rome,Cosmography,unrelated,unrelated,unrelated,unrelated,unrelated
X2T7PY,LATIN,1586,Rome,Geography,unrelated,unrelated,unrelated,unrelated,unrelated
X2T7PY,LATIN,1586,Rome,Gnomonics & Horology,primary,primary,primary,primary,primary
X2T7PY,LATIN,1586,Rome,Instrument Construction,unrelated,primary,primary,primary,primary
X2T7PY,LATIN,1586,Rome,Instrument Use,unrelated,primary,primary,primary,primary
X2T7PY,LATIN,1586,Rome,Mechanics,unrelated,secondary,secondary,unknown,unknown
X2T7PY,LATIN,1586,Rome,Military Engineering,unrelated,unrelated,unrelated,unrelated,unrelated
X2T7PY,LATIN,1586,Rome,Music Theory,unrelated,unrelated,unrelated,unrelated,unrelated
X2T7PY,LATIN,1586,Rome,Navigation,unrelated,unrelated,unrelated,unrelated,unrelated
X2T7PY,LATIN,1586,Rome,Perspective,unrelated,unrelated,unrelated,unrelated,unrelated
X2T7PY,LATIN,1586,Rome,Practical Geometry,unrelated,unrelated,secondary,unknown,unknown
X2T7PY,LATIN,1586,Rome,Surveying,unrelated,unrelated,unrelated,unrelated,unrelated
X2T7PY,LATIN,1586,Rome,Theoretical Mathematics,unrelated,unrelated,unrelated,unknown,unrelated
X2T7PY,LATIN,1586,Rome,Trigonometry,unrelated,unrelated,secondary,unknown,unrelated
X5YBIB,FRENCH,1586,Paris,Architecture,unrelated,unrelated,unrelated,unrelated,unrelated
X5YBIB,FRENCH,1586,Paris,Arithmetic,unrelated,unknown,unrelated,secondary,unrelated
X5YBIB,FRENCH,1586,Paris,Astronomy,unrelated,unrelated,unrelated,unrelated,unrelated
X5YBIB,FRENCH,1586,Paris,Cartography,unrelated,unrelated,unrelated,unrelated,unrelated
X5YBIB,FRENCH,1586,Paris,Commercial Mathematics,unrelated,unrelated,unrelated,unrelated,unrelated
X5YBIB,FRENCH,1586,Paris,Construction,unrelated,secondary,unknown,secondary,unrelated
X5YBIB,FRENCH,1586,Paris,Cosmography,unrelated,unrelated,unrelated,unrelated,unrelated
X5YBIB,FRENCH,1586,Paris,Geography,unrelated,unrelated,unrelated,unrelated,unrelated
X5YBIB,FRENCH,1586,Paris,Gnomonics & Horology,unrelated,unrelated,unrelated,unrelated,unrelated
X5YBIB,FRENCH,1586,Paris,Instrument Construction,unrelated,unknown,unknown,unrelated,unknown
X5YBIB,FRENCH,1586,Paris,Instrument Use,unrelated,primary,primary,primary,primary
X5YBIB,FRENCH,1586,Paris,Mechanics,unrelated,unrelated,unrelated,unrelated,unrelated
X5YBIB,FRENCH,1586,Paris,Military Engineering,unrelated,unrelated,unrelated,unrelated,unrelated
X5YBIB,FRENCH,1586,Paris,Music Theory,unrelated,unrelated,unrelated,unrelated,unrelated
X5YBIB,FRENCH,1586,Paris,Navigation,unrelated,unrelated,unrelated,unrelated,unrelated
X5YBIB,FRENCH,1586,Paris,Perspective,unrelated,unrelated,unrelated,unrelated,unrelated
X5YBIB,FRENCH,1586,Paris,Practical Geometry,primary,primary,primary,primary,primary
X5YBIB,FRENCH,1586,Paris,Surveying,unrelated,primary,secondary,secondary,unrelated
X5YBIB,FRENCH,1586,Paris,Theoretical Mathematics,unrelated,secondary,secondary,secondary,secondary
X5YBIB,FRENCH,1586,Paris,Trigonometry,unrelated,unrelated,unknown,unknown,unrelated
XHZ2XV,LATIN,1592,Tournon,Architecture,,unrelated,unrelated,unrelated,unrelated
XHZ2XV,LATIN,1592,Tournon,Arithmetic,,primary,primary,primary,primary
XHZ2XV,LATIN,1592,Tournon,Astronomy,,primary,primary,unknown,primary
XHZ2XV,LATIN,1592,Tournon,Cartography,,unrelated,unrelated,unrelated,unrelated
XHZ2XV,LATIN,1592,Tournon,Commercial Mathematics,,unrelated,unrelated,unrelated,unrelated
XHZ2XV,LATIN,1592,Tournon,Construction,,unrelated,unrelated,unrelated,unrelated
XHZ2XV,LATIN,1592,Tournon,Cosmography,,secondary,secondary,unrelated,unknown
XHZ2XV,LATIN,1592,Tournon,Geography,,unrelated,unrelated,unrelated,unrelated
XHZ2XV,LATIN,1592,Tournon,Gnomonics & Horology,,unrelated,unrelated,unrelated,unrelated
XHZ2XV,LATIN,1592,Tournon,Instrument Construction,,unrelated,unrelated,unrelated,unrelated
XHZ2XV,LATIN,1592,Tournon,Instrument Use,,unrelated,unrelated,unrelated,unrelated
XHZ2XV,LATIN,1592,Tournon,Mechanics,,unrelated,unrelated,unrelated,unrelated
XHZ2XV,LATIN,1592,Tournon,Military Engineering,,unrelated,unrelated,unrelated,unrelated
XHZ2XV,LATIN,1592,Tournon,Music Theory,,primary,primary,primary,primary
XHZ2XV,LATIN,1592,Tournon,Navigation,,unrelated,unrelated,unrelated,unrelated
XHZ2XV,LATIN,1592,Tournon,Perspective,,unrelated,unrelated,unrelated,unrelated
XHZ2XV,LATIN,1592,Tournon,Practical Geometry,,secondary,primary,unknown,primary
XHZ2XV,LATIN,1592,Tournon,Surveying,,unrelated,unrelated,unrelated,unrelated
XHZ2XV,LATIN,1592,Tournon,Theoretical Mathematics,,primary,secondary,primary,secondary
XHZ2XV,LATIN,1592,Tournon,Trigonometry,,secondary,unrelated,unrelated,unknown
XXI4KS,GERMAN,1509,Nuremberg,Architecture,unrelated,unrelated,unknown,secondary,unknown
XXI4KS,GERMAN,1509,Nuremberg,Arithmetic,unrelated,unrelated,unrelated,unrelated,unrelated
XXI4KS,GERMAN,1509,Nuremberg,Astronomy,unrelated,unrelated,unrelated,unrelated,unrelated
XXI4KS,GERMAN,1509,Nuremberg,Cartography,unrelated,unrelated,unrelated,unrelated,unrelated
XXI4KS,GERMAN,1509,Nuremberg,Commercial Mathematics,unrelated,unrelated,unrelated,unrelated,unrelated
XXI4KS,GERMAN,1509,Nuremberg,Construction,unrelated,unrelated,unrelated,unrelated,unrelated
XXI4KS,GERMAN,1509,Nuremberg,Cosmography,unrelated,unrelated,unrelated,unrelated,unrelated
XXI4KS,GERMAN,1509,Nuremberg,Geography,unrelated,unrelated,unrelated,unrelated,unrelated
XXI4KS,GERMAN,1509,Nuremberg,Gnomonics & Horology,unrelated,unrelated,unrelated,unrelated,unrelated
XXI4KS,GERMAN,1509,Nuremberg,Instrument Construction,unrelated,unrelated,unrelated,unrelated,unrelated
XXI4KS,GERMAN,1509,Nuremberg,Instrument Use,unrelated,unrelated,unknown,unrelated,unrelated
XXI4KS,GERMAN,1509,Nuremberg,Mechanics,unrelated,unrelated,unrelated,unrelated,unrelated
XXI4KS,GERMAN,1509,Nuremberg,Military Engineering,unrelated,unrelated,unrelated,unrelated,unrelated
XXI4KS,GERMAN,1509,Nuremberg,Music Theory,unrelated,unrelated,unrelated,unrelated,unrelated
XXI4KS,GERMAN,1509,Nuremberg,Navigation,unrelated,unrelated,unrelated,unrelated,unrelated
XXI4KS,GERMAN,1509,Nuremberg,Perspective,primary,primary,primary,primary,primary
XXI4KS,GERMAN,1509,Nuremberg,Practical Geometry,unrelated,secondary,unknown,secondary,unknown
XXI4KS,GERMAN,1509,Nuremberg,Surveying,unrelated,unrelated,unrelated,unrelated,unrelated
XXI4KS,GERMAN,1509,Nuremberg,Theoretical Mathematics,unrelated,unrelated,unknown,unrelated,unknown
XXI4KS,GERMAN,1509,Nuremberg,Trigonometry,unrelated,unrelated,unknown,secondary,unknown
YCXMIJ,FRENCH,1565,Paris,Architecture,unrelated,unknown,unrelated,unknown,unrelated
YCXMIJ,FRENCH,1565,Paris,Arithmetic,unrelated,unknown,unrelated,unknown,unknown
YCXMIJ,FRENCH,1565,Paris,Astronomy,unrelated,unknown,unknown,unknown,unknown
YCXMIJ,FRENCH,1565,Paris,Cartography,unrelated,unknown,unrelated,unknown,unrelated
YCXMIJ,FRENCH,1565,Paris,Commercial Mathematics,unrelated,unknown,unrelated,unknown,unrelated
YCXMIJ,FRENCH,1565,Paris,Construction,unrelated,unknown,unrelated,unknown,unrelated
YCXMIJ,FRENCH,1565,Paris,Cosmography,unrelated,unknown,unrelated,unknown,unknown
YCXMIJ,FRENCH,1565,Paris,Geography,unrelated,unknown,unrelated,unknown,unrelated
YCXMIJ,FRENCH,1565,Paris,Gnomonics & Horology,unrelated,unknown,unrelated,unknown,unknown
YCXMIJ,FRENCH,1565,Paris,Instrument Construction,unrelated,unknown,unrelated,unknown,unrelated
YCXMIJ,FRENCH,1565,Paris,Instrument Use,unrelated,unknown,unrelated,unknown,unrelated
YCXMIJ,FRENCH,1565,Paris,Mechanics,primary,unknown,secondary,primary,primary
YCXMIJ,FRENCH,1565,Paris,Military Engineering,unrelated,unknown,unrelated,unknown,unrelated
YCXMIJ,FRENCH,1565,Paris,Music Theory,unrelated,unknown,unrelated,unknown,unrelated
YCXMIJ,FRENCH,1565,Paris,Navigation,unrelated,unknown,unrelated,unknown,unrelated
YCXMIJ,FRENCH,1565,Paris,Perspective,unrelated,unknown,unrelated,unknown,unrelated
YCXMIJ,FRENCH,1565,Paris,Practical Geometry,unrelated,unknown,unrelated,unknown,unknown
YCXMIJ,FRENCH,1565,Paris,Surveying,unrelated,unknown,unrelated,unknown,unrelated
YCXMIJ,FRENCH,1565,Paris,Theoretical Mathematics,unrelated,unknown,primary,unknown,secondary
YCXMIJ,FRENCH,1565,Paris,Trigonometry,unrelated,unknown,unrelated,unknown,unknown
YPQYIR,FRENCH,1565,Paris,Architecture,unrelated,unrelated,unrelated,unrelated,unrelated
YPQYIR,FRENCH,1565,Paris,Arithmetic,unrelated,unknown,secondary,secondary,unrelated
YPQYIR,FRENCH,1565,Paris,Astronomy,unrelated,unrelated,unrelated,unrelated,unrelated
YPQYIR,FRENCH,1565,Paris,Cartography,unrelated,unrelated,unrelated,unrelated,unrelated
YPQYIR,FRENCH,1565,Paris,Commercial Mathematics,unrelated,unrelated,unrelated,unrelated,unrelated
YPQYIR,FRENCH,1565,Paris,Construction,unrelated,unrelated,unrelated,unrelated,unrelated
YPQYIR,FRENCH,1565,Paris,Cosmography,unrelated,unrelated,unrelated,unrelated,unrelated
YPQYIR,FRENCH,1565,Paris,Geography,unrelated,unrelated,unrelated,unrelated,unrelated
YPQYIR,FRENCH,1565,Paris,Gnomonics & Horology,unrelated,unrelated,unrelated,unrelated,unrelated
YPQYIR,FRENCH,1565,Paris,Instrument Construction,unrelated,unknown,unrelated,unrelated,unrelated
YPQYIR,FRENCH,1565,Paris,Instrument Use,unrelated,unknown,unrelated,unrelated,unrelated
YPQYIR,FRENCH,1565,Paris,Mechanics,primary,primary,secondary,primary,primary
YPQYIR,FRENCH,1565,Paris,Military Engineering,unrelated,unrelated,unrelated,unrelated,unrelated
YPQYIR,FRENCH,1565,Paris,Music Theory,unrelated,unrelated,unrelated,unrelated,unrelated
YPQYIR,FRENCH,1565,Paris,Navigation,unrelated,unrelated,unrelated,unrelated,unrelated
YPQYIR,FRENCH,1565,Paris,Perspective,unrelated,unrelated,unrelated,unrelated,unrelated
YPQYIR,FRENCH,1565,Paris,Practical Geometry,unrelated,unknown,primary,secondary,unrelated
YPQYIR,FRENCH,1565,Paris,Surveying,unrelated,unrelated,unrelated,unrelated,unrelated
YPQYIR,FRENCH,1565,Paris,Theoretical Mathematics,unrelated,primary,primary,secondary,secondary
YPQYIR,FRENCH,1565,Paris,Trigonometry,unrelated,unrelated,unrelated,unrelated,unrelated
YQDZSW,FRENCH,1565,Paris,Architecture,unrelated,unrelated,unrelated,unrelated,unrelated
YQDZSW,FRENCH,1565,Paris,Arithmetic,unrelated,unrelated,unrelated,unrelated,unrelated
YQDZSW,FRENCH,1565,Paris,Astronomy,unrelated,unrelated,unrelated,unrelated,unrelated
YQDZSW,FRENCH,1565,Paris,Cartography,unrelated,unrelated,unrelated,unrelated,unrelated
YQDZSW,FRENCH,1565,Paris,Commercial Mathematics,unrelated,unrelated,unrelated,unrelated,unrelated
YQDZSW,FRENCH,1565,Paris,Construction,unrelated,unrelated,unrelated,unrelated,unrelated
YQDZSW,FRENCH,1565,Paris,Cosmography,unrelated,unrelated,unrelated,unrelated,unrelated
YQDZSW,FRENCH,1565,Paris,Geography,unrelated,unrelated,unrelated,unrelated,unrelated
YQDZSW,FRENCH,1565,Paris,Gnomonics & Horology,unrelated,unrelated,unrelated,unrelated,unrelated
YQDZSW,FRENCH,1565,Paris,Instrument Construction,unrelated,unrelated,unrelated,unrelated,unrelated
YQDZSW,FRENCH,1565,Paris,Instrument Use,unrelated,unrelated,unrelated,unrelated,unrelated
YQDZSW,FRENCH,1565,Paris,Mechanics,primary,primary,primary,primary,primary
YQDZSW,FRENCH,1565,Paris,Military Engineering,unrelated,unrelated,unrelated,unrelated,unrelated
YQDZSW,FRENCH,1565,Paris,Music Theory,unrelated,unrelated,unrelated,unrelated,unrelated
YQDZSW,FRENCH,1565,Paris,Navigation,unrelated,unrelated,unrelated,unrelated,unrelated
YQDZSW,FRENCH,1565,Paris,Perspective,unrelated,unrelated,unrelated,unrelated,unrelated
YQDZSW,FRENCH,1565,Paris,Practical Geometry,unrelated,unknown,primary,secondary,unrelated
YQDZSW,FRENCH,1565,Paris,Surveying,unrelated,unrelated,unrelated,unrelated,unrelated
YQDZSW,FRENCH,1565,Paris,Theoretical Mathematics,unrelated,secondary,primary,secondary,primary
YQDZSW,FRENCH,1565,Paris,Trigonometry,unrelated,unrelated,unknown,unrelated,unrelated
Z0K13S,LATIN,1543,Nuremberg,Architecture,unrelated,unrelated,unrelated,unrelated,unrelated
Z0K13S,LATIN,1543,Nuremberg,Arithmetic,unrelated,secondary,secondary,secondary,unrelated
Z0K13S,LATIN,1543,Nuremberg,Astronomy,primary,primary,primary,primary,primary
Z0K13S,LATIN,1543,Nuremberg,Cartography,unrelated,unrelated,unrelated,unrelated,unrelated
Z0K13S,LATIN,1543,Nuremberg,Commercial Mathematics,unrelated,unrelated,unrelated,unrelated,unrelated
Z0K13S,LATIN,1543,Nuremberg,Construction,unrelated,unrelated,unrelated,unrelated,unrelated
Z0K13S,LATIN,1543,Nuremberg,Cosmography,unrelated,secondary,secondary,secondary,unrelated
Z0K13S,LATIN,1543,Nuremberg,Geography,unrelated,unrelated,unrelated,unrelated,unrelated
Z0K13S,LATIN,1543,Nuremberg,Gnomonics & Horology,unrelated,unrelated,unrelated,unrelated,unrelated
Z0K13S,LATIN,1543,Nuremberg,Instrument Construction,unrelated,unrelated,unrelated,unrelated,unrelated
Z0K13S,LATIN,1543,Nuremberg,Instrument Use,unrelated,unrelated,unrelated,unrelated,unrelated
Z0K13S,LATIN,1543,Nuremberg,Mechanics,unrelated,unrelated,unrelated,unrelated,unrelated
Z0K13S,LATIN,1543,Nuremberg,Military Engineering,unrelated,unrelated,unrelated,unrelated,unrelated
Z0K13S,LATIN,1543,Nuremberg,Music Theory,unrelated,unrelated,unrelated,unrelated,unrelated
Z0K13S,LATIN,1543,Nuremberg,Navigation,unrelated,unrelated,unrelated,unrelated,unrelated
Z0K13S,LATIN,1543,Nuremberg,Perspective,unrelated,unrelated,unrelated,unrelated,unrelated
Z0K13S,LATIN,1543,Nuremberg,Practical Geometry,unrelated,secondary,secondary,secondary,unrelated
Z0K13S,LATIN,1543,Nuremberg,Surveying,unrelated,unrelated,unrelated,unrelated,unrelated
Z0K13S,LATIN,1543,Nuremberg,Theoretical Mathematics,unrelated,secondary,secondary,secondary,unrelated
Z0K13S,LATIN,1543,Nuremberg,Trigonometry,unrelated,primary,secondary,secondary,unknown
ZGOHUR,LATIN,1581,Rome,Architecture,unrelated,unrelated,unrelated,unrelated,unrelated
ZGOHUR,LATIN,1581,Rome,Arithmetic,unrelated,unrelated,unrelated,secondary,unrelated
ZGOHUR,LATIN,1581,Rome,Astronomy,unrelated,secondary,secondary,secondary,secondary
ZGOHUR,LATIN,1581,Rome,Cartography,unrelated,unrelated,unrelated,unrelated,unrelated
ZGOHUR,LATIN,1581,Rome,Commercial Mathematics,unrelated,unrelated,unrelated,unrelated,unrelated
ZGOHUR,LATIN,1581,Rome,Construction,unrelated,unrelated,unrelated,secondary,unrelated
ZGOHUR,LATIN,1581,Rome,Cosmography,unrelated,unrelated,unrelated,unrelated,unrelated
ZGOHUR,LATIN,1581,Rome,Geography,unrelated,unrelated,unrelated,unrelated,unrelated
ZGOHUR,LATIN,1581,Rome,Gnomonics & Horology,primary,primary,primary,primary,primary
ZGOHUR,LATIN,1581,Rome,Instrument Construction,unrelated,primary,secondary,secondary,secondary
ZGOHUR,LATIN,1581,Rome,Instrument Use,unrelated,secondary,secondary,secondary,secondary
ZGOHUR,LATIN,1581,Rome,Mechanics,unrelated,unrelated,unrelated,unrelated,unrelated
ZGOHUR,LATIN,1581,Rome,Military Engineering,unrelated,unrelated,unrelated,unrelated,unrelated
ZGOHUR,LATIN,1581,Rome,Music Theory,unrelated,unrelated,unrelated,unrelated,unrelated
ZGOHUR,LATIN,1581,Rome,Navigation,unrelated,unrelated,unrelated,unrelated,unrelated
ZGOHUR,LATIN,1581,Rome,Perspective,unrelated,unrelated,unrelated,unrelated,unrelated
ZGOHUR,LATIN,1581,Rome,Practical Geometry,unrelated,primary,primary,primary,secondary
ZGOHUR,LATIN,1581,Rome,Surveying,unrelated,unrelated,unrelated,unrelated,unrelated
ZGOHUR,LATIN,1581,Rome,Theoretical Mathematics,unrelated,secondary,secondary,secondary,secondary
ZGOHUR,LATIN,1581,Rome,Trigonometry,unrelated,unknown,secondary,secondary,unknown
ZN24V0,GERMAN,1543,Nuremberg,Architecture,,primary,primary,primary,primary
ZN24V0,GERMAN,1543,Nuremberg,Arithmetic,,unrelated,unrelated,unrelated,unrelated
ZN24V0,GERMAN,1543,Nuremberg,Astronomy,,unrelated,unrelated,unrelated,unrelated
ZN24V0,GERMAN,1543,Nuremberg,Cartography,,unrelated,unrelated,unrelated,unrelated
ZN24V0,GERMAN,1543,Nuremberg,Commercial Mathematics,,unrelated,unrelated,unrelated,unrelated
ZN24V0,GERMAN,1543,Nuremberg,Construction,,secondary,unrelated,unrelated,unknown
ZN24V0,GERMAN,1543,Nuremberg,Cosmography,,unrelated,unrelated,unrelated,unrelated
ZN24V0,GERMAN,1543,Nuremberg,Geography,,unrelated,unrelated,unrelated,unrelated
ZN24V0,GERMAN,1543,Nuremberg,Gnomonics & Horology,,unrelated,unrelated,unrelated,unrelated
ZN24V0,GERMAN,1543,Nuremberg,Instrument Construction,,unrelated,unrelated,unrelated,unknown
ZN24V0,GERMAN,1543,Nuremberg,Instrument Use,,unrelated,unrelated,unrelated,unknown
ZN24V0,GERMAN,1543,Nuremberg,Mechanics,,unrelated,unrelated,unrelated,unknown
ZN24V0,GERMAN,1543,Nuremberg,Military Engineering,,unrelated,unrelated,unrelated,unrelated
ZN24V0,GERMAN,1543,Nuremberg,Music Theory,,unrelated,unrelated,unrelated,unrelated
ZN24V0,GERMAN,1543,Nuremberg,Navigation,,unrelated,unrelated,unrelated,unrelated
ZN24V0,GERMAN,1543,Nuremberg,Perspective,,primary,primary,primary,primary
ZN24V0,GERMAN,1543,Nuremberg,Practical Geometry,,primary,primary,primary,primary
ZN24V0,GERMAN,1543,Nuremberg,Surveying,,unrelated,unrelated,unknown,unknown
ZN24V0,GERMAN,1543,Nuremberg,Theoretical Mathematics,,primary,unknown,secondary,unknown
ZN24V0,GERMAN,1543,Nuremberg,Trigonometry,,unknown,unknown,unknown,unknown
ZQIHYL,LATIN,1531,Lyon,Architecture,unrelated,unknown,unknown,unknown,unrelated
ZQIHYL,LATIN,1531,Lyon,Arithmetic,unrelated,unknown,unknown,unknown,unrelated
ZQIHYL,LATIN,1531,Lyon,Astronomy,unrelated,unknown,unknown,unknown,unrelated
ZQIHYL,LATIN,1531,Lyon,Cartography,unrelated,unknown,unknown,unknown,unrelated
ZQIHYL,LATIN,1531,Lyon,Commercial Mathematics,unrelated,unknown,unknown,unknown,unrelated
ZQIHYL,LATIN,1531,Lyon,Construction,unrelated,unknown,unknown,unknown,unrelated
ZQIHYL,LATIN,1531,Lyon,Cosmography,unrelated,unknown,unknown,unknown,unrelated
ZQIHYL,LATIN,1531,Lyon,Geography,unrelated,unknown,unknown,unknown,unrelated
ZQIHYL,LATIN,1531,Lyon,Gnomonics & Horology,unrelated,unknown,unknown,unknown,unrelated
ZQIHYL,LATIN,1531,Lyon,Instrument Construction,unrelated,unknown,unknown,unknown,unrelated
ZQIHYL,LATIN,1531,Lyon,Instrument Use,unrelated,unknown,unknown,unknown,unrelated
ZQIHYL,LATIN,1531,Lyon,Mechanics,unrelated,unknown,unknown,unknown,unrelated
ZQIHYL,LATIN,1531,Lyon,Military Engineering,unrelated,unknown,unknown,unknown,unrelated
ZQIHYL,LATIN,1531,Lyon,Music Theory,unrelated,unknown,unknown,unknown,unrelated
ZQIHYL,LATIN,1531,Lyon,Navigation,unrelated,unknown,unknown,unknown,unrelated
ZQIHYL,LATIN,1531,Lyon,Perspective,unrelated,unknown,unknown,unknown,unrelated
ZQIHYL,LATIN,1531,Lyon,Practical Geometry,unrelated,unknown,unknown,unknown,unrelated
