letter_number,letter_name,page_number,volume
1242,"Le Masle à Boulliaud, 7 janvier 1644",3,vol_13
1243,"De Laet à Boswell, 10 janvier 1644",6,vol_13
1244,"Const. Huygens à Mersenne, 12 janvier 1644",8,vol_13
1245,"Mersenne à Torricelli, 13 janvier 1644",11,vol_13
1246,"Deschamps à Mersenne, 15 janvier 1644",15,vol_13
1247,"Gassend à L. E. de Valois, 29 janvier 1644",19,vol_13
1248,"Const. Huygens à J. A. Ban, 31 janvier 1644",21,vol_13
1249,"Gassend à L. E. de Valois, 5 février 1644",22,vol_13
1250,"J. A. Ban à Const. Huygens, 5 février 1644",23,vol_13
1251,"Const. Huygens à Descartes, 15 février 1644",25,vol_13
1252,"Heereboord à Gassend, 20 février 1644",27,vol_13
1253,"Descartes à Const. Huygens, 26 février 1644",29,vol_13
1254,"Sorbière à Cabelranius, 1er mars 1644",32,vol_13
1255,"Deschamps à Mersenne, 1er mars 1644",34,vol_13
1256,"Mersenne à A. Rivet, 12 mars 1644",38,vol_13
1257,Dédicaces,42,vol_13
1257. A.,"Mersenne à L. de Spezzano, 1644",43,vol_13
1257. A bis.,"Mersenne à L. de Spezzano, 1644",46,vol_13
1257. B.,"Mersenne à J. Hallé, 1644",49,vol_13
1257. C.,"Mersenne à J. d'Estampes-Valençay, 1644",52,vol_13
1257. D.,"Mersenne à E. de Puget, 1644",57,vol_13
1257. E.,"Mersenne à C. Marcel, 1644",63,vol_13
1257. F.,"Mersenne à J. J. de Barillon, 1644",68,vol_13
1257. G.,"Mersenne à L. E. de Valois, 1644",73,vol_13
1257. H.,"Mersenne à F. de La Noüe, 1644",78,vol_13
1257. I.,"Mersenne à R. Descartes, 1644",83,vol_13
1258.,"A. Rivet à Mersenne, 28 mars 1644",89,vol_13
1259,"Mersenne à Ruar, 1er avril 1644",93,vol_13
1260.,"A. Rivet à Sarrau, 4 avril 1644",96,vol_13
1261,"J. Romo... (?) à Mersenne, 9 avril 1644",97,vol_13
1262,"Pineau à A. Rivet, (9 avril 1644)",100,vol_13
1263,"Mersenne à A. Rivet, 15 avril 1644",101,vol_13
1264,"Pineau à Const. Huygens, 15 avril 1644",102,vol_13
1265,"Mersenne à Const. Huygens, 15 avril 1644",107,vol_13
1266,"Sorbière à Gassend, 18 avril (1644)",109,vol_13
1267,"Pineau à A. Rivet, 23 avril 1644",110,vol_13
1268,"Torricelli à Mersenne, 1er mai 1644",111,vol_13
1269,"Mersenne à A. Rivet, 1er mai 1644",112,vol_13
1270.,"Deschamps à Mersenne, 8 mai 1644",126,vol_13
1272.,"Sorbier à Gassend, 10 mai 1644",133,vol_13
1273.,"Doni à Mersenne, 11 mai 1644",135,vol_13
1274.,"Du Verdus à Torricelli, 21 mai 1644",139,vol_13
1275.,"Brun à Mersenne, ... mai 1644",143,vol_13
1276.,"Caramuel à Mersenne, 5 juin 1644",147,vol_13
1277.,"Saumaise à A. Rivet, 10 juin 1644",153,vol_13
1278.,"Sorbier à Vicofurtius, 13 juin 1644",154,vol_13
1279.,"Ruar à Mersenne, 20 juin 1644",161,vol_13
1280.,"Mersenne à Torricelli, 24 juin 1644",168,vol_13
1281.,"Gassend à Caramuel, 25 juin 1644",169,vol_13
1282.,"Caramuel à Gassend, 8 juillet 1644",171,vol_13
1283.,"Meland à Mersenne, 10 juillet 1644",174,vol_13
1284.,"Pineau à A. Rivet, 30 juillet 1644",175,vol_13
1285.,"Const. Huygens à Mersenne, (juillet 1644).",177,vol_13
1286.,"Du Verdus à Mersenne, (fin juillet 1644).",184,vol_13
1287.,"Torricelli à Mersenne, (fin juillet 1644)",187,vol_13
1288.,"Torricelli à Magiotti, (fin juillet 1644)",190,vol_13
1289.,"Cavendish à Pell, 5 août 1644",192,vol_13
1290.,"Pineau à A. Rivet, 6 août 1644",193,vol_13
1291.,"Const. Huygens à Mersenne, 16 août 1644",198,vol_13
1292.,"Pell à Cavendish, 17 août 1644",201,vol_13
1293.,"Mersenne à Const. Huygens, 20 (août) 1644",204,vol_13
1294.,"Cavendish à Pell, 26 août 1644",206,vol_13
1295.,"Studer van Surck à Const. Huygens, 30 août 1644",207,vol_13
1296.,"Const. Huygens à Calandrini, 30 août 1644",210,vol_13
1297.,"Const. Huygens à van Santen, 30 août 1644",212,vol_13
1298.,"Moreau à Mersenne, (juillet ou août 1644)",214,vol_13
1299.,"Caramuel à Gassend, 10 septembre 1644",215,vol_13
1300.,"Digby à Mersenne, (1644)",219,vol_13
1301.,"Digby à Mersenne, (1644)",221,vol_13
1302.,"Pell à Cavendish, 17 septembre 1644",223,vol_13
1303.,"A. Rivet à Sarrau, 19 septembre 1644",225,vol_13
1304.,"Bornius à Gassend, 20 septembre 1644",227,vol_13
1305.,"Cavendish à Pell, (fin septembre ou début octobre 1644).",230,vol_13
1306.,"Gassend à Bornius, 1er octobre 1644",231,vol_13
1307.,"Du Verdus à Torricelli, 9 octobre 1644",233,vol_13
1308.,"Gassend à Caramuel, 15 octobre 1644",234,vol_13
1309.,"L. de Valois à Gassend, 18 octobre 1644",249,vol_13
1310.,"Cavendish à Pell, 20 octobre 1644",251,vol_13
1311.,"Pineau à A. Rivet, 22 octobre 1644",253,vol_13
1312.,"Gassend à L. de Valois, 28 octobre 1644",254,vol_13
1313.,"Sorbier à de Courcelles, 1er novembre 1644",256,vol_13
1314.,"Van Santen à Const. Huygens, 1er novembre 1644",259,vol_13
1315.,"Bardi à Gassend, 1er novembre 1644",260,vol_13
1316.,"L. de Valois à Gassend, 8 novembre 1644",261,vol_13
1317.,"Cavendish à Pell, 16 novembre 1644",263,vol_13
1318.,"Ricci à Torricelli, 9 décembre 1644",266,vol_13
1319.,"Naudé à Doni, 15 décembre 1644",267,vol_13
1320.,"Boulliaud à Mersenne, 16 décembre 1644",275,vol_13
1321.,"Torricelli à Ricci, 17 décembre 1644",277,vol_13
1322.,"Cavendish à Pell, 20 décembre 1644",279,vol_13
1323.,"Ricci à Torricelli, 24 décembre 1644",279,vol_13
1324.,"Holstenius à Doni, 24 décembre 1644",283,vol_13
1325.,"Mersenne à Torricelli, 25 décembre 1644",284,vol_13
1326.,"Cavendish à Pell, 27 décembre 1644",287,vol_13
1327.,"Ricci à Torricelli, 31 décembre 1644",289,vol_13
1328.,"A. Rivet à Gassend, 2 janvier 1645",292,vol_13
1329.,"Ricci à Torricelli, 7 janvier 1645",294,vol_13
1330.,"Torricelli à de Carcavy, (vers le 8 janvier 1645)",295,vol_13
1331.,"Torricelli à Mersenne, (vers le 8 janvier 1645)",301,vol_13
1332.,"Mersenne à Torricelli, 10 janvier 1645",309,vol_13
1333.,"Mersenne à Boulliaud, 16 janvier 1645",315,vol_13
1334.,"Torricelli à Mersenne, (vers le 17 janvier 1645)",323,vol_13
1335.,"Torricelli à Ricci, 17 janvier 1645",328,vol_13
1336.,"Mersenne à Torricelli, (vers le 20 janvier 1645)",331,vol_13
1337.,"Torricelli à Mersenne, (vers le 27 janvier 1645)",336,vol_13
1338.,"Gassend à A. Rivet, 28 janvier 1645",340,vol_13
1339.,"Ricci à Torricelli, 28 janvier 1645",341,vol_13
1340.,"Cavendish à Pell, 31 janvier 1645",342,vol_13
1341.,"Mersenne à Torricelli, 4 février 1645",343,vol_13
1342.,"Ricci à Torricelli, 4 février 1645",352,vol_13
1343.,"Torricelli à Ricci, 11 février 1645",354,vol_13
1344.,"Ricci à Torricelli, 12 février 1645",356,vol_13
1345.,"Torricelli à Mersenne, (15-22 février 1645)",358,vol_13
1346.,"Boulliaud à Mersenne, (17 février 1645)",366,vol_13
1347.,"Ricci à Torricelli, 18 février 1645",371,vol_13
1348.,"Pell à Cavendish, 8/18 février 1644/1645",373,vol_13
1349.,"Mylon à Mersenne, 25 février 1645",376,vol_13
1350.,"Torricelli à Ricci, 25 février 1645",384,vol_13
1351.,"Ricci à Torricelli, 25 février 1645",385,vol_13
1352.,"Ricci à Torricelli, 26 février 1645",387,vol_13
1353.,"Ricci à Torricelli, 5 mars 1645",389,vol_13
1354.,"Torricelli à Ricci, 11 mars 1645",393,vol_13
1355.,"Ricci à Torricelli, 12 mars 1645",395,vol_13
1356.,"Du Chesne à Boulliaud, 14 mars 1645",398,vol_13
1357.,"Mersenne à Torricelli, 15 mars 1645",399,vol_13
1358.,"Ricci à Torricelli, 19 mars 1645",405,vol_13
1359.,"Torricelli à Mersenne, (vers le 21 mars 1645)",406,vol_13
1360.,"Holstenius à Doni, 25 mars 1645",413,vol_13
1361.,"Ricci à Torricelli, 26 mars 1645",416,vol_13
1362.,"Cavalieri à Rocca, 30 mars 1645",420,vol_13
1363.,"Mersenne à Holstenius, (avant le 1er avril 1645)",422,vol_13
1364.,"Ricci à Torricelli, 2 avril 1645",423,vol_13
1365.,"Cavendish à Pell, 5 avril 1645",427,vol_13
1366.,"Ricci à Torricelli, 9 avril 1645",429,vol_13
1367.,"Spinula à Mersenne, 10 avril 1645",431,vol_13
1368.,"Mersenne à Torricelli, 28 avril 1645",438,vol_13
1369.,"Ricci à Torricelli, 30 avril 1645",440,vol_13
1370.,"Cavendish à Pell, 11 mai 1645",442,vol_13
1371.,"Cavendish à Jungius, 11 mai 1645",444,vol_13
1372.,"Pell à Cavendish, 9/19 mai 1645",448,vol_13
1373.,"Van Langren à Boulliaud, 3 juin 1645",449,vol_13
1374.,"Sarrau à Saumaise, 10 juin 1645",451,vol_13
1375.,"Ricci à Torricelli, 18 juin 1645",452,vol_13
1376,"Sorbierre à Bornius, 27 juin 1645",454,vol_13
1377,"Calandrini à Const. Huygens, 5 juillet 1645",455,vol_13
1378,"Cavendish à Pell, 7 juillet 1645",457,vol_13
1379,"Ricci à Torricelli, 8 juillet 1645",459,vol_13
1380,"Brudzynsky à Mersenne, 20 juillet 1645",460,vol_13
1381,"Mersenne à Pell, (fin juillet ou début août 1645)",465,vol_13
1382,"Cavalieri à Torricelli, 1er août 1645",466,vol_13
1383,"Descartes à Const. Huygens, 4 août 1645",468,vol_13
1384,"Torricelli à Ricci, 12 août 1645",471,vol_13
1385,"Ricci à Torricelli, 20 août 1645",475,vol_13
1386,"J. de Valois à Boulliaud, 7 septembre 1645",476,vol_13
1387,"D'Affringues à Mersenne, 14 septembre (1645)",478,vol_13
1388,"Mersenne à Holstenius, 15 septembre 1645",482,vol_13
1389,"Pineau à A. Rivet, 23 septembre 1645",483,vol_13
1390,"Ricci à Torricelli, 24 septembre 1645",487,vol_13
1391,"Du Chastelet à Mersenne, 26 septembre 1645",489,vol_13
1392,"Le Telier à Mersenne, 28 septembre 1645",492,vol_13
1393,"Mersenne à Torricelli, 10 octobre 1645",497,vol_13
1394,"Pell à Mersenne, 18 octobre 1645",500,vol_13
1395,"De Roberval à Du Verdus, 20 octobre 1645",501,vol_13
1396,"Raue à Mersenne, 21 octobre 1645",505,vol_13
1397,"Deschamps à Mersenne, 1er novembre 1645",509,vol_13
1398,"L. de Valois à Mersenne, 7 novembre 1645",511,vol_13
1399,"Petty à Pell, 8 novembre 1645",513,vol_13
1400,"Mersenne à Hottinger, (9 novembre 1645)",517,vol_13
1401,"Mersenne à Buxtorf, 9 novembre 1645",522,vol_13
1402,"Cavendish à Pell, 11 novembre 1645",524,vol_13
1403,"Mersenne à A. Rivet, (vers le 12 novembre 1645)",529,vol_13
1404,"Mersenne à Crusius, 13 novembre 1645",535,vol_13
1405,"De Gaignières à Mersenne, 16 novembre 1645",540,vol_13
1406,"Cavendish à Pell, 18 novembre 1645",541,vol_13
1407,"Mersenne à Hevelius, 25 novembre 1645",545,vol_13
1408,"Wendelin à Gassend, 26 novembre 1645",547,vol_13
1409,"Morus à Mersenne, 28 novembre 1645",550,vol_13
1410,"Neuré à Mersenne, (novembre 1645)",552,vol_13
1411,"Pineau à A. Rivet, 9 décembre 1645",553,vol_13
1412,"Mersenne à Torricelli, 13 décembre 1645",557,vol_13
1413,"Mersenne à A. Rivet, 19-28 décembre 1645",565,vol_13
1414,"Pineau à A. Rivet, 21 décembre 1645",569,vol_13
88.,"Nicolas-Claude Fabri de Peiresc aux frères Dupuy, 15 janvier 1628.",1,vol_2
89.,"Faure à Mersenne, 25 janvier 1628.",7,vol_2
90.,"Faure à Mersenne, (1628).",9,vol_2
91.,"Claude Bredeau à Mersenne, 8 février 1628",14,vol_2
92.,"Nicolas-Claude Fabri de Peiresc aux frères Dupuy, 12 février 1628.",17,vol_2
93.,"Sixten Amama à Mersenne, 23 février 1628",20,vol_2
94.,"Sixten Amama à André Rivet, 23 février 1628.",21,vol_2
95.,"Nicolas-Claude Fabri de Peiresc aux frères Dupuy, 26 février 1628.",27,vol_2
96.,Jean-Baptiste Doni à Mersenne (février ou mars 1628?),30,vol_2
97.,"Nicolas-Claude Fabri de Peiresc aux frères Dupuy, 4 mars 1628.",34,vol_2
98.,"Pierre Dupuy à Nicolas-Claude Fabri de Peiresc, 6 mars 1628",36,vol_2
99.,"Claude Bredeau à Mersenne, 12 mars 1628",38,vol_2
100.,"Jean Titelouze à Mersenne, 26 mars 1628",43,vol_2
101.,"André Rivet à Sixten Amama, fin de mars 1628",49,vol_2
102.,"(Robert) Cornier à Mersenne, 29 mars (1628).",50,vol_2
103.,"Nicolas-Claude Fabri de Peiresc aux frères Dupuy, 7 avril 1628.",61,vol_2
104.,"Jean Titelouze à Mersenne, 8 avril 1628.",63,vol_2
105.,"(Robert) Cornier à Mersenne, commencement d'avril 1628",66,vol_2
106.,"Nicolas-Claude Fabri de Peiresc aux frères Dupuy, 14 avril 1628.",70,vol_2
107.,"Nicolas-Claude Fabri de Peiresc à Mersenne, 21 avril 1628",71,vol_2
108.,"Claude Bredeau à Mersenne, avril 1628",75,vol_2
109.,"(Robert) Cornier à Mersenne, 27 avril (1628).",82,vol_2
110.,"Nicolas-Claude Fabri de Peiresc à Luc Holste, 2 mai 1628",89,vol_2
111.,"Nicolas-Claude Fabri de Peiresc aux frères Dupuy, 30 juin 1628.",90,vol_2
112.,"Claude Bredeau à Mersenne, 13 juillet 1628.",91,vol_2
113.,"Claude Bredeau à Mersenne, 13 juillet 1628",97,vol_2
114.,"Sixten Amama à André Rivet, 18 juillet 1628.",100,vol_2
115.,"Nicolas-Claude Fabri de Peiresc à Jacques Dupuy, 1er octobre 1628.",102,vol_2
116.,"Mersenne à André Rivet, 30 octobre 1628",103,vol_2
117.,"Nicolas-Claude Fabri de Peiresc aux frères Dupuy, 17 novembre 1628",131,vol_2
118,"Le P. François de la Noue à Mersen ne, 20 novembre 1628",132,vol_2
119,"Le P. Pierre d'Agutz à Mersen ne, 1er décembre 1628",142,vol_2
120,"Pierre Gassend à Nicolas-Claude Fabri de Peiresc, 2 décembre 1628",148,vol_2
121,"Mersen ne à André Rivet, 25 décembre 1628",150,vol_2
122,Jacques Gaffarel à Pierre Gassend (fin de 1628),166,vol_2
123,"Jacques de Valois à Nicolas-Claude Fabri de Peiresc, 28 janvier 1629",172,vol_2
124,"Mersen ne à Galileo Galilei, 1er février 1629",173,vol_2
125,"Pierre Gassend à Mersen ne, 4 février 1629",181,vol_2
126,"Mersen ne à André Rivet, 28 février 1629",202,vol_2
127,"Pierre Gassend à Jacques Gaffarel, 8 mars 1629",213,vol_2
128,Isaac Beeckman à Mersen ne (milieu de mars) 1629,217,vol_2
129,"Mersen ne à André Rivet, 5 avril 1629",225,vol_2
130,Isaac Beeckman à Mersen ne (juin 1629),230,vol_2
131,"Pierre Gassend à Nicolas-Claude Fabri de Peiresc, 21 juillet 1629",244,vol_2
132,René Descartes à Mersen ne (commencement d'août 1629),250,vol_2
133,"Mersen ne à Isaac Beeckman, 20 août 1629",256,vol_2
134,"Mersen ne à André Rivet, 23 août 1629",263,vol_2
135,"Pierre Gassend à Nicolas-Claude Fabri de Peiresc, 28 août 1629",268,vol_2
136,"Mersen ne à André Rivet, 13 septembre 1629",269,vol_2
137,"Pierre Gassend à Isaac Beeckman, 14 septembre 1629",273,vol_2
138,"Isaac Beeckman à Mersen ne, 1er octobre 1629",274,vol_2
139,"René Descartes à Mersen ne, 8 octobre 1629",299,vol_2
140,"Jean Kepler à Jacques Bartsch, 6 novembre 1629",311,vol_2
141,"André Rivet à Sixten Amama, 7 novembre 1629",312,vol_2
142,René Descartes à Mersen ne (13 novembre 1629),314,vol_2
143,René Descartes à Mersen ne (20 novembre 1629),323,vol_2
144,"Jean Titelouze à Mersen ne, 30 novembre 1629",330,vol_2
145,"René Descartes à Mersen ne, 18 décembre 1629",333,vol_2
146,"Jean Titelouze à Mersen ne, 24 (décembre 1629?)",365,vol_2
147,René Descartes à Mersen ne (milieu de janvier 1630),368,vol_2
148,"Jacques Golius à Mersen ne, 29 janvier 1630",383,vol_2
149,"René Descartes à Mersen ne, 25 février 1630",392,vol_2
150,René Descartes à Mersen ne (4 mars 1630),406,vol_2
151,"Pierre Gassend à Jacques Golius, 8 mars 1630",410,vol_2
152,"Pierre Gassend à Wilhelm Schickard, 12 mars 1630",411,vol_2
153,René Descartes à Mersen ne (18 mars 1630),413,vol_2
154,Pierre Gassend à Nicolas-Claude Fabri de Peiresc (vers le 23 mars 1630),421,vol_2
155,"René Descartes à Mersen ne, 15 avril 1630",422,vol_2
156,"Mersen ne à Nicolas de Baugy, 26 avril 1630",438,vol_2
157.,"Isaac Beeckman à Mersenme, 30 avril 1630",687,vol_2
158.,"René Descartes à Mersenme, (6 mai 1630)",456,vol_2
159.,"Mersenme à André Rivet, 24 mai 1630",479,vol_2
160.,"René Descartes à Mersenme, (3 juin 1630)",483,vol_2
161.,"Pierre Gassend à Nicolas-Claude Fabri de Peiresc, 16 juin 1630",490,vol_2
162.,"Jean-Baptiste van Helmont à Mersenme, juin 1630",494,vol_2
163.,"Jean Beaugrand à Mersenme, 28 juin 1630",496,vol_2
164.,"Pierre Gassend à Nicolas-Claude Fabri de Peiresc, 21 juillet 1630",504,vol_2
165.,"Jean Beaugrand à Mersenme, 31 juillet 1630",508,vol_2
166.,J. de Woestenraedt à André Rivet (fin d'août 1630),509,vol_2
167.,"Pierre Gassend à Jacques Golius, 6 septembre 1630",526,vol_2
168.,"Jean-Baptiste van Helmont à Mersenme, 26 septembre 1630",528,vol_2
169.,"Gabriel Naudé à Pierre Gassend, 31 octobre 1630",530,vol_2
170.,René Descartes à Mersenme (4 novembre 1630),541,vol_2
171.,"(Anne d') Arsy à Mersenme, 5 novembre 1630",542,vol_2
172.,"Pierre Gassend à Henri Reneri, 22 novembre 1630",553,vol_2
173.,René Descartes à Mersenme (25 novembre 1630),557,vol_2
174.,"(Anne d') Arsy à Mersenme, 26 novembre 1630",559,vol_2
175.,"Henri Reneri à Pierre Gassend, 26 novembre 1630",569,vol_2
176.,René Descartes à Jean Ferrier (2 décembre 1630),575,vol_2
177.,René Descartes à Mersenme (2 décembre 1630),576,vol_2
178.,"René Descartes au P. Charles de Condren, (2 décembre 1630)",578,vol_2
179.,"Jean-Baptiste van Helmont à Mersenme, 19 décembre 1630",581,vol_2
180.,René Descartes à Mersenme (23 décembre 1630),594,vol_2
181.,René Descartes à (Mersenme) (seconde moitié d'août 1630?),602,vol_2
182.,René Descartes à (Mersenme) (vers le 20 septembre 1630),611,vol_2
183.,René Descartes à (Mersenme) (14 octobre 1630?),616,vol_2
184.,René Descartes à ?,621,vol_2
185.,(François) Coullombel à Mersenme (fin de 1630),624,vol_2
I.,Sur les règles du choc des corps d'après Beeckman,632,vol_2
II.,Une objection présumée contre la pression de l'air,645,vol_2
III.,Un exposé de Mersenme sur l'arc-en-ciel,649,vol_2
IV.,Études de Cornier et de Descartes sur la réfraction,674,vol_2
186.,"Pierre Trichet à Mersenne, 9 janvier 1631",1,vol_3
187.,"Jean-Baptiste van Helmont à Mersenne, 11 janvier 1631",10,vol_3
188.,"René Descartes à Mersenne, (13 janvier 1631)",20,vol_3
189.,"Jean-Baptiste van Helmont à Mersenne, 15 janvier 1631",31,vol_3
190.,"Gaspard Gevaert à Pierre Gassend, 30 janvier 1631",51,vol_3
191.,"Jean-Baptiste van Helmont à Mersenne, 30 janvier 1631",52,vol_3
192.,"Jean-Baptiste van Helmont à Mersenne, 6 février 1631",74,vol_3
193.,"Jean-Baptiste van Helmont à Mersenne, 14 février 1631",95,vol_3
194.,"Jean-Baptiste van Helmont à Mersenne, 21 février 1631",110,vol_3
195.,"Jean-Baptiste van Helmont à Mersenne, 1er mars 1631",131,vol_3
196.,"Jean-Baptiste van Helmont à Mersenne, 8 mars 1631",141,vol_3
197.,"Jean-Baptiste van Helmont à Mersenne, 29 mars 1631",151,vol_3
198.,"Pierre Trichet à Mersenne, 27 avril 1631",156,vol_3
199.,"Pierre Gassend à Nicolas-Claude Fabri de Peiresc, 28 avril 1631",160,vol_3
200.,"Joseph Gaultier à Nicolas-Claude Fabri de Peiresc, 22 mai 1631",162,vol_3
201.,"Jean-Baptiste van Helmont à Mersenne, (mai ou juin 1631)",164,vol_3
202.,"Mersenne à André Rivet, 26 juin 1631",168,vol_3
203.,"Pierre Gassend à Joseph Gaultier, 9 juillet 1631",173,vol_3
204.,"Jean-Baptiste van Helmont à Mersenne, 21 juillet 1631",180,vol_3
205.,"Mersenne à Jean Rey, 1er septembre 1631",185,vol_3
206.,"René Descartes à Étienne de Ville-Bressieux, (septembre 1631).",199,vol_3
207.,"Isaac Beeckman à Mersenne, 7 octobre 1631",201,vol_3
208.,"René Descartes à Mersenne, (octobre ou novembre 1631)",211,vol_3
209.,"Mersenne à André Rivet, 20 novembre 1631",224,vol_3
210.,"Paul Yvon de la Leu à Mersenne, 1er janvier 1632",230,vol_3
211.,"Jean Rey à Mersenne, 1er janvier 1632",232,vol_3
212.,"Le Fr. Fleury à Mersenne, 25 janvier 1632",250,vol_3
213.,"Jean Beaugrand à Mersenne, 20 février 1632",254,vol_3
214.,"Pierre Gassend à Galileo Galilei, 1er mars 1632",263,vol_3
215.,"Gabriel Naudé à Pierre Gassend, 6 mars 1632",266,vol_3
216.,"Mersenne à André Rivet, 14 mars 1632",268,vol_3
217.,"Mersenne à Jean Rey, 1er avril 1632",273,vol_3
218.,"René Descartes à Mersenne, (5 avril 1632)",290,vol_3
219.,"René Descartes à Mersenne, (3 mai 1632)",296,vol_3
220.,"René Descartes à Mersenne, (10 mai 1632)",305,vol_3
221.,"Pierre Gassend à Gabriel Naudé, 11 mai 1632",311,vol_3
222.,"René Descartes à Mersenne, (juin 1632)",314,vol_3
223.,"René Descartes à Mersenne, (été de 1632)",320,vol_3
224.,"Gabriel de La Charlonye à Mersenne, 1er août 1632",323,vol_3
225.,"Mersenne à André Rivet, 17 septembre 1632",328,vol_3
226.,"Pierre Gassend à Galileo Galilei, 1er novembre 1632",335,vol_3
227.,"Pierre Gassend à François Luillier, 2 novembre 1632",342,vol_3
228.,"Pierre Gassend à François Luillier, 23 novembre 1632",343,vol_3
229.,"René Descartes à Mersenne, (novembre ou décembre 1632)",344,vol_3
230.,"Nicolas-Claude Fabri de Peiresc à Pierre Gassend, 21 décembre 1632.",351,vol_3
231.,"Mersenne à Pierre Gassend, 5 janvier 1633",354,vol_3
232.,"Jean-Baptiste Titelouze à Mersenne, 7 janvier 1633",361,vol_3
233.,"Galileo Galilei à Elia Diodati, 15 janvier 1633",368,vol_3
234.,"Pierre Gassend à François Luillier, 20 janvier 1633",371,vol_3
235.,"Pierre Gassend à François Luillier, 31 janvier 1633",372,vol_3
236.,Nicolas-Claude Fabri de Peiresc à (Thomas d'Arcos) (fin de janvier ou commencement de février 1633),373,vol_3
237.,"Nicolas-Claude Fabri de Peiresc à Pierre Gassend, 4 février 1633",375,vol_3
238.,"Pierre Gassend à François Luillier, 16 février 1633",377,vol_3
239.,"Nicolas-Claude Fabri de Peiresc à Pierre Gassend, 22 février 1633",378,vol_3
240.,"Nicolas-Claude Fabri de Peiresc à Pierre Gassend, 25 février 1633",379,vol_3
241.,"Nicolas-Claude Fabri de Peiresc à Pierre Gassend, 2 mars 1633",380,vol_3
242.,"Nicolas-Claude Fabri de Peiresc à Honoré Aycard, 9 avril 1633",383,vol_3
243.,"Pierre Gassend à François Luillier, 10 avril 1633",384,vol_3
244.,"Mersenne à André Trevisi, 19 avril 1633",385,vol_3
245.,"François Luillier à Pierre Gassend, (vers le 20 avril 1633)",390,vol_3
246.,"Maarten van den Hove (Hortensius) à Mersenne, (26 avril 1633)",391,vol_3
247.,"Mersenne à Nicolas-Claude Fabri de Peiresc, 1er mai 1633",392,vol_3
248.,"Jean van Beverwyck à Mersenne, 7 mai 1633",396,vol_3
249.,"Nicolas-Claude Fabri de Peiresc à Pierre Dupuy, 16 mai 1633",399,vol_3
250.,"Pierre Gassend à Ismaël Boulliaud, 17 mai 1633",400,vol_3
251.,"Isaac Beeckman à Mersenne, 30 mai 1633",403,vol_3
252.,"Gabriel de La Charlonye à Mersenne, 2 juin 1633",413,vol_3
253.,"Jean-Baptiste Morin à Pierre Gassend, 4 juin 1633",420,vol_3
254.,"Nicolas-Claude Fabri de Peiresc à Claude Mydorge, 6 juin 1633",426,vol_3
255.,"Nicolas-Claude Fabri de Peiresc à Pierre Gassend, 11 juin 1633",429,vol_3
256.,"Godefroid Wendelin à Mersenne, 15 juin 1633",430,vol_3
257.,"Jacques Gaffarel aux frères Dupuy, 15 juin 1633",442,vol_3
258.,"Jacques Gaffarel à Mersenne, (juin 1633 ?)",443,vol_3
259.,"Jean-Jacques Bouchard aux frères Dupuy, 18 juin 1633",445,vol_3
260.,"Ismaël Boulliaud à Pierre Gassend, 21 juin 1633",447,vol_3
261.,"Mersenne à Jean van Beverwyck, 1er juillet 1633",453,vol_3
262.,"Nicolas-Claude Fabri de Peiresc à Pierre Dupuy, 17 juillet 1633",456,vol_3
263.,"René Descartes à Mersenne, 22 juillet 1633",457,vol_3
264.,"Nicolas-Claude Fabri de Peiresc à Pierre Dupuy, 23 juillet 1633",461,vol_3
265.,"Mersenne à Jean Elichman, (juillet ou août 1633)",462,vol_3
266.,"Pierre Gassend à Ismaël Boulliaud, 13 août 1633",464,vol_3
267.,"Pierre Gassend à Nicolas-Claude Fabri de Peiresc, 18 août 1633",466,vol_3
268.,"Nicolas-Claude Fabri de Peiresc à Pierre Gassend, 20 août 1633",467,vol_3
269.,"Nicolas-Claude Fabri de Peiresc à Pierre Dupuy, 30 août 1633",468,vol_3
270.,"Maarten van den Hove (Hortensius) à Schickard, 1er septembre 1633",469,vol_3
271.,"Jean-Jacques Bouchard à Galileo Galilei, 5 septembre 1633",470,vol_3
272.,"Nicolas-Claude Fabri de Peiresc à Pierre Dupuy, 6 septembre 1633",472,vol_3
273.,"Nicolas-Claude Fabri de Peiresc à Mersenne, (6 septembre 1633)",474,vol_3
274.,"François Luillier à Nicolas-Claude Fabri de Peiresc, 7 septembre 1633",479,vol_3
275.,"Nicolas-Claude Fabri de Peiresc à Pierre Gassend, 10 septembre 1633",480,vol_3
276.,"Nicolas-Claude Fabri de Peiresc à Pierre Dupuy, 19 septembre 1633",481,vol_3
277.,"(Christophe) Villiers à Mersenne, (mi-septembre 1633)",482,vol_3
278.,"Gabriel Naudé à Pierre Gassend, 22 septembre 1633",491,vol_3
279.,"Nicolas-Claude Fabri de Peiresc à Pierre Dupuy, 3 octobre 1633",643,vol_3
280.,"Nicolas-Claude Fabri de Peiresc à Pierre Dupuy, 10 octobre 1633",492,vol_3
281.,"Nicolas-Claude Fabri de Peiresc au P. Théophile Minuti, 12 octobre 1633",493,vol_3
282.,"Nicolas-Claude Fabri de Peiresc au P. Jacques de Vendôme, (première moitié d'octobre 1633)",494,vol_3
283.,"Nicolas-Claude Fabri de Peiresc à Mersenre, 13-15 octobre 1633",496,vol_3
284.,"Jean-Baptiste Doni à Mersenne, 15 octobre 1633",497,vol_3
285.,"(Christophe) Villiers à Mersenre, 15 octobre 1633",506,vol_3
