review_sample,sample_order,priority,queue_type,edition_id,category,current_value,suggested_review_focus,queue_reason,year,city,language,short_title,title_or_short_title,elements_books,additional_content,wardhaugh_classification,related_categories,unknown_categories,classification_profile,review_decision,corrected_value,apply_to_reprints,review_notes
yes,77,3,unknown,bib-279,Trigonometry,unknown,check whether this is explicit topic coverage or just mathematical apparatus,model returned unknown,1696,London,ENGLISH,"Logistikēlogia, or Arithmetick surveighed and reviewed: in four books. Viz. 1 book 1 part intergers. 2 part fractions. 2 book 1 part geodæticals. 2. part figurals 3 book 1 part decimals. 2 part astronomicals. 3 part logarithmes. 4 part coffics. 5 part surds. 6 part species. 4 book 1 part ratios. 2 part proportions disjunct. 3 part proportions continued. 4 part Æquations. Wherein the nature of numbers absolutely abstract, generally and specially contract,","ΛΟΓΙΣΤΙΚΗΛΟΓΙΑ.
OR
ARITHMETICK
Surveighed and Reviewed:
In Four BOOKS.
VIZ.
Book 1
{ Part Integers.
{ Part Fractions.
Book 2
{ Part Geodæticals.
{ Part Figurals.
{ Part Decimals.
{ Part Astronomicals.
Book 3
{ Part Logarithmes.
{ Part Cossicks.
{ Part Surds.
{ Part Species.
{ Part Ratios.
Book 4
{ Part Proportions disjunct.
{ Part Proportions continued.
{ Part Æquations.
Wherein the Nature of Numbers absolutely abstract, generally and specially contract, with their Simple and Comparative Element",,,,Arithmetic; Practical Geometry; Surveying; Astronomy; Theoretical Mathematics,Trigonometry,Arithmetic=primary; Practical Geometry=secondary; Surveying=secondary; Astronomy=secondary; Theoretical Mathematics=secondary; Trigonometry=unknown,,,,
yes,78,4,unknown,MorisS-16-4,Surveying,unknown,check whether this is explicit topic coverage or just mathematical apparatus,model returned unknown,1619,Paris,FRENCH,,"CANON
MANVEL
DES SINVS,
TOVCHANTES,
ET COVPPANTES.

Supputé par B. Pitiscus, & corrigé
en ceste Edition, en laquelle sont
adioustées toutes les choses prin-
cipales & nécessaires à la Trigo-
nometrie, extraites des traictez de
la doctrine des triangles, tant recti-
lignes, que spheriques, faits

Par D. HENRION, Mathem.",,,,Theoretical Mathematics; Trigonometry,Practical Geometry; Surveying; Astronomy; Instrument Use; Navigation,Practical Geometry=unknown; Surveying=unknown; Astronomy=unknown; Instrument Use=unknown; Theoretical Mathematics=secondary; Navigation=unknown; Trigonometry=primary,reviewed,unrelated,,"Mia interactive review batch 1, 2026-06-06."
yes,79,4,unknown,bib-73,Surveying,unknown,check whether this is explicit topic coverage or just mathematical apparatus,model returned unknown,1623,Herborn,LATIN,,"METHODUS
ADMIRAN-
DORUM MATHE-
MATICORUM

Novem libris exhibens univer-
sam Mathesin

Authore
JOHAN-HENRICO ALSTEDIO.

Secunda editio passim castigata, &
ornatius elaborata.",,,,,Arithmetic; Commercial Mathematics; Military Engineering; Construction; Practical Geometry; Surveying; Perspective; Cartography; Architecture; Gnomonics & Horology; Astronomy; Cosmography; Geography; Instrument Construction; Instrument Use; Mechanics; Theoretical Mathematics; Navigation; Music Theory; Trigonometry,Arithmetic=unknown; Commercial Mathematics=unknown; Military Engineering=unknown; Construction=unknown; Practical Geometry=unknown; Surveying=unknown; Perspective=unknown; Cartography=unknown; Architecture=unknown; Gnomonics & Horology=unknown; Astronomy=unknown; Cosmography=unknown; Geography=unknown; Instrument Construction=unknown; Instrument Use=unknown; Mechanics=unknown; Theoretical Mathematics=unknown; Navigation=unknown; Music Theory=unknown; Trigonometry=unknown,,,,
yes,80,4,unknown,WOQG2Q,Surveying,unknown,check whether this is explicit topic coverage or just mathematical apparatus,model returned unknown,1627,Amsterdam,FRENCH,Fortification ou architecture militaire,"FORTIFICATION
ou
ARCHITECTVRE MILITAIRE
tant offensive que defensive.
Supputée et desseignée
par
SAMVEL MAROLOIS.

Reueüe Augmentée et Corrigée
par
ALBERT GIRARD
Mathematicien.",,,,Military Engineering; Architecture,Practical Geometry; Surveying; Trigonometry,Military Engineering=primary; Practical Geometry=unknown; Surveying=unknown; Architecture=primary; Trigonometry=unknown,reviewed,unknown,,"Mia interactive review batch 2, 2026-06-06: keep unknown."
yes,81,4,unknown,bib-70,Surveying,unknown,check whether this is explicit topic coverage or just mathematical apparatus,model returned unknown,1628,Lyon,FRENCH,,"FORTIFICATIONS
DV CHEVALIER
ANTOINE DE VILLE,

CONTENANS
LA MANIERE DE FORTIFIER TOVTE SORTE DE PLACES
tant regulierement, qu’irregulierement en quelle assiete qu’elles soient; comme
aussi les Ponts, passages, entrées de rivières, Ports de mer: La construction de
toutes sortes de Forts & Citadelles; le moyen facile de tracer sur le terrain. Le tout
à la moderne, comme il se pratique dans les meilleures Places de l’Europe, de
monstré & calculé par les Sinus & Logarithmes.

AVEC L’ATTAQVE, ET LES ",,,,Military Engineering; Construction; Trigonometry,Practical Geometry; Surveying,Military Engineering=primary; Construction=primary; Practical Geometry=unknown; Surveying=unknown; Trigonometry=secondary,reviewed,unknown,,"Mia interactive review batch 2, 2026-06-06: keep unknown."
yes,82,4,unknown,AVXGNJ,Surveying,unknown,check whether this is explicit topic coverage or just mathematical apparatus,model returned unknown,1633,Ulm,GERMAN,"Ingenieurs Schul, ... Teil , Durch: Johann Faulhabern Ingenieurn und Burgern zu Ulm, [et]c. Teil: 4: Von Fortificatione Practica Offensiva Et Defensiva","Anderer Theil
Der Ingenieurs Schul.
Darinnen Die
Regular Fortification, sampt
den Aussenwercken/ durch vnd ohne Rechnung
mit newen Inventionibus ge-
lehrt werden.
Welches nicht allein durch den
Canonem Logarithmicum, sondern auch
durch new Inventierte Instrument, so deutlich vnd klar
für die Augen gestellt wird / daß auch einer gleichsamb oh-
ne Mundlichen Bericht/ solche Fortifications
Kunst leichtlich begreiffen
kan/ 2c.
Allen Liebhabern der Mathematischen Kün-
sten zugefallen in Truck gegeben",,,,Military Engineering; Construction; Instrument Use,Arithmetic; Practical Geometry; Surveying,Arithmetic=unknown; Military Engineering=primary; Construction=secondary; Practical Geometry=unknown; Surveying=unknown; Instrument Use=secondary,,,,
yes,83,4,unknown,ustc-63,Surveying,unknown,check whether this is explicit topic coverage or just mathematical apparatus,model returned unknown,1640,Paris,FRENCH,"Traicté ou usage du quadrant analématique, par lequel avec l'ayde de la lumière du soleil, on trouve en un instant sans ayguille aymantée la ligne méridienne. La Description des horloges solaires & la pluspart des phoenomènes appartenant au soleil. Par le","TRAICTE'
OV VSAGE DV
QVADRANT
ANALEMATIQVE,
Par lequel auec l'ayde de la lumiere
du Soleil, on trouue en vn instant
sans Ayguile Aymantée la ligne
Meridienne. La Description des
Horloges Solaires, & la pluspart
des Phenomenes appartenant au
Soleil.
Par le Sieur de VAVLEZARD
Mathematicien.",,,,Gnomonics & Horology; Astronomy; Instrument Use,Practical Geometry; Surveying,Practical Geometry=unknown; Surveying=unknown; Gnomonics & Horology=primary; Astronomy=secondary; Instrument Use=primary,,,,
yes,84,4,unknown,MorisS-22-5,Surveying,unknown,check whether this is explicit topic coverage or just mathematical apparatus,model returned unknown,1647,Paris,FRENCH,,"LA SCIENCE
DES LONGITVDES
DE
IEAN BAPTISTE MORIN,
DOCTEVR EN MEDECINE,
& Professeur du Roy aux Mathematiques
à Paris.

REDVITE EN EXACTE ET
facile pratique par luy-mesme, sur le Globe Celeste;
tant pour la Terre que pour la Mer: En faveur
des Pilotes & Capitaines de Mer.

AVEC LA CENSVRE DE LA NOVVELLE
Theorie & Pratique du secret des Longitudes du
Pere Leonard Dvilris, Recollet.

A MONSEIGNEVR L’EMINENTISSIME
CARDINAL MAZARIN.
",,,,Astronomy; Instrument Use; Navigation,Practical Geometry; Surveying; Cosmography; Geography; Trigonometry,Practical Geometry=unknown; Surveying=unknown; Astronomy=primary; Cosmography=unknown; Geography=unknown; Instrument Use=primary; Navigation=primary; Trigonometry=unknown,,,,
yes,85,4,unknown,bib-260,Surveying,unknown,check whether this is explicit topic coverage or just mathematical apparatus,model returned unknown,1659,Dordrecht,DUTCH,,"Astronomisch en Geometrisch
QUADRANT.
Mitsgaders des selfs onderwijs.

Zynde seer nut en vermaeckelijck voor alle kryghs-Officie-
ren / Ingenieurs / Coop-lieden / Landt-meeters / Zee-varende en Krygs-
sende Lieden / en alle Liefhebbers van Mathematische speculatie.

In desen laetsten druck van nieuws overzien, en van merckelijcke fauten ge-
betert, en met verscheyde Voorstellen vermeedert, nevens het maken des
selven Quadrants.

Door MATTHEUS VAN NISPEN.",,,,Practical Geometry; Astronomy; Instrument Construction; Instrument Use,Commercial Mathematics; Military Engineering; Surveying; Navigation,Commercial Mathematics=unknown; Military Engineering=unknown; Practical Geometry=secondary; Surveying=unknown; Astronomy=primary; Instrument Construction=primary; Instrument Use=primary; Navigation=unknown,,,,
yes,86,4,unknown,bib-270,Surveying,unknown,check whether this is explicit topic coverage or just mathematical apparatus,model returned unknown,1668,Vlissingen,DUTCH,,"PACHT-TAFELEN.
Waer door alle On-erbarene
in de Reken-konste seer veerdigh en ge­
reect / konnen calculeren de Pacht, Huere, Onkoft, en Koop
van Lande; ten abbenante van alle booz-gestelde Prijs,
’t Gemet, de Morgen, ofte Bunder.

MIDTSGADERS

Eene grondige Instructie, om oock door de voorsz Pacht-tafelen te vin­
den een yeders competente; in alle Verhueringen van Tienden, Molens, Dijck­
ettingen, Visscheryen, &c. Item in alle Sellerinissien, Handelingen van
Compagnie of Geselschap; als oock med",,,,Arithmetic; Commercial Mathematics,Practical Geometry; Surveying; Theoretical Mathematics,Arithmetic=secondary; Commercial Mathematics=primary; Practical Geometry=unknown; Surveying=unknown; Theoretical Mathematics=unknown,,,,
yes,87,4,unknown,bib-111,Surveying,unknown,check whether this is explicit topic coverage or just mathematical apparatus,model returned unknown,1682,Paris,FRENCH,,"PRATIQUE
DE LA
GEOMETRIE,
SUR LE PAPIER
ET SUR LE TERRAIN.

OU PAR VNE METHODE
nouvelle & singuliere l’on peut avec
facilité & en peu de temps se per-
fectionner en cette science.",,,,Practical Geometry,Surveying,Practical Geometry=primary; Surveying=unknown,,,,
yes,88,4,unknown,bib-214,Surveying,unknown,check whether this is explicit topic coverage or just mathematical apparatus,model returned unknown,1691,"Paris, Amsterdam",FRENCH,,"PRATIQUE
DE LA
GEOMETRIE,
SUR LE PAPIER
ET SUR LE TERRAIN.

OU PAR VNE METHODE
nouuelle & singuliere l’on peut avec facilité
& en peu de temps se perfectionner en
cette science.",,,,Practical Geometry,Surveying,Practical Geometry=primary; Surveying=unknown,,,,
yes,89,4,unknown,bib-190,Surveying,unknown,check whether this is explicit topic coverage or just mathematical apparatus,model returned unknown,1701,London,ENGLISH,,"Body of Arithmetick,
In Four BOOKS, Viz :

Book I.
Part 1. Integers.
2. Fractions.

Book II.
1. Geodeticals.
2. Figurals.

Book III.
1. Decimals.
2. Astronomicals.

Part 3.
3. Logarithmes.
4. Coſicks.
5. Surds.
6. Algebra.

Book IV.
1. Ratio’s.
2. Proportions disjunct.
3. Proportions continued.
4. Æquations, &c.

WHEREIN THE
Whole Nature of NUMBERS, with their Simple and Comparative
Elements in all the Parts of ARITHMETICK, are plainly Declared,
and fully Handled.

Every",,,,Arithmetic; Commercial Mathematics; Astronomy; Theoretical Mathematics,Practical Geometry; Surveying,Arithmetic=primary; Commercial Mathematics=primary; Practical Geometry=unknown; Surveying=unknown; Astronomy=secondary; Theoretical Mathematics=secondary,,,,
yes,90,5,unknown,Frankfurt_1506,Commercial Mathematics,unknown,"primary/secondary only for accounting, trade, arithmetic for commerce, exchange, bookkeeping",model returned unknown,1506,Frankfurt,LATIN,Algorithmus mercatorrum variis proposicionibus eorundem contractibus inseruientibus multum decoratus,?,1–4,,CAMPANUS,Theoretical Mathematics,Commercial Mathematics,Commercial Mathematics=unknown; Theoretical Mathematics=primary,,,,
yes,91,5,unknown,bib-171,Commercial Mathematics,unknown,"primary/secondary only for accounting, trade, arithmetic for commerce, exchange, bookkeeping",model returned unknown,1515,Augsburg,LATIN,,"Opera Ioannis Fernelii Augn.
hæc in se habent.

Quadratum sapientiæ: continens in se septem
artes liberales veterum.
Circulos biblic. iiii. in quibus metaphysica
mosaica.
Commentaria horum.
Ad hœc / libri rubrica inferius
signati: necessarii sunt.

Grammatica
Logica
Rhetorica
Monastica
Oeconomic
Politica
Alcarithmus subalternus
Arithmetica
Geometria
Perspectiva subalterna
Musica
Astronomia
Geographia
Physica
Medicina subalterna
Metaphysica

don. alex. gua. lasca. Poetc
nouus
boetius
boetius
petr",,,,Arithmetic; Perspective; Astronomy; Geography,Commercial Mathematics; Practical Geometry; Theoretical Mathematics; Music Theory,Arithmetic=primary; Commercial Mathematics=unknown; Practical Geometry=unknown; Perspective=primary; Astronomy=primary; Geography=primary; Theoretical Mathematics=unknown; Music Theory=unknown,reviewed,unrelated,,"Mia interactive review batch 1, 2026-06-06."
yes,92,5,unknown,XP5WU4,Commercial Mathematics,unknown,"primary/secondary only for accounting, trade, arithmetic for commerce, exchange, bookkeeping",model returned unknown,1573,Bordeaux,LATIN,De logistica libri tres,"ELIAE VI-
NETI SAN-
TONIS
DE LOGISTICA
Libri tres.",,,,Arithmetic,Commercial Mathematics,Arithmetic=primary; Commercial Mathematics=unknown,,,,
yes,93,5,unknown,ustc-31,Commercial Mathematics,unknown,"primary/secondary only for accounting, trade, arithmetic for commerce, exchange, bookkeeping",model returned unknown,1613,Paris,FRENCH,"L'Arithmétique, recueillie et traduite d'italien en françois, avec toutes les démonstrations mathématiques, et plusieurs inventions","L'ARITHMETIQVE
DE NICOLAS
TARTAGLIA BRESCIAN,
GRAND MATHEMATICIEN,
& PRINCE DES PRATICIENS.
Divisée en deux parties.
La declaration se verra en la page suyante.
Recueillie & traduite d'Italien en François, par
GVILLAUME GOSSELIN de Caen.
Auec toutes les démonstrations Mathematiques: & plu-
fieurs inuetions dudic GOSSELIN, dispersées
chacune en son lieu.
PREMIERE PARTIE.",,,,Arithmetic; Theoretical Mathematics,Commercial Mathematics,Arithmetic=primary; Commercial Mathematics=unknown; Theoretical Mathematics=secondary,,,,
yes,94,5,unknown,bib-73,Commercial Mathematics,unknown,"primary/secondary only for accounting, trade, arithmetic for commerce, exchange, bookkeeping",model returned unknown,1623,Herborn,LATIN,,"METHODUS
ADMIRAN-
DORUM MATHE-
MATICORUM

Novem libris exhibens univer-
sam Mathesin

Authore
JOHAN-HENRICO ALSTEDIO.

Secunda editio passim castigata, &
ornatius elaborata.",,,,,Arithmetic; Commercial Mathematics; Military Engineering; Construction; Practical Geometry; Surveying; Perspective; Cartography; Architecture; Gnomonics & Horology; Astronomy; Cosmography; Geography; Instrument Construction; Instrument Use; Mechanics; Theoretical Mathematics; Navigation; Music Theory; Trigonometry,Arithmetic=unknown; Commercial Mathematics=unknown; Military Engineering=unknown; Construction=unknown; Practical Geometry=unknown; Surveying=unknown; Perspective=unknown; Cartography=unknown; Architecture=unknown; Gnomonics & Horology=unknown; Astronomy=unknown; Cosmography=unknown; Geography=unknown; Instrument Construction=unknown; Instrument Use=unknown; Mechanics=unknown; Theoretical Mathematics=unknown; Navigation=unknown; Music Theory=unknown; Trigonometry=unknown,,,,
yes,95,5,unknown,MorisS-26-1,Commercial Mathematics,unknown,"primary/secondary only for accounting, trade, arithmetic for commerce, exchange, bookkeeping",model returned unknown,1634,Paris,FRENCH,,"L’VSAGE
OV LE
MOYEN DE PRATIQUER
PAR VNE REGLE TOVTES
les operations du Compas de
Proportion.

Avec une ample construction de l’vn & de l’autre
augmentée des tables de la pesanteur & grandeur
des metaux & plusieurs autres corps.

Et de la reduction de toutes les mesures & de tous les
poids d’Europe, d’Afrique & d’Asie, à la mesure
& au poids de Paris.

Comme aussi la construction & l’vsage du Talisso,
ou Calibre d’Artillerie.

Par P. PETIT BOVRBONNOIS.
",,,,Military Engineering; Instrument Construction; Instrument Use,Commercial Mathematics; Practical Geometry,Commercial Mathematics=unknown; Military Engineering=primary; Practical Geometry=unknown; Instrument Construction=primary; Instrument Use=primary,,,,
yes,96,5,unknown,bib-260,Commercial Mathematics,unknown,"primary/secondary only for accounting, trade, arithmetic for commerce, exchange, bookkeeping",model returned unknown,1659,Dordrecht,DUTCH,,"Astronomisch en Geometrisch
QUADRANT.
Mitsgaders des selfs onderwijs.

Zynde seer nut en vermaeckelijck voor alle kryghs-Officie-
ren / Ingenieurs / Coop-lieden / Landt-meeters / Zee-varende en Krygs-
sende Lieden / en alle Liefhebbers van Mathematische speculatie.

In desen laetsten druck van nieuws overzien, en van merckelijcke fauten ge-
betert, en met verscheyde Voorstellen vermeedert, nevens het maken des
selven Quadrants.

Door MATTHEUS VAN NISPEN.",,,,Practical Geometry; Astronomy; Instrument Construction; Instrument Use,Commercial Mathematics; Military Engineering; Surveying; Navigation,Commercial Mathematics=unknown; Military Engineering=unknown; Practical Geometry=secondary; Surveying=unknown; Astronomy=primary; Instrument Construction=primary; Instrument Use=primary; Navigation=unknown,,,,
yes,97,5,unknown,bib-86,Commercial Mathematics,unknown,"primary/secondary only for accounting, trade, arithmetic for commerce, exchange, bookkeeping",model returned unknown,1664,Bologna,LATIN,,"FABRICA, ET USO
Del Compasso di Proportione,

Dove insegna à gli Artefici il modo di fare in esso
le necessarie diuisioni,

E con varij Problemi vsuali mostra l’vtilità
di questo Stromento,

DEL MOLTO REV. P. PAOLO CASATI
della Compagnia di GIESU,

Dando le ragioni, & apportando le dimostrazioni di tutte
le operationi nella Fabrica, e nell’Vso.

OPERA UTILE
Non solo à Geometri, Agrimensori, Architetti ciuili, e militari, Pittori,
Scultori, & a tutti quelli, che vsano del Disegno, ma anche a Bom-",,,,Arithmetic; Instrument Construction; Instrument Use,Commercial Mathematics; Practical Geometry,Arithmetic=secondary; Commercial Mathematics=unknown; Practical Geometry=unknown; Instrument Construction=primary; Instrument Use=primary,,,,
yes,98,5,unknown,bib-207,Commercial Mathematics,unknown,"primary/secondary only for accounting, trade, arithmetic for commerce, exchange, bookkeeping",model returned unknown,1669,Dordrecht,DUTCH,,"De Beknopte
LANT-MEET-KONST.
Leerende
In’t korte, alles wat in’t gemeen, in de Practijcke
des Landt-meetens voor-komen kan.

Seer dienstigh niet alleen voor Leerlingen en Jonge
Practisijns, die haer in dese konste soecken te oeffenen;
maer ook voor alle Liefhebbers die haer met Koop-
manschappen van Landen bemoejen. En
voorder voor alle Lief-hebbers van
Geometrische speculatien.

In goede ordre gestelt, en met noodige Figuuren en
Demonstratien verklaert.

Den tweeden druck: in vele plaetsen verm",,,,Practical Geometry; Surveying,Commercial Mathematics,Commercial Mathematics=unknown; Practical Geometry=primary; Surveying=primary,,,,
yes,99,5,unknown,bib-139,Commercial Mathematics,unknown,"primary/secondary only for accounting, trade, arithmetic for commerce, exchange, bookkeeping",model returned unknown,1673,Amsterdam,DUTCH,,"Het Eerste Deel
Van de
MATHEMATISCHE
VERMAECK-
LYCKHEDEN.

Te samen gevoeght
Van verscheyden geneughlycke en boertige
Werckstucken, soo uyt Arithmetica, Geometria,
Astronomia, Geographia, Cosmographia, Musica,
Physica, Optica, Catoptrica, Architectonica,
Scioterica, als uyt andere ongehoorde
Mysterien meer.

Getranslateert uyt Francoys in Nederduytsche Tale: En verrijckt, vermeerdert en verbeterd
met verscheyden Observationen en Annotationen,
dienende tot onderrichtinghe van eenige
duystere quae",,,,Arithmetic; Architecture; Astronomy; Cosmography; Geography,Commercial Mathematics; Music Theory,Arithmetic=secondary; Commercial Mathematics=unknown; Architecture=secondary; Astronomy=secondary; Cosmography=secondary; Geography=secondary; Music Theory=unknown,,,,
yes,100,6,unknown,Venice_1498a,Instrument Construction,unknown,separate using instruments from constructing/describing instruments,model returned unknown,1498,Venice,LATIN,,"Georgio Valla Placentino Interprete.

Hoc in volumine hec continentur
Nicephori logica
Georgii Valle libellus de argumentis
Euclidis quartus decimus elementorum
Hypothesis interpretatio eiusdem libri Euclidis
Nicephorus de astrolabio
Proclus de astrolabio
Aristarchi Sami de magnitudinibus
et distantijs solis et lune
Timeus de mundo
Cleonidis musica
Eusebii Pamphili de quibusdam
theologicis ambiguitatibus
Cleomedes de mundo
Athenagorae philosophi de resurrectione
Aristotelis de celo
Aristotelis m",14,,,Astronomy; Theoretical Mathematics; Music Theory,Instrument Construction; Instrument Use,Astronomy=secondary; Instrument Construction=unknown; Instrument Use=unknown; Theoretical Mathematics=primary; Music Theory=secondary,,,,
yes,101,6,unknown,YBCWZV,Instrument Construction,unknown,separate using instruments from constructing/describing instruments,model returned unknown,1569,Paris,FRENCH,La description d'un anneau solaire convexe ,"LA
DESCRIPTION
D'VN ANNEAU SOLAIRE
CONVEXE, DESCRIPTE ET
DEMONSTREE DE L'INVENTION
de P. Forcadel lecteur du
Roy és Mathema-
tiques.
A Monsieur le grand Aumosnier.",,,,Gnomonics & Horology; Instrument Use,Instrument Construction,Gnomonics & Horology=primary; Instrument Construction=unknown; Instrument Use=secondary,,,,
yes,102,6,unknown,bib-73,Instrument Construction,unknown,separate using instruments from constructing/describing instruments,model returned unknown,1623,Herborn,LATIN,,"METHODUS
ADMIRAN-
DORUM MATHE-
MATICORUM

Novem libris exhibens univer-
sam Mathesin

Authore
JOHAN-HENRICO ALSTEDIO.

Secunda editio passim castigata, &
ornatius elaborata.",,,,,Arithmetic; Commercial Mathematics; Military Engineering; Construction; Practical Geometry; Surveying; Perspective; Cartography; Architecture; Gnomonics & Horology; Astronomy; Cosmography; Geography; Instrument Construction; Instrument Use; Mechanics; Theoretical Mathematics; Navigation; Music Theory; Trigonometry,Arithmetic=unknown; Commercial Mathematics=unknown; Military Engineering=unknown; Construction=unknown; Practical Geometry=unknown; Surveying=unknown; Perspective=unknown; Cartography=unknown; Architecture=unknown; Gnomonics & Horology=unknown; Astronomy=unknown; Cosmography=unknown; Geography=unknown; Instrument Construction=unknown; Instrument Use=unknown; Mechanics=unknown; Theoretical Mathematics=unknown; Navigation=unknown; Music Theory=unknown; Trigonometry=unknown,,,,
yes,103,6,unknown,ustc-4,Instrument Construction,unknown,separate using instruments from constructing/describing instruments,model returned unknown,1625,Paris,FRENCH,"Livre d'arithmétique et géométrie, avec l'art d'arpenter et mesurer toutes superficies de terre. Nouvellement mis en lumière par le sieur Zacarie, Revu, corrigé et augmenté de nouveau. Ensemble un traicté de la boussole","LIVRE
D'ARITHMETIQVE
ET
GEOMETRIE.
Auec l'Art d'Arpenter & Meßurer tou-
tes superfícies de terre.
Nouuellement mis en lumiere par le sieur
ZACARIE, Profeß. és Mathematiques.
Reueu, corrigé & augmenté de nouueau.
Ensemble un Traicté de la Boußole.
Necessaire à tous ceux qui font profession és
Mathematiques.",,,,Arithmetic; Practical Geometry; Surveying; Instrument Use,Instrument Construction,Arithmetic=primary; Practical Geometry=secondary; Surveying=primary; Instrument Construction=unknown; Instrument Use=secondary,,,,
yes,104,6,unknown,ABSZLW,Instrument Construction,unknown,separate using instruments from constructing/describing instruments,model returned unknown,1630,Amsterdam,GERMAN,"Beschreibung eines sehr leichten Perspectiv und Grundreissenden Instruments auff einem Stande: Auff Joh. Faulhabers, Ingenieurs zu Ulm, weitere Continuation seines mathematischen Kunstspiegels geordnet","Der Niderländischen
Historien
Dritter Theil,
Darinn außführlich beschrie-
ben/ was sich denckwürdigs vom jahr
1620. biß auff 1630. sonderlich in Ni-
derlandt zugetragen.
In gleichem auch / was in Franck-
reich / Engellandt / Teutschlandt / vnd anderst-
wo begeben / ordentlich beschrieben vnd er-
zehlet wirdt.
Mit vielen Kupfferstücken vnd einem noht-
wendigen Register geziert.",,,,Perspective,Instrument Construction; Instrument Use,Perspective=primary; Instrument Construction=unknown; Instrument Use=unknown,,,,
yes,105,6,unknown,35H84Y,Instrument Construction,unknown,separate using instruments from constructing/describing instruments,model returned unknown,1642,Bologna,LATIN,"Apiaria uninversae philosophiae mathematicae, in quibus paradoxa, et nova pleraque machinamenta ad usus eximios traducta, & facillimis demonstrationibus confirmata […] Tomus primus (1)","APIARIA
VNIVERSÆ PHILOSOPHIÆ MATHEMATICÆ,
IN QVIBVS
PARADOXA,
Et noua pleraque Machinamenta ad vsus eximios traducta,
& facillimis demonstrationibus confirmata,
ILLVSTRISS. ET EXCELLENTISS. D.
MATTHIAE GALASSO
SAC. ROM. IMPERII COMITI, &c.
A Coll. Tridentino Soc. Iesu dicata.
OPVS
Non modo Philosophis Mathematicis, sed & Physicis, Anatomicis, Militaribus viris,
Machinariæ, Musicæ, Poeticæ, Agrariæ, Architecturæ, Mercaturæ
professoribus, &c. vtilissimum;
Curiosissimis inuentis refertum, figurarum",,,,Mechanics; Theoretical Mathematics,Architecture; Instrument Construction; Instrument Use; Music Theory,Architecture=unknown; Instrument Construction=unknown; Instrument Use=unknown; Mechanics=secondary; Theoretical Mathematics=primary; Music Theory=unknown,,,,
yes,106,6,unknown,bib-119,Instrument Construction,unknown,separate using instruments from constructing/describing instruments,model returned unknown,1646,Amsterdam,LATIN,Manuale arithmeticæ et geometriæ practicæ,"MANVALE
Arithmeticae & Geometriae Practicae

In het welcke
Beneffens de Stock-rekenninghe ofte
Rabdologia J. Nepperi, cortelick en duydelick t’ge-
ne den Landmeters en Ingenieurs, nopende ’t land-
meten en Sterkten-bouwen nootwendich is, wort
geleert ende exemplaerlick aengewesen.

Op een nieu verrijckt met een nieuwe inventie om alle ronde
vatten hare wanhgheden af te pegelen.

Door
Adrianum Metium Med. D. & Ma-
thes. Profess. ordin. binnen Franeker.",,,,Arithmetic; Military Engineering; Construction; Practical Geometry; Surveying; Instrument Use,Instrument Construction,Arithmetic=primary; Military Engineering=primary; Construction=secondary; Practical Geometry=primary; Surveying=primary; Instrument Construction=unknown; Instrument Use=secondary,,,,
yes,107,6,unknown,bib-135,Instrument Construction,unknown,separate using instruments from constructing/describing instruments,model returned unknown,1667,Nuremberg,GERMAN,,"M. Daniel Schwenters
GEOMETRIÆ
PRACTICÆ
NOVÆ ET AUCTÆ
LIBRI IV.

Im I. Aus rechtem Fundament gewiesen wird; wie man in der
Geometria, auf dem Papyr und Lande, mit denen
dazu gehörigen Instrumenten, ja zur Noth ohne die-
selben, verfahren und practicien solle.

Im II. Wie ohne einig künstlich Geometrisch Instrument, allein
mit der Meßruthe und etlichen Stäben, das Land zu
messen.

Im III. Die Beschreibung deß nützlichen Geometrischen Tisch-
leins M. Johannis Pratorii.

Im IV. Die Erfindung Camill",,,,Practical Geometry; Surveying; Instrument Use,Instrument Construction; Trigonometry,Practical Geometry=primary; Surveying=primary; Instrument Construction=unknown; Instrument Use=secondary; Trigonometry=unknown,,,,
yes,108,7,unknown,Venice_1498a,Instrument Use,unknown,separate using instruments from constructing/describing instruments,model returned unknown,1498,Venice,LATIN,,"Georgio Valla Placentino Interprete.

Hoc in volumine hec continentur
Nicephori logica
Georgii Valle libellus de argumentis
Euclidis quartus decimus elementorum
Hypothesis interpretatio eiusdem libri Euclidis
Nicephorus de astrolabio
Proclus de astrolabio
Aristarchi Sami de magnitudinibus
et distantijs solis et lune
Timeus de mundo
Cleonidis musica
Eusebii Pamphili de quibusdam
theologicis ambiguitatibus
Cleomedes de mundo
Athenagorae philosophi de resurrectione
Aristotelis de celo
Aristotelis m",14,,,Astronomy; Theoretical Mathematics; Music Theory,Instrument Construction; Instrument Use,Astronomy=secondary; Instrument Construction=unknown; Instrument Use=unknown; Theoretical Mathematics=primary; Music Theory=secondary,,,,
