review_id,Page/Key,Language,Feature Name,Value_orig,Value_llm,Value_llm5,final_candidate,working_final_value,decision_tier,needs_human_review,review_priority,recommendation_rule,recommendation_support,decision_reason,current_db_value,current_source_revision,current_revision_name,mapped_to_db_feature,is_v6_revision,current_exact_working_final,current_unordered_comma_match,current_missing
R0596,Cambridge_1665,LATIN,Bound With,"Elementa Astronom-ica, Theodosii Tripolitæ Sphæricorum libri tres, universa triangulorum resolutio","Elementa Astronom-ica, Theodosii Tripolitæ Sphæricorum libri tres, universa triangulorum resolutio",,"Elementa Astronom-ica, Theodosii Tripolitæ Sphæricorum libri tres, universa triangulorum resolutio","Elementa Astronom-ica, Theodosii Tripolitæ Sphæricorum libri tres, universa triangulorum resolutio",A_confirmed,no,0,manual_supported_by_llm,Value_llm,Manual value is supported by v1 or v5.,"Elementa Astronom-ica, ubi Theodosii Tripolitæ Sphæricorum libri tres, & universa triangulorum resolutio",7d8fdc01-b3ec-43de-a654-4cba5ffb6a18,v6,1,1,0,0,0
R0599,Cambridge_1665,LATIN,Date in Imprint,MDCLXV,MDCLXV,MDCLXV,MDCLXV,MDCLXV,A_confirmed,no,0,manual_supported_by_llm,"Value_llm,Value_llm5",Manual value is supported by v1 or v5.,MDCLXV,71d1be08-4bb6-47d0-b31b-0c599353e775,v2,1,0,1,1,0
R0606,Cambridge_1665,LATIN,Institutions,societate JESU,societate JESU,societate JESU,societate JESU,societate JESU,A_confirmed,no,0,manual_supported_by_llm,"Value_llm,Value_llm5",Manual value is supported by v1 or v5.,societate JESU,7d8fdc01-b3ec-43de-a654-4cba5ffb6a14,v6,1,1,1,1,0
R0608,Cambridge_1665,LATIN,Place in Imprint,CANTABRIGIÆ,CANTABRIGIÆ,CANTABRIGIÆ,CANTABRIGIÆ,CANTABRIGIÆ,A_confirmed,no,0,manual_supported_by_llm,"Value_llm,Value_llm5",Manual value is supported by v1 or v5.,CANTABRIGIÆ,7d8fdc01-b3ec-43de-a654-4cba5ffb6a11,v6,1,1,1,1,0
R0609,Cambridge_1665,LATIN,Publisher in Imprint,"J. Field, Edwardi Story","J. Field, Edwardi Story","J. Field, Edwardi Story","J. Field, Edwardi Story","J. Field, Edwardi Story",A_confirmed,no,0,manual_supported_by_llm,"Value_llm,Value_llm5",Manual value is supported by v1 or v5.,J. Field,7d8fdc01-b3ec-43de-a654-4cba5ffb6a12,v6,1,1,0,0,0
R0611,Cologne_1556,LATIN,Base Content,"El-
ementorum Geometricorum liber primus","El-
ementorum Geometricorum liber primus","El-
ementorum Geometricorum","El-
ementorum Geometricorum liber primus","El-
ementorum Geometricorum liber primus",A_confirmed,no,0,manual_supported_by_llm,Value_llm,Manual value is supported by v1 or v5.,Elementorum Geometricorum liber primus,7d8fdc01-b3ec-43de-a654-4cba5ffb6a05,v6,1,1,0,0,0
R0612,Cologne_1556,LATIN,Base Content Description,ut demonstrari queant obseruata Geometrarum Methodo,"cui ex sequentibus libris accesserunt Propositiones selectæ atque ita ordinatae, ut demonstrari queant obseruata Geometrarum Methodo.",,"cui ex sequentibus libris accesserunt Propositiones selectæ atque ita ordinatae, ut demonstrari queant obseruata Geometrarum Methodo.","cui ex sequentibus libris accesserunt Propositiones selectæ atque ita ordinatae, ut demonstrari queant obseruata Geometrarum Methodo.",E_single_llm_over_manual,yes,2,single_llm_value_conflicts_with_manual,Value_llm,"Only one LLM produced a value and it conflicts with manual; weak evidence, review before trusting at scale.","cui ex sequentibus libris accesserunt Propositiones selectæ atque ita ordinatae, ut demonstrari queant obseruata Geometrarum Methodo",7d8fdc01-b3ec-43de-a654-4cba5ffb6a07,v6,1,1,0,0,0
R0614,Cologne_1556,LATIN,Date in Imprint,1556,1556,1556,1556,1556,A_confirmed,no,0,manual_supported_by_llm,"Value_llm,Value_llm5",Manual value is supported by v1 or v5.,1556,71d1be08-4bb6-47d0-b31b-0c599353e775,v2,1,0,1,1,0
R0616,Cologne_1556,LATIN,Enriched With,"Propositiones selectæ, Methodo",,,"Propositiones selectæ, Methodo","Propositiones selectæ, Methodo",B_keep_manual_no_llm,sample,3,manual_only_no_llm_value,Value_orig,Manual value exists and both v1/v5 are empty; keep manual unless sampled review shows this feature is unreliable.,,7d8fdc01-b3ec-43de-a654-4cba5ffb6a08,v6,1,1,0,0,1
R0617,Cologne_1556,LATIN,Euclid Description,MEGARENSIS MATHEMATICI CLARISS.,MEGARENSIS MATHEMATICI CLARISS.,MATHEMATICI CLARISS,MEGARENSIS MATHEMATICI CLARISS.,MEGARENSIS MATHEMATICI CLARISS.,A_confirmed,no,0,manual_supported_by_llm,Value_llm,Manual value is supported by v1 or v5.,EVCLIDIS MEGARENSIS MATHEMATICI CLARISS,f8f833bf-6d05-46d6-8468-e2f6fe52f105,v2,1,0,0,0,0
R0618,Cologne_1556,LATIN,Euclid References,EVCLIDIS,EVCLIDIS,EVCLIDIS MEGARENSIS,EVCLIDIS,EVCLIDIS,A_confirmed,no,0,manual_supported_by_llm,Value_llm,Manual value is supported by v1 or v5.,EVCLIDIS,7d8fdc01-b3ec-43de-a654-4cba5ffb6a13,v6,1,1,1,1,0
R0619,Cologne_1556,LATIN,Place in Imprint,COLONIAE,COLONIAE,COLONIAE,COLONIAE,COLONIAE,A_confirmed,no,0,manual_supported_by_llm,"Value_llm,Value_llm5",Manual value is supported by v1 or v5.,COLONIAE,7d8fdc01-b3ec-43de-a654-4cba5ffb6a11,v6,1,1,1,1,0
R0620,Cologne_1556,LATIN,Publisher in Imprint,hæredes Arnoldi Birckmanni,hæredes Arnoldi Birckmanni,Arnoldi Birckmanni,hæredes Arnoldi Birckmanni,hæredes Arnoldi Birckmanni,A_confirmed,no,0,manual_supported_by_llm,Value_llm,Manual value is supported by v1 or v5.,Apud hæredes Arnoldi Birckmanni,7d8fdc01-b3ec-43de-a654-4cba5ffb6a12,v6,1,1,0,0,0
R0621,Cologne_1556,LATIN,Verbs,demonstrari,,,demonstrari,demonstrari,B_keep_manual_no_llm,sample,3,manual_only_no_llm_value,Value_orig,Manual value exists and both v1/v5 are empty; keep manual unless sampled review shows this feature is unreliable.,,7d8fdc01-b3ec-43de-a654-4cba5ffb6a09,v6,1,1,0,0,1
R0622,Cologne_1564,LATIN,Base Content,EVCLIDIS ELEMENTORVM LIBRI XV.,"EVCLIDIS
ELEMENTORVM LIBRI
XV. GRAECE ET LATINE,",ELEMENTORVM LIBRI,"EVCLIDIS
ELEMENTORVM LIBRI
XV. GRAECE ET LATINE,","EVCLIDIS
ELEMENTORVM LIBRI
XV. GRAECE ET LATINE,",D_prompt_policy_choice,yes,2,preferred_prompt_conflicts_or_no_consensus,Value_llm,v1/v5 disagree or no consensus; candidate comes from the best prompt by feature/language fallback.,EVCLIDIS ELEMENTORVM LIBRI XV. GRAECE ET LATINE,7d8fdc01-b3ec-43de-a654-4cba5ffb6a05,v6,1,1,0,1,0
R0623,Cologne_1564,LATIN,Base Content Description,"GRAECE ET LATINE,Quibus, cùm ad omnem Mathematicae scientiæpartem, tùm ad quamlibet Geometriæ tra-ctationem, facilis comparatur aditus","Quibus, cùm ad omnem Mathematicae scientiæ
partem, tùm ad quamlibet Geometriæ tra-
ctationem, facilis comparatur aditus.",facilis comparatur aditus,facilis comparatur aditus,facilis comparatur aditus,D_prompt_policy_choice,yes,2,preferred_prompt_conflicts_or_no_consensus,Value_llm5,v1/v5 disagree or no consensus; candidate comes from the best prompt by feature/language fallback.,"Quibus, cùm ad omnem Mathematicae scientiæ partem, tùm ad quamlibet Geometriæ tra- ctationem, facilis comparatur aditus",7d8fdc01-b3ec-43de-a654-4cba5ffb6a07,v6,1,1,0,0,0
R0625,Cologne_1564,LATIN,Date in Imprint,M. D. LXIIII.,M. D. LXIIII.,M. D. LXIIII,M. D. LXIIII.,M. D. LXIIII.,A_confirmed,no,0,manual_supported_by_llm,Value_llm,Manual value is supported by v1 or v5.,M. D. LXIIII,71d1be08-4bb6-47d0-b31b-0c599353e775,v2,1,0,0,0,0
R0628,Cologne_1564,LATIN,Enriched With,ad omnem Mathematicae scientiæ partem,"Ἐπίγραμμα παλαιόν., Σχήματα πέντε Πλάτωνος, ὁ Πυθαγόρας σοφὸς
εὗρε., Πυθαγόρας σοφὸς εὗρε, Πλάτων δ’ ἀρίδηνλ’ ἐδίδαξεν,","Σχήματα πέντε, Ἐπίγραμμα παλαιόν","Ἐπίγραμμα παλαιόν., Σχήματα πέντε Πλάτωνος, ὁ Πυθαγόρας σοφὸς
εὗρε., Πυθαγόρας σοφὸς εὗρε, Πλάτων δ’ ἀρίδηνλ’ ἐδίδαξεν,","Ἐπίγραμμα παλαιόν., Σχήματα πέντε Πλάτωνος, ὁ Πυθαγόρας σοφὸς
εὗρε., Πυθαγόρας σοφὸς εὗρε, Πλάτων δ’ ἀρίδηνλ’ ἐδίδαξεν,",D_prompt_policy_choice,yes,2,preferred_prompt_conflicts_or_no_consensus,Value_llm,v1/v5 disagree or no consensus; candidate comes from the best prompt by feature/language fallback.,Ἐπίγραμμα παλαιόν,7d8fdc01-b3ec-43de-a654-4cba5ffb6a08,v6,1,1,0,0,0
R0630,Cologne_1564,LATIN,Euclid References,"EVCLIDIS, Εὐκλείδης","EVCLIDIS, Εὐκλείδης","EVCLIDIS, Εὐκλείδης","EVCLIDIS, Εὐκλείδης","EVCLIDIS, Εὐκλείδης",A_confirmed,no,0,manual_supported_by_llm,"Value_llm,Value_llm5",Manual value is supported by v1 or v5.,"EVCLIDIS, Εὐκλείδης",7d8fdc01-b3ec-43de-a654-4cba5ffb6a13,v6,1,1,1,1,0
R0631,Cologne_1564,LATIN,Explicit Language References,"GRAECE, LA- TINE",GRAECE ET LATINE,GRAECE,GRAECE,GRAECE,D_prompt_policy_choice,yes,2,preferred_prompt_conflicts_or_no_consensus,Value_llm5,v1/v5 disagree or no consensus; candidate comes from the best prompt by feature/language fallback.,"GRAECE, LATINE",7d8fdc01-b3ec-43de-a654-4cba5ffb6a10,v6,1,1,0,0,0
R0632,Cologne_1564,LATIN,Greek designation,"Ἐπίγραμμα παλαιόν.

Σχήματα πέντε Πλάτωνος, ὁ Πυθαγόρας σοφὸς
εὗρε.
Πυθαγόρας σοφὸς εὗρε, Πλάτων δ’ ἀρίδηνλ’ ἐδίδαξεν,
Εὐκλείδης ἑπὶ τοῖσι κλέος σοφιακαλλὲς ἔτευξεν.",,"Ἐπίγραμμα παλαιόν, Σχήματα πέντε Πλάτωνος, ὁ Πυθαγόρας σοφὸς εὗρε, Πυθαγόρας σοφὸς εὗρε, Πλάτων δ’ ἀρίδηνλ’ ἐδίδαξεν, Εὐκλείδης ἑπὶ τοῖσι κλέος σοφιακαλλὲς ἔτευξεν","Ἐπίγραμμα παλαιόν, Σχήματα πέντε Πλάτωνος, ὁ Πυθαγόρας σοφὸς εὗρε, Πυθαγόρας σοφὸς εὗρε, Πλάτων δ’ ἀρίδηνλ’ ἐδίδαξεν, Εὐκλείδης ἑπὶ τοῖσι κλέος σοφιακαλλὲς ἔτευξεν","Ἐπίγραμμα παλαιόν, Σχήματα πέντε Πλάτωνος, ὁ Πυθαγόρας σοφὸς εὗρε, Πυθαγόρας σοφὸς εὗρε, Πλάτων δ’ ἀρίδηνλ’ ἐδίδαξεν, Εὐκλείδης ἑπὶ τοῖσι κλέος σοφιακαλλὲς ἔτευξεν",E_single_llm_over_manual,yes,2,single_llm_value_conflicts_with_manual,Value_llm5,"Only one LLM produced a value and it conflicts with manual; weak evidence, review before trusting at scale.","Ἐπίγραμμα παλαιόν, Σχήματα πέντε Πλάτωνος, ὁ Πυθαγόρας σοφὸς εὗρε, Πυθαγόρας σοφὸς εὗρε, Πλάτων δ’ ἀρίδηνλ’ ἐδίδαξεν, Εὐκλείδης ἑπὶ τοῖσι κλέος σοφιακαλλὲς ἔτευξεν",0b9ec650-2f7b-42ef-b95b-c902d5879106,v2,1,0,1,1,0
R0634,Cologne_1564,LATIN,Other Educational Authorities,"Πλάτωνος, Πυθαγόρας, Πλάτων","Πλάτωνος, Πυθαγόρας, Εὐκλείδης","Πλάτων, Πυθαγόρας","Πλάτων, Πυθαγόρας","Πλάτων, Πυθαγόρας",D_prompt_policy_choice,yes,2,preferred_prompt_conflicts_or_no_consensus,Value_llm5,v1/v5 disagree or no consensus; candidate comes from the best prompt by feature/language fallback.,"Πυθαγόρας σοφὸς, Πλάτων",7d8fdc01-b3ec-43de-a654-4cba5ffb6a16,v6,1,1,0,0,0
R0635,Cologne_1564,LATIN,Place in Imprint,COLONIAE,COLONIAE,COLONIAE,COLONIAE,COLONIAE,A_confirmed,no,0,manual_supported_by_llm,"Value_llm,Value_llm5",Manual value is supported by v1 or v5.,COLONIAE,7d8fdc01-b3ec-43de-a654-4cba5ffb6a11,v6,1,1,1,1,0
R0636,Cologne_1564,LATIN,Publisher in Imprint,Maternum Cholinum,Maternum Cholinum,Maternum Cholinum,Maternum Cholinum,Maternum Cholinum,A_confirmed,no,0,manual_supported_by_llm,"Value_llm,Value_llm5",Manual value is supported by v1 or v5.,Maternum Cholinum,7d8fdc01-b3ec-43de-a654-4cba5ffb6a12,v6,1,1,1,1,0
R0637,Cologne_1564,LATIN,Verbs,comparatur,,,comparatur,comparatur,B_keep_manual_no_llm,sample,3,manual_only_no_llm_value,Value_orig,Manual value exists and both v1/v5 are empty; keep manual unless sampled review shows this feature is unreliable.,,7d8fdc01-b3ec-43de-a654-4cba5ffb6a09,v6,1,1,0,0,1
R0638,Cologne_1580,LATIN,Base Content,EVCLIDIS ELEMENTORVM LIBRI XV,EVCLIDIS ELEMENTORVM LIBRI XV.,EVCLIDIS ELEMENTORVM LIBRI XV,EVCLIDIS ELEMENTORVM LIBRI XV,EVCLIDIS ELEMENTORVM LIBRI XV,A_confirmed,no,0,manual_supported_by_llm,Value_llm5,Manual value is supported by v1 or v5.,EVCLIDIS ELEMENTORVM LIBRI XV,7d8fdc01-b3ec-43de-a654-4cba5ffb6a05,v6,1,1,1,1,0
R0639,Cologne_1580,LATIN,Base Content Description,"Quibus, cùm ad
omnem Mathematicæ scientiæ partem, tùm ad quamlibet Geometriæ tractationem, facilis comparatur aditus","Quibus, cùm ad
omnem Mathematicæ scientiæ partem, tùm ad quamlibet Geometriæ tractationem, facilis comparatur aditus.","Quibus, cùm ad omnem Mathematicæ scientiæ partem, tùm ad quamlibet Geometriæ tractationem, facilis comparatur aditus","Quibus, cùm ad
omnem Mathematicæ scientiæ partem, tùm ad quamlibet Geometriæ tractationem, facilis comparatur aditus","Quibus, cùm ad
omnem Mathematicæ scientiæ partem, tùm ad quamlibet Geometriæ tractationem, facilis comparatur aditus",A_confirmed,no,0,manual_supported_by_llm,Value_llm5,Manual value is supported by v1 or v5.,"Quibus, cùm ad omnem Mathematicæ scientiæ partem, tùm ad quamlibet Geometriæ tractationem, facilis comparatur aditus",7d8fdc01-b3ec-43de-a654-4cba5ffb6a07,v6,1,1,1,1,0
R0640,Cologne_1580,LATIN,Date in Imprint,M. D. LXXX.,M. D. LXXX.,M. D. LXXX,M. D. LXXX.,M. D. LXXX.,A_confirmed,no,0,manual_supported_by_llm,Value_llm,Manual value is supported by v1 or v5.,M. D. LXXX,71d1be08-4bb6-47d0-b31b-0c599353e775,v2,1,0,0,0,0
R0642,Cologne_1580,LATIN,Euclid References,EVCLIDIS,EVCLIDIS,EVCLIDIS,EVCLIDIS,EVCLIDIS,A_confirmed,no,0,manual_supported_by_llm,"Value_llm,Value_llm5",Manual value is supported by v1 or v5.,EVCLIDIS,7d8fdc01-b3ec-43de-a654-4cba5ffb6a13,v6,1,1,1,1,0
R0644,Cologne_1580,LATIN,Place in Imprint,COLONIÆ,COLONIÆ.,COLONIÆ,COLONIÆ,COLONIÆ,A_confirmed,no,0,manual_supported_by_llm,Value_llm5,Manual value is supported by v1 or v5.,COLONIÆ,7d8fdc01-b3ec-43de-a654-4cba5ffb6a11,v6,1,1,1,1,0
R0645,Cologne_1580,LATIN,Privileges in Imprint,Cum Gratia & Priuilegio Cæs. Maiest.,Cum Gratia & Priuilegio Cæs. Maiest.,Priuilegio Cæs. Maiest,Cum Gratia & Priuilegio Cæs. Maiest.,Cum Gratia & Priuilegio Cæs. Maiest.,A_confirmed,no,0,manual_supported_by_llm,Value_llm,Manual value is supported by v1 or v5.,Cum Gratia & Priuilegio Cæs. Maiest,0f63fc20-5e6b-402c-b6e7-1314707158b0,v1,1,0,0,0,0
R0646,Cologne_1580,LATIN,Publisher in Imprint,Maternum Cholinum,Maternum Cholinum.,Maternum Cholinum,Maternum Cholinum,Maternum Cholinum,A_confirmed,no,0,manual_supported_by_llm,Value_llm5,Manual value is supported by v1 or v5.,Maternum Cholinum,7d8fdc01-b3ec-43de-a654-4cba5ffb6a12,v6,1,1,1,1,0
R0647,Cologne_1580,LATIN,Verbs,comparatur,,,comparatur,comparatur,B_keep_manual_no_llm,sample,3,manual_only_no_llm_value,Value_orig,Manual value exists and both v1/v5 are empty; keep manual unless sampled review shows this feature is unreliable.,,7d8fdc01-b3ec-43de-a654-4cba5ffb6a09,v6,1,1,0,0,1
R0648,Cologne_1587,LATIN,Base Content,EVCLIDIS ELEMENTORVM LIBRI XV,EVCLIDIS ELEMENTORVM LIBRI XV.,EVCLIDIS ELEMENTORVM LIBRI XV,EVCLIDIS ELEMENTORVM LIBRI XV,EVCLIDIS ELEMENTORVM LIBRI XV,A_confirmed,no,0,manual_supported_by_llm,Value_llm5,Manual value is supported by v1 or v5.,EVCLIDIS ELEMENTORVM LIBRI XV,7d8fdc01-b3ec-43de-a654-4cba5ffb6a05,v6,1,1,1,1,0
R0649,Cologne_1587,LATIN,Base Content Description,"Quibus, cùm ad
omnem Mathematicæ scientiæ partem, tùm ad quamlibet Geometriæ tractationem, facilis comparatur aditus","Quibus, cùm ad
omnem Mathematicæ scientiæ partem, tùm ad quamlibet Geometriæ tractationem, facilis comparatur aditus.","Quibus, cùm ad
omnem Mathematicæ scientiæ partem, tùm ad quamlibet Geometriæ tractationem, facilis comparatur aditus","Quibus, cùm ad
omnem Mathematicæ scientiæ partem, tùm ad quamlibet Geometriæ tractationem, facilis comparatur aditus","Quibus, cùm ad
omnem Mathematicæ scientiæ partem, tùm ad quamlibet Geometriæ tractationem, facilis comparatur aditus",A_confirmed,no,0,manual_supported_by_llm,Value_llm5,Manual value is supported by v1 or v5.,"Quibus, cùm ad omnem Mathematicæ scientiæ partem, tùm ad quamlibet Geometriæ tractationem, facilis comparatur aditus",7d8fdc01-b3ec-43de-a654-4cba5ffb6a07,v6,1,1,1,1,0
R0650,Cologne_1587,LATIN,Date in Imprint,M. D. LXXXVII.,M. D. LXXXVII.,M. D. LXXXVII,M. D. LXXXVII.,M. D. LXXXVII.,A_confirmed,no,0,manual_supported_by_llm,Value_llm,Manual value is supported by v1 or v5.,M. D. LXXXVII,71d1be08-4bb6-47d0-b31b-0c599353e775,v2,1,0,0,0,0
R0652,Cologne_1587,LATIN,Euclid References,EVCLIDIS,EVCLIDIS,EVCLIDIS,EVCLIDIS,EVCLIDIS,A_confirmed,no,0,manual_supported_by_llm,"Value_llm,Value_llm5",Manual value is supported by v1 or v5.,EVCLIDIS,7d8fdc01-b3ec-43de-a654-4cba5ffb6a13,v6,1,1,1,1,0
R0654,Cologne_1587,LATIN,Place in Imprint,COLONIAE,COLONIAE,COLONIAE,COLONIAE,COLONIAE,A_confirmed,no,0,manual_supported_by_llm,"Value_llm,Value_llm5",Manual value is supported by v1 or v5.,COLONIAE,7d8fdc01-b3ec-43de-a654-4cba5ffb6a11,v6,1,1,1,1,0
R0655,Cologne_1587,LATIN,Privileges in Imprint,Cum Gratia & Priuilegio Cæs. Maiest.,Cum Gratia & Priuilegio Cæs. Maiest.,Cum Gratia & Priuilegio Cæs. Maiest,Cum Gratia & Priuilegio Cæs. Maiest.,Cum Gratia & Priuilegio Cæs. Maiest.,A_confirmed,no,0,manual_supported_by_llm,Value_llm,Manual value is supported by v1 or v5.,Cum Gratia & Priuilegio Cæs. Maiest,0f63fc20-5e6b-402c-b6e7-1314707158b0,v1,1,0,0,0,0
R0656,Cologne_1587,LATIN,Publisher in Imprint,Maternum Cholinum,Maternum Cholinum,Maternum Cholinum,Maternum Cholinum,Maternum Cholinum,A_confirmed,no,0,manual_supported_by_llm,"Value_llm,Value_llm5",Manual value is supported by v1 or v5.,Maternum Cholinum,7d8fdc01-b3ec-43de-a654-4cba5ffb6a12,v6,1,1,1,1,0
R0657,Cologne_1587,LATIN,Verbs,comparatur,,,comparatur,comparatur,B_keep_manual_no_llm,sample,3,manual_only_no_llm_value,Value_orig,Manual value exists and both v1/v5 are empty; keep manual unless sampled review shows this feature is unreliable.,,7d8fdc01-b3ec-43de-a654-4cba5ffb6a09,v6,1,1,0,0,1
R0658,Cologne_1591,LATIN,Adapter Attribution,CHRISTOPHORO CLAVIO BAMBERGENSI,CHRISTOPHORO CLAVIO BAMBERGENSI,CHRISTOPHORO CLAVIO BAMBERGENSI,CHRISTOPHORO CLAVIO BAMBERGENSI,CHRISTOPHORO CLAVIO BAMBERGENSI,A_confirmed,no,0,manual_supported_by_llm,"Value_llm,Value_llm5",Manual value is supported by v1 or v5.,CHRISTOPHORO CLAVIO BAMBERGENSI,7d8fdc01-b3ec-43de-a654-4cba5ffb6a01,v6,1,1,1,1,0
R0659,Cologne_1591,LATIN,Adapter Description,è Societate IESV.,,,è Societate IESV.,è Societate IESV.,B_keep_manual_no_llm,sample,3,manual_only_no_llm_value,Value_orig,Manual value exists and both v1/v5 are empty; keep manual unless sampled review shows this feature is unreliable.,è Societate IESV,7d8fdc01-b3ec-43de-a654-4cba5ffb6a03,v6,1,1,0,0,0
R0660,Cologne_1591,LATIN,Base Content,EVCLIDIS ELEMENTORVM LIBRI XV.,"EVCLIDIS ELEMENTORVM LIBRI XV., EVCLIDIS POSTERIORES LIBRI IX.","EVCLIDIS ELEMENTORVM LIBRI XV, EVCLIDIS POSTERIORES LIBRI IX","EVCLIDIS ELEMENTORVM LIBRI XV., EVCLIDIS POSTERIORES LIBRI IX.","EVCLIDIS ELEMENTORVM LIBRI XV., EVCLIDIS POSTERIORES LIBRI IX.",D_prompt_policy_choice,yes,2,preferred_prompt_conflicts_or_no_consensus,Value_llm,v1/v5 disagree or no consensus; candidate comes from the best prompt by feature/language fallback.,"EVCLIDIS ELEMENTORVM LIBRI XV. Accessit XVI, EVCLIDIS POSTERIORES LIBRI IX. Accessit XVI",7d8fdc01-b3ec-43de-a654-4cba5ffb6a05,v6,1,1,0,0,0
R0661,Cologne_1591,LATIN,Base Content Description,"Accessit XVI.
de SOLIDORVM REGVLARIVM cuiuslibet intra quodlibet compa-ratione, Omnes perspicuis DEMONSTRATIONIBVS, accuratisque SCHOLIIS illustrati, ac multarum rerum accessione locupletati","de SOLIDORVM REGVLARIVM cuiuslibet intra quodlibet compa-ratione. Omnes perspicuis DEMONSTRATIONIBVS, accuratisque SCHOLIIS illustrati, ac multarum rerum accessione locupletati, de SOLIDORVM REGVLARIVM cuiuslibet intra quodlibet compara-tione. Omnes perspicuis DEMONSTRATIONIBVS, accuratisque SCHOLIIS illustrati","Omnes perspicuis DEMONSTRATIONIBVS, accuratisque SCHOLIIS illustrati, ac multarum rerum accessione locupletati, Nunc tertiò editi, summaque diligentia recogniti, atque emendati","Omnes perspicuis DEMONSTRATIONIBVS, accuratisque SCHOLIIS illustrati, ac multarum rerum accessione locupletati, Nunc tertiò editi, summaque diligentia recogniti, atque emendati","Omnes perspicuis DEMONSTRATIONIBVS, accuratisque SCHOLIIS illustrati, ac multarum rerum accessione locupletati, Nunc tertiò editi, summaque diligentia recogniti, atque emendati",D_prompt_policy_choice,yes,2,preferred_prompt_conflicts_or_no_consensus,Value_llm5,v1/v5 disagree or no consensus; candidate comes from the best prompt by feature/language fallback.,"Omnes perspicuis DEMONSTRATIONIBVS, accuratisque SCHOLIIS illustrati, ac multarum rerum accessione locupletati, Omnes perspicuis DEMONSTRATIONIBVS, accuratisque SCHOLIIS illustrati",7d8fdc01-b3ec-43de-a654-4cba5ffb6a07,v6,1,1,0,0,0
R0662,Cologne_1591,LATIN,Bound With,de SOLIDORVM REGVLARIVM cuiuslibet intra quodlibet compa-ratione,SOLIDORVM REGVLARIVM,,SOLIDORVM REGVLARIVM,SOLIDORVM REGVLARIVM,E_single_llm_over_manual,yes,2,single_llm_value_conflicts_with_manual,Value_llm,"Only one LLM produced a value and it conflicts with manual; weak evidence, review before trusting at scale.",de SOLIDORVM REGVLARIVM cuiuslibet intra quodlibet compa-ratione,7d8fdc01-b3ec-43de-a654-4cba5ffb6a18,v6,1,1,0,0,0
R0665,Cologne_1591,LATIN,Date in Imprint,M D XCI,M D XCI.,M D XCI,M D XCI,M D XCI,A_confirmed,no,0,manual_supported_by_llm,Value_llm5,Manual value is supported by v1 or v5.,M D XCI,71d1be08-4bb6-47d0-b31b-0c599353e775,v2,1,0,1,1,0
R0666,Cologne_1591,LATIN,Edition Statement,"Nunc tertiò editi, summaque diligentia recogniti, atque emendati.","Nunc tertiò editi, summaque diligentia recogniti, atque emendati., Nunc tertiò editi, ac multarum rerum accessione locupletati.","Nunc tertiò editi, summaque diligentia recogniti, atque emendati","Nunc tertiò editi, summaque diligentia recogniti, atque emendati., Nunc tertiò editi, ac multarum rerum accessione locupletati.","Nunc tertiò editi, summaque diligentia recogniti, atque emendati., Nunc tertiò editi, ac multarum rerum accessione locupletati.",D_prompt_policy_choice,yes,2,preferred_prompt_conflicts_or_no_consensus,Value_llm,v1/v5 disagree or no consensus; candidate comes from the best prompt by feature/language fallback.,"Nunc tertiò editi, summaque diligentia recogniti, atque emendati, Nunc tertiò editi, ac multarum rerum accessione locupletati",718a7718-22cf-424e-a7f1-84e9cf1071c6,v1,1,0,0,0,0
R0667,Cologne_1591,LATIN,Elements Designation,EVCLIDIS ELEMENTORVM LIBRI XV.,"EVCLIDIS ELEMENTORVM, EVCLIDIS POSTERIORES","ELEMENTORVM, POSTERIORES LIBRI IX","EVCLIDIS ELEMENTORVM, EVCLIDIS POSTERIORES","EVCLIDIS ELEMENTORVM, EVCLIDIS POSTERIORES",D_prompt_policy_choice,yes,2,preferred_prompt_conflicts_or_no_consensus,Value_llm,v1/v5 disagree or no consensus; candidate comes from the best prompt by feature/language fallback.,"EVCLIDIS ELEMENTORVM LIBRI XV. Accessit XVI, EVCLIDIS POSTERIORES LIBRI IX. Accessit XVI",7d8fdc01-b3ec-43de-a654-4cba5ffb6a06,v6,1,1,0,0,0
R0668,Cologne_1591,LATIN,Enriched With,"perspicuis DEMONSTRATIONIBVS, accuratisque SCHOLIIS, multarum rerum accessione","perspicuis DEMONSTRATIONIBVS, accuratisque SCHOLIIS illustrati, multarum rerum accessione locupletati","DEMONSTRATIONIBVS, SCHOLIIS","perspicuis DEMONSTRATIONIBVS, accuratisque SCHOLIIS illustrati, multarum rerum accessione locupletati","perspicuis DEMONSTRATIONIBVS, accuratisque SCHOLIIS illustrati, multarum rerum accessione locupletati",D_prompt_policy_choice,yes,2,preferred_prompt_conflicts_or_no_consensus,Value_llm,v1/v5 disagree or no consensus; candidate comes from the best prompt by feature/language fallback.,ac multarum rerum accessione locupletati,7d8fdc01-b3ec-43de-a654-4cba5ffb6a08,v6,1,1,0,0,0
R0669,Cologne_1591,LATIN,Euclid References,EVCLIDIS,EVCLIDIS,EVCLIDIS,EVCLIDIS,EVCLIDIS,A_confirmed,no,0,manual_supported_by_llm,"Value_llm,Value_llm5",Manual value is supported by v1 or v5.,EVCLIDIS,7d8fdc01-b3ec-43de-a654-4cba5ffb6a13,v6,1,1,1,1,0
