edition_id,language,year,city,primary_classes,secondary_classes,unknown_classes,primary_count,secondary_count,unknown_count,base_content,elements_designation,references_to_euclid,description_of_euclid,content_description,edition_details,enriched_with,bound_with_minimal,bound_with,audience,institutions,editor_name,editor_description,educational_authorities_references,origin_language,destination_language,action_verbs,date_in_imprint,location_in_imprint,publisher_in_imprint
bib-16,FRENCH,1572,Paris,Practical Geometry,,Architecture | Instrument Use,1,0,2,"DE VSVO GEOME TRIÆ, LIBER VNVS",,,,,,,,,,,IACOBI PELETARII,,,,,,1572,"PARISIIS, Apud Ægidium Gorbinum, sub insigne Spei, e regione collegij Cameracensis","Apud Ægidium Gorbinum, sub insigne Spei"
bib-167,LATIN,1511,Paris,Theoretical Mathematics,,,1,0,0,,,,,,,,Liber de intellectu | Liber de sensu | Liber de nichilo | Ars oppositorum | Liber de generatione | Liber de sapiente | Liber de duodecim numeris | Epistole complures | De Numeris Perfectis | De Mathematicis Rosis | De Geometricis Corporibus | De Geometricis Supplementis,Liber de intellectu | Liber de sensu | Liber de nichilo | Ars oppositorum | Liber de generatione | Liber de sapiente | Liber de duodecim numeris | Epistole complures | De Numeris Perfectis | De Mathematicis Rosis | De Geometricis Corporibus | De Geometricis Supplementis,,,,,,,,continetur,,,
bib-168,LATIN,1513,Paris,,,,0,0,0,,,,,,,,,,,,,,,,,,,aedibus Ascensianis,
bib-169,FRENCH,1552,Paris,Astronomy | Cosmography | Geography,Cartography,Practical Geometry,3,1,1,L’SPHERE DU MON- DE,,,,"PROPREMENT DITTE COS- mographie, composée nouvellement en françois, & divisée en cinq livres, comprenant la première partie de l’astronomie, & les principes universels de la géographie & hydrographie",,"Avec une épistre, touchant la dignité, perfection & utilité des sciences mathematiques",,,,l’université de Paris,ORONCE FINE,NATIF DU Daulphiné | lecteur Mathematicien du tres-chrestien Roy de France en l’université de Paris,,,en françois,composée | divisée | comprenant | touchant,M. D. LII,Paris | rue Saint Jaques à la fontaine,Michel de Vascosan
bib-17,FRENCH,1573,Paris,Practical Geometry,,Architecture | Instrument Use,1,0,2,DE L’VSAGE DE GEOMETRIE,,,,,,,,,,,IAQVES PELETIER,MEDECIN ET MATHEMATICIEN,,,,,M. D. LXXIII,"A PARIS, Chez Gilles Gourbin, à l’enseigne de l’Esperance, deuant le College de Cambray",Chez Gilles Gourbin
bib-173,LATIN,1503,Paris,,,,0,0,0,LIBRI LOGICORUM,,,,"Ad archetypos recogniti, cum novis ad litteras com­menta­riis",,cum novis ad litteras com­menta­riis,,,juvenes,,,,Aristotelico,,,,,,
bib-176,LATIN,1514,Paris,,,Architecture | Instrument Use | Practical Geometry | Theoretical Mathematics,0,0,4,,,,,,RECENTER EMISSA EST,,,,,OFFICINA ASCENSIA,,,,,,RECENTER EMISSA EST,,,
bib-18,SPANISH,1568,Salamanca,Astronomy | Instrument Use | Practical Geometry,Geography | Gnomonics & Horology | Navigation,Theoretical Mathematics,3,3,1,OBRA INTITVLADA FRAGMENTOS MATHEMATICOS,,,,"En que se tratan cosas de Geometria, y Astronomia, y Geographia, y Philosophia natural, y Sphera, y Astrolabio, y Navegacion, y Reloxes",,,,,,,Iuan Perez de Moya,el Bachiller | na tural de Santisteuan del Puerto,,,,INTITVLADA | Ordenada,1568,SALAMANCA | casa de Iuan de Canoua,casa de Iuan de Canoua
bib-181,LATIN,1584,Paris,Arithmetic,,,1,0,0,,,,,,,,,,,PRIMO SENATVS,PETRI RAMI,,,,,,1584,PARISIIS | via Diu Ioannis Lateranensis sub signo Arboris virescentis,Apud Ioannem Richerium
bib-185,DUTCH,1582,Antwerp,Arithmetic | Commercial Mathematics,,,2,0,0,,,,,,,,,,,,Simon Stevin,Bruggelinck,,,,ghecalculeert,M. D. LXXXII,T'ANTWERPEN,Christoffel Plantijn in den gulden Passer
bib-186,FRENCH,1585,Leiden,Arithmetic,Commercial Mathematics | Theoretical Mathematics,,1,2,0,Dixiesme Livre d’Euclide,Dixiesme Livre d’Euclide,Dixiesme Livre d’Euclide,,,,Les Tables d’Interest | La Dîme | un traité des Incommensurables grandeurs | l’Explication du Dixiesme Livre d’Euclide,les quatre premiers liures d’Algebre de Diophante d’Alexandrie | un liure particulier de la Practique d’Arithmetique,les quatre premiers liures d’Algebre de Diophante d’Alexandrie | un liure particulier de la Practique d’Arithmetique,,,,,Diophante d’Alexandrie,,en François,traduits,,,l’Imprimerie de Christophile Plantin
bib-19,SPANISH,1583,Alcala,Practical Geometry | Theoretical Mathematics,,,2,0,0,TRATADO DE GEO metria,,,,"Práctica, y Speculatiua",,,,,,,Iuan Perez de Moya,EL BACHILLER,,,,,M. D. LXXX. III,ALCALA,IVAN GRACIAN
bib-2,FRENCH,1547,Paris,Practical Geometry,,Architecture | Instrument Use,1,0,2,Geometrie practique,,,,,"nou uellement par luy reueue, augmen- tée, & grandement enrichie",augmen-  tée | grandement enrichie,,,,,Charles de Bouelles,le noble Philosophe maistre,,,,composee | reueue | augmen-  tée | enrichie,M. D. XLVII,PARIS,"De l’imprimerie de Regnaud Chaudiere, & Claude son filz"
bib-20,ITALIAN,1599,Rome,Practical Geometry,Architecture | Construction | Cosmography | Geography | Surveying,,1,5,0,Elementi d’Euclide,Elementi d’Euclide,Euclide,,,,150. Tavole di Rame,,,"ad un buon Geometra | à Misuratori di terreni, di fabriche, et altri simili | à Geografi, Cosmografi, Architetti Civili, et Militari | à Bombardieri, Soldati privati, Capitani, Maestri di Campo | à qual si Voglia altra persona Virtuosa",,Giovanni Pomodoro Venetiano | Giovanni Scala,Mathematico eccellentissimo | Mathematico,,,,TRATTA | descritta | Dichiarata,1599,Roma,Appresso Stefano de Paulinis
bib-209,DUTCH,1600,Leiden,Practical Geometry | Surveying,Instrument Use,,2,1,0,,,,,,nieuws,nieuw gehaeculeerde Tafelen,,,,den Hove van West-Vrieslant | den Hove van Hollant,Iohan Sems | Ian Pietersz. Dou,geadmitteert Lantmeeter by den Hove van West-Vrieslant | geadmitteert Lantmeeter by den Hove van Hollant,,,,ghecomponeert | ghegheven | geadmitteert,1600,Leyden,Ian Bouwmeester
bib-21,LATIN,1569,Basel,Arithmetic | Practical Geometry,,,2,0,0,GEOMETRIAE SEPTEM ET VIGINTI,GEOMETRIAE SEPTEM ET VIGINTI,,,,,,ARITHMETICAE LIBRI DUO,ARITHMETICAE LIBRI DUO,,,P. RAMI,,,,,,M. D. LXIX,BASILEÆ,"EUSEBIUM Episcopium, & Nicolai fratris hæredes"
bib-210,DUTCH,1600,Leiden,Cartography | Instrument Use | Practical Geometry | Surveying,Architecture,,4,1,0,,,,,,,,,,,,Iohan Sems | Ian Pietersz. Dou,,,,,ghecomponeert | ghegheven,1600,Leyden,Ian Bouwmeester
bib-211,DUTCH,1547,Antwerp,Practical Geometry,Instrument Use,,1,1,0,,,,,,,,,,,,Charles de Bouuelles,Canonick van Noyon,,,in François,aenghaende | beschreuen,M. CCCCC. xlvij,t’Antwerpen,Jan Roelants
bib-212,DUTCH,1603,Amsterdam,Arithmetic | Commercial Mathematics,,,2,0,0,Arithmetica,,,,"Practicque omme int corte te leeren spheren naer alderleyse Coophandel inghe, met som- mighe Exemplen ghesolvert deur die Cabiça, Cost, tot profyte van alle Coopluijden",,met som- mighe Exemplen,,,int corte,,Nicolaum Petri Daventriensen,,,,,Gestelt,,t Amstelredam,"Cornelis Claesz, op’t Water, int"
bib-222,ENGLISH,1546,London,Arithmetic | Commercial Mathematics,,,2,0,0,,,,,,newly corrected | therevnto added,certayne nota-ble and goodly rules of false positions,,,,,,,,,in our Englysshe tonge,newly corrected | added,,,
bib-223,GERMAN,1572,Frankfurt,Arithmetic | Commercial Mathematics,Instrument Construction | Music Theory | Practical Geometry,,2,3,0,,,,,,,,,,auff alle kauffmannschafft,,,,,,,,1572,Franckfurt am Meyn,Christian Egenolffs Erben
bib-225,GERMAN,1518,Augsburg,Arithmetic,,,1,0,0,Rechenbüchlein,,,,"mitt den Zyffern | Inhalent die siben species Algorithmi mit sampt der Regel de Tri, mit sechs reglen der zylich vñ der regel falsit mit vil andern güten frag",neu,,,,Den angenden Schülern | den kindern,,Joann Böschensteyn von Esslingen,,,,,geordnet,,,
bib-23,ITALIAN,1556,Venice,Arithmetic,Theoretical Mathematics,,1,1,0,GENERAL TRATTATO DI NUMERI,,,,"ET MISVRE DI NICOLO TARTAGLIA | NELLA QVALE IN VNDICI LIBRI SI NOTIFICA LA PIV ELEVATA, ET SPECVLATIVA PARTE DELLA PRATICA Arithmetica, laqual è tutte le regole, & operationi pratticali delle progressioni, radici, proportionj, & quantita irrationali",,,,,,,,,,,,,M. D. LVI,Vinegia,Curtio Troiano de i Navò
bib-239,GERMAN,1521,Nuremberg,Commercial Mathematics | Practical Geometry,Music Theory,Arithmetic | Astronomy | Instrument Use,2,1,3,,,,,,,,,,,hoch Schul zu Wien in Osterreich,ventzsch Gans macium | Schreyber von Efsfurt,,,,,Geschriben,,,
bib-24,LATIN,1575,Bordeaux,Theoretical Mathematics,,,1,0,0,"ELEMENTI QVINCTI, ET SEXTI, EVCLIDIS","ELEMENTI QVINCTI, ET SEXTI, EVCLIDIS",EVCLIDIS,,DEFINITIONES,,,,,,,ELIA VINETO SANTONE,,,,,INTERPRETATÆ,1575,BVRDIGALÆ | via Iacobea,Simonem Millangium Burdigalensium Typographum
bib-25,FRENCH,1577,Bordeaux,Practical Geometry | Surveying,,Instrument Use,2,0,1,,,,,,,,,,,,,,,,,,1577,A BOVRDEAVX,"Simon Millanges, Imprimeur du Roy"
bib-251,LATIN,1560,Cologne,Astronomy,,,1,0,0,,,,,,,,de fixis stellis Commentarius,de fixis stellis Commentarius,,,IOANNEM STADIVM,REGIVM ET DV- CIS SABAVDIAE MATHEMATICVM,,,,,1560,COLONIAE AGRIPPINAE,Apud heredes Arnoldi Birckmanni
bib-252,LATIN,1570,,Astronomy,,Instrument Use | Practical Geometry,1,0,2,,,,,,,,,,,,IOANNIS STADII,,,,,,,,
bib-253,LATIN,1583,Lyon,Astronomy,,Practical Geometry,1,0,1,EPHEMERIDES,,,,Secundum Antuerpiae longitudinem ex tabulis Prutenicis supputatae ab anno 1583. usque ad annum 1606,Et ad S. D. N. Gregorii XIII. anni refor- mationem accuratissime accommodatae,Schematæ | praedictiones annuæ mundi | Eclipsi- um luminarium,Schematæ | praedictiones annuæ mundi | Eclipsi um luminarium,Schematæ | praedictiones annuæ mundi | Eclipsi- um luminarium,,,FRANCISCO IVNCTINO,Florentino Sacrae Theologiae Doctore,,,,accommodatae | accesserunt,M. D. LXXXV,"off. Q. Philip. Tinghi, Florent. Apud Simphorianum Beraud",Stephanum Michaelem | Ioh. Gregorii a Werdenstein
bib-255,LATIN,1574,Cologne,Cosmography,Navigation,,1,1,0,COSMOGRAPHIA,,,,,,"aucta, & annotationibus marginalibus illustrata | Additis eiusdem argumenti libellis ipsius Gemma Frisij",,,,APVD LOVANIENSES,PETRI APIANI,MEDICVM ET MATHE- MATICVM INSIGNEM,,,,aucta | illustrata | Additis,LXXIV,COLONIAE AGRIPPINAE,Apud Heredes Arnoldi Birckmanni
bib-258,DUTCH,1585,Leiden,Arithmetic,,,1,0,0,DE THIENDE,,,,"Leerende door onghehoorde lichticheyt allen rekeningen onder den Menschen noodich vallende, afveerdighen door heele ghetalen sonder ghebrokenen",,,,,,,SIMON STEVIN van Brugghen,,,,,Beschreven,M. D. LXXXV,,Christoffel Plantijn
bib-259,LATIN,1591,Tours,Arithmetic | Music Theory | Theoretical Mathematics,,Practical Geometry,3,0,1,"ARITHMETICA, MVSICA, ET GEO- METRIA",,,,,Accessit in hac ultima editione singulorum librorum,,PROCLI SPHAERA,PROCLI SPHAERA,In usum studiosæ Iuventutis Academiæ Turonensis Societ. Iesv,Academiæ Turonensis Societ,Elia Vineto Santone,interprete,,,,Accessit,CIƆ. IƆ. XC I,TVRONI,APVD CLAVDIVM MICHAELEM | Typographum Vniversitatis
bib-26,ITALIAN,1568,Venice,,,,0,0,0,,,,,,"Tradotti, & parte corretti",,,,,,COSIMO BARTOLI,,,,,Tradotti | parte corretti,1568,"Venetia, appresso Francesco Franceschi, Sanese",Francesco Franceschi
bib-262,FRENCH,1582,Antwerp,Arithmetic,,,1,0,0,L’ARITHMETIQUE  de Gemme Phrison,,,,,,illustrée de commentaires | contenans plusieurs inventions  nouvelles dudit Forcadel,,,,,Pierre Forcadel de Beziers,professeur ordinaire des Mathe- matiques,,,en François,Traduite | illustrée | contenans,M. D. LXXXII,ANVERS,Chez Iean Withage
bib-264,FRENCH,1573,Antwerp,Arithmetic | Commercial Mathematics | Trigonometry,Practical Geometry,,3,1,0,LIVRE D’ARITHMETIQVE,,,,"contenant plusieurs belles questions & de-  mandes, propres & vtiles à tous ceux qui hantent la Trafique de Marchandise","reveu, corrigé, & augmenté en plusieurs endroits",La Solution des questions Mathematiques par la supputation de Sinus | illustrées | amplifiées,"Une ample declaration sur le fait des Changes | Un petit discours de bien & deuëment disconter, auec la Solution sur diuerſes opinions y propoſées | La Solution des questions Mathematiques","Une ample declaration sur le fait des Changes | Un petit discours de bien & deuëment disconter, auec la Solution sur diuerſes opinions y propoſées | La Solution des questions Mathematiques par la supputation de Sinus, illustrées & am- plifiées par les demonstrations Geome- triques necessaires à icelles",tous ceux qui hantent la Trafique de Marchandise,,Valentin Mennher | Michiel Cognet,,,,,Composé | reveu | corrigé | augmenté en plusieurs endroits | illustrées | amplifiées,1573,"ANVERS | Chez Jean Waesberghe, à l’escu de Flandres","Chez Jean Waesberghe, à l’escu de Flandres"
bib-266,FRENCH,1563,Antwerp,Arithmetic,Commercial Mathematics,,1,1,0,ARITHMETIQVE,,,,plusieurs belles questions iournellement oc-  currentes en traffique de Marchandise,augmentée par le mesme Autheur,augmentée par le mesme Autheur,,,,,M. Valentin Mennher,,,hault Alleman,,Translatée | augmentée,M. D. LXIII,ANVERS,
bib-27,ITALIAN,1565,Venice,Architecture,,Instrument Use | Practical Geometry,1,0,2,,,,,,,Con la aggiunta de’ disegni,,,,,Cosimo Bartoli,"Gentilhuomo, & Academico Fiorentino",,,LINGVA Fiorentina,TRADOTTA | aggiunta,1565,VENETIA,"Appresso Francesco Franceschi, Sanese"
bib-276,LATIN,1560,Padua,Practical Geometry | Theoretical Mathematics,,,2,0,0,PRIMUM EUCLIDIS Elementorum librum,PRIMUM EUCLIDIS Elementorum librum,EUCLIDIS,,COMMENTARIORUM AD UNIVERSAM MATHEMATICAM DISCIPLINAM PRINCIPIUM ERUDITIONIS TRADENTIUM,"summa opera, cura, ac diligentia cunctis mendis expurgati: Scholiis, & Figuris, quæ in græco codice omnes desiderabantur, aucti: Primùm iam in Romanâ linguae venustate donati, & nunc recens editi","Scholiis, & Figuris",Catalogo Deorum,"Catalogo Deorum, & Virorum Illustrium, atque Auctorum",,,FRANCISCO BAROCIO PATRITIO VENETO,,PROCLI DIADOCHI LYCII,græco codice,Romanâ linguae,expurgati | aucti | donati | editi,I560,PATAVII,Excudebat Gratiosus Perchacinus
bib-277,GERMAN,1514,Augsburg,Arithmetic | Commercial Mathematics,,Practical Geometry,2,0,1,,,,,,,mit Rechen pfenningen | mit figuren und Exempeln,,,den Jungen,,,,,,,,,,
bib-278,GERMAN,1527,Augsburg,Arithmetic | Commercial Mathematics,,,2,0,0,,,,,,,,,,,,,,,,,ge- macht,M. D. XXVII,AUGSPURG,
bib-28,FRENCH,1576,Paris,Perspective,Trigonometry,Architecture | Instrument Use | Practical Geometry,1,1,3,LEÇONS DE PERSPECTIVE POSITIVE,,,,,,,,,,,IACQVES ANDROVET,"du Cerceau, Architecte",,,,,M. D. LXXXVI,PARIS,Mamert Patisson Imprimeur
bib-280,FRENCH,1600,Paris,Construction | Military Engineering,Architecture | Practical Geometry,Instrument Use,2,2,1,,,,,,,,,,,,I. ERRARD DE BAR-LE-DVC,Ingenieur du Treschrestien Roy de France et de Navarre,,,,REDVICTE,,,
bib-282,FRENCH,1563,Paris,Arithmetic,Practical Geometry,,1,1,0,L'ART D'ARITHME- TIQVE,,,,CONTENANT TOVTE DIMENSION: TRES- fingulier & commode,Reueu & augmenté,,,,"tant pour l'art militaire, que pour la Geometrie, & au- tres calculations",,Lucas Tremblay Parisien,professeur des Mathematiques,,,,Composé | Reueu | augmenté,1563,,Guillaume Cavellat
bib-283,ENGLISH,1603,London,Arithmetic,Commercial Mathematics,,1,1,0,The Well spring of SCIENCES,,,,"Which teacheth the perfect worke and practise of Arithme-  ticke, both in whole Numbers and Fractions, set forth","once againe perused, augmented, and amended in all the three parts, by the said Author","certaine Tables of the agreement of measures and waights, of di- vers places in EVROPE the one with the other, as by the Table appeareth",,,,,HVMFREY BAKER,Londoner,,,,perused | augmented | amended | added,1603,AT LONDON | Saint Nicholas Sham- bles,Thomas Purfoot
bib-285,ENGLISH,1564,London,Arithmetic,,,1,0,0,,,,,,Novv nevvely printed and corrected,Beautified vvith most necessary Rules and Queftions,,,Marchauntes | all Artificers,,Humfrey Baker,Citizen of London,,,,Beautified | printed | corrected | Sette forth,1564,LON-  don,Henry Denham | Iames Rowbothum
bib-29,FRENCH,1582,Paris,Architecture | Construction,,,2,0,0,,,,,,,,,,"pour Seigneurs, Gentilshommes, & autres | qui veulent bastir",,"Iaques Androuet, du Cerceau",,,,,,M. D. LXXXII,PARIS,"Iaques Androuet, du Cerceau"
bib-33,ITALIAN,1564,Venice,Perspective | Practical Geometry | Surveying,,,3,0,0,le vere regole d’Euclide,,d’Euclide,,"DEL MODO DI MISVRARE le distantie, le superficie, i corpi, le piante, le prouincie, le prospettive, &  tutte le altre cose terrene, che posso­ no occorrere a gli huomini",,,,,,,COSIMO BARTOLI,"GENTIL’HUOMO, ET | ACCADEMICO FIORENTINO",,,,,1564,VENETIA,Francesco Franceschi Sanese
bib-35,LATIN,1585,Turin,,,Instrument Use | Practical Geometry,0,0,2,,,,,,,,,,,,,,,,,,MDLXXXV,TAVRINI,Apud Haeredem Nicolai Beuilaquae
bib-39,ITALIAN,1564,Venice,Military Engineering,Architecture | Construction,Practical Geometry,1,2,1,,,,,,,,"Discorso del medesimo Maggi sopra la Fortificatione de gli alloggiamenti de gli esserciti | Discorso del Capitan Francesco Montemellino sopra la fortificatione del Borgo di Roma | Trattato dell’Ordinanze, & nero Battaglie del Capitan Giovacchino da Coniano | Ragionamento del sudetto Castriotto sopra le fortezze della Francia","Discorso del medesimo Maggi sopra la Fortificatione de gli alloggiamenti de gli esserciti | Discorso del Capitan Francesco Montemellino sopra la fortificatione del Borgo di Roma | Trattato dell’Ordinanze, & nero Battaglie del Capitan Giovacchino da Coniano | Ragionamento del sudetto Castriotto sopra le fortezze della Francia",,,M. GIROLAMO MAGGI | CAPITAN IACOMO CASTRIOTTO,,CAPITAN FRANCESCO MONTEMELLINO | CAPITAN GIOVACCHINO DA CONIANO | CASTRIOTTO,,,,M. D. LXIIII,Venetia,"Appresso Rutilio Borgominiero, al segno di San Giorgio"
bib-4,FRENCH,1564,Paris,Gnomonics & Horology | Practical Geometry,Instrument Use,,2,1,0,,,,,,,,,,,,IEHAN BVLLANT,AR- chitecte de haut & puissant seigneur,,,,,1564,"PARIS, Chez Guillaume Cauellat, à l’enseigne de la poulle grasse, deuant le college de Chambray",Guillaume Cauellat
bib-40,GERMAN,1596,Delft,Practical Geometry | Trigonometry,Arithmetic | Commercial Mathematics | Surveying,Instrument Use,2,3,1,,,,,,,"de Tafelen Sinvvm, Tangentivm, ende Secantivm | alderhande Tafelen daertoe dienende | veel constighe Exempelen",,,,,Ludolph van Ceulen,,,,,gheleert | beschreven | ghebracht | gheproeft,1596,t Marct-velt / in ’t Gulden ABC,Ian Andriesz
bib-41,LATIN,1558,Venice,Astronomy | Perspective,Practical Geometry,,2,1,0,,,,,universa Scenographices ratio,,,,,,,FEDERICI COMMANDINI,,,,,traditur | confirmatur,M. D. LVIII,VENETIIS,
bib-42,LATIN,1570,Pesaro,Practical Geometry | Theoretical Mathematics,,,2,0,0,,,,,,NUNC PRIMUM,,,,,,,,,,,ASCRIPTUS | editus,M D LXX,Apud Hieronimum Concordiam,PISAVRI
bib-44,FRENCH,1567,Paris,Architecture,,Practical Geometry,1,0,1,,,,,,,,,,,,,,,,,,1567,PARIS,"Chez Frederic Morel, rue S. Iean de Beauuais"
bib-45,ITALIAN,1587,Venice,Arithmetic | Cosmography | Gnomonics & Horology | Practical Geometry,Instrument Use,,4,1,0,OPERE DI ORONTIO FINEO DEL DELFINATO,,,,"Diuise in cinque Parti; Aritmetica, Geometria, Cosmografia, e Oriuoli",Nuouamente poste in luce,,gli Specchi,Et gli Specchi,,,Cosimo Bartoli | Ercole Bottrigaro,"Gentilhuomo, & Academico Fiorentino | Gentilhuomo Bolognese",,,,Diuise in cinque Parti | TRADOTTE | Tradotti | Nuouamente poste in luce,1587,Venetia,Francesco Franceschi Senese
bib-46,FRENCH,1555,Paris,Instrument Use | Practical Geometry | Surveying,Cartography,,3,1,0,ET DESCRIPTION DE L’HOLOMETRE,,,,"POUR SCAVOIR MESVRER toutes choses qui sont soubs l’estanduë de l’œil: Tant en longueur & largeur, qu’en hau­ teur & profondeur",,,,,"a ceus qui veulent promptement, & sans aucune subiection d’Arithmetique",,Abel Foulon,Vallet de chambre du Roy,,,,Inuenté,1555,PARIS,
bib-47,FRENCH,1561,Paris,Cartography | Instrument Use | Practical Geometry | Surveying,,,4,0,0,,,,,,,,,,"a ceus qui veulent promptement, & sans aucune subiection d’Arithmetique",,Abel Foulon,Vallet de chambre du Roy,,,,Inuenté,1562,"PARIS | à l’enseigne du Trophée rue saint Iaques, deuant les Mathurins | rue de la vieille drapperie, à l’enseigne saincte Geneuiefue",Pierre Beguin | maistre Pierre le compasfier
bib-5,FRENCH,1585,Paris,Instrument Use | Practical Geometry,,,2,0,0,LA PRATIQVE VNIVER- SELLE DE GEOMETRIE DE IAC- QVES CHAVVET CHAMPENOIS,,,,"contenant l’explication de son Cosmomètre & de tous instrumens Geome- triques, auec les figures & démonstrations trè- utiles & necessaires pour l’intelligence d’iceux",,"l’explication de son Cosmomètre & de tous instrumens Geome- triques, auec les figures & démonstrations trè- utiles & necessaires",,,,l’Vniuersité de Paris,IAC- QVES CHAVVET CHAMPENOIS,"Pro- fesseur & Lecteur ordinaire és Mathematiques, en l’Vniuersité de Paris",,,,,1585,"PARIS | au mont S. Hilaire, à l’enseigne du Chaudron",Henry Thierry
bib-52,LATIN,1592,Venice,Instrument Use | Practical Geometry,Architecture,,2,1,0,,,,,,,,,,omnibus Mathematicarum professoribus,Almo Bononiensi Gymnasio,IO. ANTONII MAGINI PATAVINI,Mathematicarum in Almo Bononiensi Gymnasio professoris,,,,,M. D. XCII,"VENETIIS, APUD IO. BAPTISTAM CIOTTUM | Ad Signum Minervæ",IO. BAPTISTAM CIOTTUM
bib-59,LATIN,1594,Leiden,Practical Geometry,,,1,0,0,CYCLOMETRICA ELEMENTA DUO,CYCLOMETRICA ELEMENTA DUO,,,,,,,,,,IOSEPHI SCALIGERI IVL. CAES. F,,,,,,C IƆ. IƆ. XCIV,Lugduni Batavorum,Ex Officina Plantiniana | Apud Franciscum Raphelengium
bib-64,LATIN,1579,Paris,Practical Geometry | Theoretical Mathematics,,,2,0,0,CANON MATHEMATICVS,,,,AD TRIANGVLA,,Cum Appendicibus,,,,,,,,,,,1579,regione Collegij Laodicensis,"Ioannem Mettayer, in Mathematicis Typographum Regium"
bib-67,LATIN,1595,Paris,Practical Geometry,,Architecture | Instrument Use,1,0,2,,,,,Ex Geometricis Schediasmatis,,alia quædam adiuncta CAPITVLA,,,,,Francisci Vietæ,,,,,adiuncta,1595,PARISIIS,Apud Iamettivm Mettayer | Typographum Regium
bib-7,ENGLISH,1571,London,Practical Geometry,Cartography | Instrument Use | Perspective | Surveying | Theoretical Mathematics,,1,5,0,"A GEOMETRICAL Practise, named PANTOMETRIA",,,,"diuided into three Bookes, Longimetra, Planimetra and Stereometria, containing Rules manifolde for mensuration of all lines, Superficies and Solides: with sundry strange conclusions both by instrument and without, and also by perspectiue glasses, to set forth the true description or exact plat of any whole Region",,"adioyned a Mathematicall treatise of the fiue regulare Platonical solides, and their Metamorphosis or transformation into fiue other equilater and uniforme solides Geometricall, of his owne inuention, hitherto not mentioned of by any geometricians",,,,,Leonard Digges | Thomas Digges,Gentleman | his sonne,,,,named | diuided | framed | finished | adioyned,1571,London,Henrie Bynneman
bib-71,LATIN,1567,Venice,Architecture,Gnomonics & Horology | Mechanics | Practical Geometry,,1,3,0,DE ARCHITECTVRA LIBRI DECEM,,,,"MVLTIS AEDIFICIORVM, HOROLOGIORVM, ET MACHINARVM DESCRIPTIONIBVS",,CVM COMMENTARIIS | auctis & illustratis,,,,,,,"DANIELIS BARBARI, ELECTI PATRIARCHAE AQVILEIENSIS",,,auctis | illustratis,M. D. LXVII,VENETIIS,"Apud Franciscum Franciscium Senensem, & Ioan. Crugher Germanum"
bib-76,LATIN,1598,Venice,Cosmography,Arithmetic | Practical Geometry | Theoretical Mathematics,Instrument Use,1,3,1,COSMOGRAPHIA,,,,"IN QUATVOR LIBROS DISTRIBVTA,  SVMMO ORDINE, MIRAQ. FACILITATE, ac brevitate ad Magnam Ptolemaei Mathematicam Constructionem, ad universamque Astrologiam instituens",nuper in hac secunda editione ab ipso Authore,aucta,Communia Mathematica | Arithmetica | Geometrica principia | Index,Communia Mathematica | Arithmetica | Geometrica principia | Index eorum,,,FRANCISCO BAROCIO,"IACOBI FILIO, PATRITIO VENETO",Ioannis de Sacrobosco,,,DISTRIBVTA | recognita | aucta,1598,Venetijs,Gratiosus Perchacinus
bib-8,GERMAN,1525,Nuremberg,Practical Geometry,Instrument Use,,1,1,0,Underweysung der messung,,,,mit dem zirckel vñ richt- scheyt | in Linien ebnen vñnd gantzen corporen | mit zugehörigen figuren,,mit zugehörigen figuren,,,allen kunstlieb habenden,,Albrecht Dürer,,,,,zu sammen getzogë,,,
bib-82,LATIN,1554,Lyon,Practical Geometry,Commercial Mathematics | Construction | Instrument Use | Mechanics | Military Engineering | Theoretical Mathematics,,1,6,0,,,,,,,,De arca Noe | De sublicio ponte Caesaris | Confutatio quadraturæ circuli | Ad locum Quintiliani geometricum | Ad problema cubi duplicandi | Emendatio figurationis organi | De libra & statera | De fluentis aquæ mensura | De precio margaritarum | De fluviaticis Insulis | De diuisione fructus arboris | Geometriæ cognitionem | Ad legem Papiniani | Ad legem Iuliani | Ad legem Aphricani,"De arca Noe, cuius formæ, capacitatisq; fuerit | De sublicio ponte Caesaris | Confutatio quadraturæ circuli ab Orontio Finæo factæ | Ad locum Quintiliani geometricum explanatio | Ad problema cubi duplicandi | Emendatio figurationis organi a Columella descripti | De libra & statera | De fluentis aquæ mensura | De precio margaritarum | De fluviaticis Insulis secundum Ius civile diuidendis. vbi confutatur Tyberias Bartoli | De diuisione fructus arboris in confinio natæ | Geometriæ cognitionem Iureconsulto necessariam | Ad legem Papiniani, Divortio | Ad legem Iuliani, Sitta scriptum | Ad legem Aphricani, Qui quadringerta",,,,,,,,,1554,Lugduni,
bib-83,LATIN,1559,Lyon,Practical Geometry,Commercial Mathematics | Construction | Mechanics | Military Engineering | Surveying,Instrument Use,1,5,1,,,,,,,,,,,,,,,,,,M. D. LIX,LVGDVNI,APVD MICHAELEM IOVIVM
